run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,fit_role,model_name,formula,engine,observations,log_likelihood,aic,warnings,error,fit_status,converged,positive_definite_hessian,singular,max_gradient,convergence_message,fixed_columns,fixed_rank,fixed_full_rank,fixed_condition_number,aliased_coefficients
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,final_estimation_same_as_ML,M_sex,response ~ site + biological_sex,lm,154,-67.2024875650789,154.4049751301578,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.11268183608053,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,final_estimation_same_as_ML,M_sex_site,response ~ site * biological_sex,lm,154,-62.0702903623935,158.14058072478701,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,11.8557447457707,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M0,response ~ site,lm,154,-68.05555804246255,154.1111160849251,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,4.1407517940078975,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_age,response ~ site + age_decade,lm,154,-66.77502436742343,153.55004873484685,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,23.252707566001614,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade,lm,154,-61.29633275960266,156.59266551920533,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,166.89894415995192,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex,lm,154,-67.2024875650789,154.4049751301578,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.11268183608053,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex,lm,154,-62.0702903623935,158.14058072478701,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,11.8557447457707,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,897,-446.8953933485374,915.79078669707485,,,FITTED,TRUE,TRUE,FALSE,2.26737029151991e-5,,9,9,TRUE,22.821176701932337,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,897,-446.7858259931967,929.5716519863934,,,FITTED,TRUE,TRUE,FALSE,2.4095925255096518e-5,,16,16,TRUE,163.2632020353577,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,897,-445.3761454877171,912.7522909754342,,,FITTED,TRUE,TRUE,FALSE,9.146674528892618e-6,,9,9,TRUE,4.0621974802683924,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,897,-448.57194374663226,933.1438874932645,,,FITTED,TRUE,TRUE,FALSE,1.252431047760183e-5,,16,16,TRUE,11.555117941169037,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,897,-431.29519997436654,882.5903999487331,,,FITTED,TRUE,TRUE,FALSE,5.035190042690374e-6,,8,8,TRUE,4.03642830352318,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,897,-427.97670036560766,877.9534007312153,,,FITTED,TRUE,TRUE,FALSE,2.8534259399748407e-5,,9,9,TRUE,22.821176701932337,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,897,-417.18923864408305,870.3784772881661,,,FITTED,TRUE,TRUE,FALSE,8.885763236321509e-6,,16,16,TRUE,163.2632020353577,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,897,-427.0973292456925,876.194658491385,,,FITTED,TRUE,TRUE,FALSE,2.7151827453053556e-5,,9,9,TRUE,4.0621974802683924,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,897,-421.6011798555402,879.2023597110804,,,FITTED,TRUE,TRUE,FALSE,1.659259396546986e-6,,16,16,TRUE,11.555117941169037,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,897,-870.0548874395492,1762.1097748790985,,,FITTED,TRUE,TRUE,FALSE,1.1491465556900948e-5,,9,9,TRUE,22.821176701932337,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,897,-869.1563467423466,1774.3126934846932,,,FITTED,TRUE,TRUE,FALSE,1.3810904420097359e-4,,16,16,TRUE,163.2632020353577,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,897,-873.6521834289803,1769.3043668579605,,,FITTED,TRUE,TRUE,FALSE,1.907665136968717e-6,,9,9,TRUE,4.0621974802683924,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,897,-873.6834829543806,1783.3669659087611,,,FITTED,TRUE,TRUE,FALSE,1.88606463780161e-6,,16,16,TRUE,11.555117941169037,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,897,-860.7867849482203,1741.5735698964406,,,FITTED,TRUE,TRUE,FALSE,3.099103196291253e-6,,8,8,TRUE,4.03642830352318,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,897,-854.0849646148785,1730.169929229757,,,FITTED,TRUE,TRUE,FALSE,2.9763214115519077e-6,,9,9,TRUE,22.821176701932337,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,897,-844.9484361217548,1725.8968722435095,,,FITTED,TRUE,TRUE,FALSE,1.7701040633255616e-6,,16,16,TRUE,163.2632020353577,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,897,-858.6473660640669,1739.2947321281338,,,FITTED,TRUE,TRUE,FALSE,1.9826984498649836e-6,,9,9,TRUE,4.0621974802683924,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,897,-852.4589155585561,1740.9178311171122,,,FITTED,TRUE,TRUE,FALSE,1.957687345566228e-6,,16,16,TRUE,11.555117941169037,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,897,-62.57057692450255,147.1411538490051,,,FITTED,TRUE,TRUE,FALSE,8.213874025386758e-8,,9,9,TRUE,22.821176701932337,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,897,-68.09231084991723,172.18462169983445,,,FITTED,TRUE,TRUE,FALSE,1.2698677664957359e-5,,16,16,TRUE,163.2632020353577,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,897,-58.28899220455679,138.57798440911358,,,FITTED,TRUE,TRUE,FALSE,5.963158855593065e-6,,9,9,TRUE,4.0621974802683924,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,897,-65.74617873302763,167.49235746605527,,,FITTED,TRUE,TRUE,FALSE,1.1062724070143304e-5,,16,16,TRUE,11.555117941169037,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,897,-42.149978583672144,104.29995716734429,,,FITTED,TRUE,TRUE,FALSE,6.441780442401068e-7,,8,8,TRUE,4.03642830352318,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,897,-40.99002266515499,103.98004533030998,,,FITTED,TRUE,TRUE,FALSE,1.7281536202062853e-5,,9,9,TRUE,22.821176701932337,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,897,-34.19602693553508,104.39205387107016,,,FITTED,TRUE,TRUE,FALSE,3.872621334721771e-5,,16,16,TRUE,163.2632020353577,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,897,-37.17009963958604,96.34019927917208,,,FITTED,TRUE,TRUE,FALSE,1.177724584522366e-6,,9,9,TRUE,4.0621974802683924,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,897,-33.96355001522283,103.92710003044566,,,FITTED,TRUE,TRUE,FALSE,7.690204029131564e-7,,16,16,TRUE,11.555117941169037,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_age,response ~ site + age_decade + (1 | site:Id),glmmTMB,897,-1265.2893499437569,2554.5786998875137,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,22.821176701932337,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_age_site,response ~ site * age_decade + (1 | site:Id),glmmTMB,897,-1259.9345563641746,2557.869112728349,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,163.2632020353577,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_sex,response ~ site + biological_sex + (1 | site:Id),glmmTMB,897,-1275.7864240698257,2575.5728481396513,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.0621974802683924,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_sex_site,response ~ site * biological_sex + (1 | site:Id),glmmTMB,897,-1269.3679121333084,2576.735824266617,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,11.555117941169037,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),glmmTMB,897,-1276.929088079546,2575.858176159092,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,4.03642830352318,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),glmmTMB,897,-1265.2893499437569,2554.5786998875137,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,22.821176701932337,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),glmmTMB,897,-1259.9345563641746,2557.869112728349,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,163.2632020353577,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),glmmTMB,897,-1275.7864240698257,2575.5728481396513,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.0621974802683924,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),glmmTMB,897,-1269.3679121333084,2576.735824266617,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,11.555117941169037,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_age,response ~ site + age_decade + (1 | site:Id),glmmTMB,839,-1670.9269930556636,3365.8539861113272,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,22.19881492578934,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_age_site,response ~ site * age_decade + (1 | site:Id),glmmTMB,839,-1666.4839008898468,3370.9678017796937,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,152.46823990275385,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_sex,response ~ site + biological_sex + (1 | site:Id),glmmTMB,839,-1675.5212654765742,3375.0425309531483,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.251996413926397,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_sex_site,response ~ site * biological_sex + (1 | site:Id),glmmTMB,839,-1671.321005123621,3380.642010247242,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,12.047683085242324,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),glmmTMB,839,-1676.6697190430211,3375.3394380860423,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,4.167943541137588,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),glmmTMB,839,-1670.9269930556636,3365.8539861113272,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,22.19881492578934,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),glmmTMB,839,-1666.4839008898468,3370.9678017796937,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,152.46823990275385,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),glmmTMB,839,-1675.5212654765742,3375.0425309531483,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.251996413926397,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),glmmTMB,839,-1671.321005123621,3380.642010247242,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,12.047683085242324,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,867,-1206.349132727237,2434.698265454474,,,FITTED,TRUE,TRUE,FALSE,2.191882231272757e-6,,9,9,TRUE,22.7777052970652,
