placement,sample_scenario,metric_order,metric_id,manuscript_name,estimate_main,estimate_gap_timing_unaware,conf_low_main,conf_low_gap_timing_unaware,conf_high_main,conf_high_gap_timing_unaware,p_adjusted_main,p_adjusted_gap_timing_unaware,adjusted_significant_main,adjusted_significant_gap_timing_unaware,participants_main,participants_gap_timing_unaware,participant_days_main,participant_days_gap_timing_unaware,sites_main,sites_gap_timing_unaware,row_key_hash_main,row_key_hash_gap_timing_unaware,exact_common_keys,stability_classification
glasses,all_available,2,m10_mean_medi,Brightest 10 h mean,-0.06985729087186948,-0.05951881490788973,-0.1451888600601187,-0.13292042264707318,0.005474278316379727,0.013882792831293712,0.16003911637236007,0.25505628329313274,FALSE,FALSE,141,141,816,811,9,9,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,,stable within model uncertainty
glasses,all_available,3,l10_mean_medi,Darkest 10 h mean,0.010384381224484398,0.005618284769078977,-0.029728149664973964,-0.03408060985593627,0.05049691211394276,0.04531717939409422,0.6885354822093863,0.867659674657071,FALSE,FALSE,141,141,816,811,9,9,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,,stable within model uncertainty
glasses,all_available,4,duration_above_1000,"Time above 1,000 lx melEDI",-0.13281875215461228,-0.1315432533162549,-0.26793245182838177,-0.26746876185095947,0.002294947519157209,0.004382255218449621,0.16003911637236007,0.25505628329313274,FALSE,FALSE,141,141,816,811,9,9,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,,stable within model uncertainty
glasses,all_available,5,duration_above_250_wake,Time above 250 lx melEDI during wake,-0.10536970919803831,-0.12154993904541943,-0.21594087763028502,-0.23361078497453597,0.005201459234208408,-0.009489093116302874,0.16003911637236007,0.25505628329313274,FALSE,FALSE,141,140,737,755,9,9,3097ca37533a81a8009274f251ec65fb2fbc09044f8f796d9f0f42e1443c7c80,0685311f69640083b09993c0f3ec818ab040314cdc8d2ed922d83ce230dbdd71,,precision-sensitive
glasses,all_available,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,0.06274563540542365,0.0649409823327554,-0.06244350186959234,-0.05178368855989207,0.18793477268043962,0.18166565322540287,0.4215641243963805,0.35604833078160436,FALSE,FALSE,139,141,655,780,9,9,6d2f283781ab3130ba2caacbcbde035f8a0d2b1c8818f4b45ad57fb46943af14,f2d1d578349c41e7e7fd61aea76d6264f96f88ce5f1f219c4541513424976ef5,,stable within model uncertainty
glasses,all_available,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,-0.0021833231662079294,-0.0030147098033280126,-0.037118430222101234,-0.038475708952421896,0.032751783889685374,0.03244628934576587,0.9025074513484973,0.867659674657071,FALSE,FALSE,141,141,778,790,9,9,d596e734fdd69bd06887b1be05ef2592538649b4853eaac2d68646c80660f820,5e9367064155630c75ec88613ea4ff9ad765f117fdb15dcf51c04109bd230da6,,stable within model uncertainty
glasses,all_available,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,-0.037856503262044996,-0.03383548769247386,-0.08175617750249393,-0.07875683536413731,0.006043170978403942,0.011085859979189594,0.16720433630010997,0.25505628329313274,FALSE,FALSE,141,141,816,811,9,9,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,,stable within model uncertainty
glasses,all_available,9,dose_time_sensitive_corrected_medi,melEDI dose,-0.07275260529295104,-0.058848078632804834,-0.1451081169033404,-0.13297309679311645,-3.97093682561675e-4,0.015276939527506778,0.16003911637236007,0.25505628329313274,FALSE,FALSE,141,141,761,811,9,9,b1ce4b966797511254650262b1a4d5dad4a0c83dca0f90c108e8de32f19e1a8b,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,,precision-sensitive
chest,main_gap_common_sample,1,daily_geometric_mean_medi,Mean melEDI,-0.029499862865615706,-0.02928924547218177,-0.07636257505978256,-0.07636253038270734,0.017362849328551144,0.017784039438343793,,,FALSE,FALSE,154,154,894,894,8,8,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,TRUE,stable within model uncertainty
chest,main_gap_common_sample,2,m10_mean_medi,Brightest 10 h mean,-0.05134899858628752,-0.05192753464607254,-0.1190596317652855,-0.11818964008341112,0.016361634592710457,0.014334570791266044,,,FALSE,FALSE,154,154,894,894,8,8,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,TRUE,stable within model uncertainty
chest,main_gap_common_sample,3,l10_mean_medi,Darkest 10 h mean,0.005940724749805342,0.0016762601493473842,-0.030185301334187457,-0.03343931058995712,0.04206675083379814,0.03679183088865189,,,FALSE,FALSE,154,154,894,894,8,8,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,TRUE,stable within model uncertainty
chest,main_gap_common_sample,4,duration_above_1000,"Time above 1,000 lx melEDI",-0.13582164911041458,-0.13650910270212344,-0.2527875756637662,-0.25485921517593135,-0.018855722557062998,-0.018158990228315505,,,FALSE,FALSE,154,154,894,894,8,8,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,TRUE,stable within model uncertainty
chest,main_gap_common_sample,5,duration_above_250_wake,Time above 250 lx melEDI during wake,-0.08465137468127806,-0.08403338648947067,-0.1753631813957517,-0.17531437058741178,0.006060432033195576,0.007247597608470421,,,FALSE,FALSE,153,153,800,800,8,8,41fc6dc744f173fe8847f1de44c27e0a60cebd1a4a697932da5be93f0160494d,41fc6dc744f173fe8847f1de44c27e0a60cebd1a4a697932da5be93f0160494d,TRUE,stable within model uncertainty
chest,main_gap_common_sample,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,0.06671352640335267,0.06789515005622893,-0.037212117157464905,-0.03581947706476554,0.17063916996417022,0.1716097771772234,,,FALSE,FALSE,153,153,740,740,8,8,ba2d480b26573b4d58d04f198d396f2257e85c118ec7a67c9d93938c48d30da6,ba2d480b26573b4d58d04f198d396f2257e85c118ec7a67c9d93938c48d30da6,TRUE,stable within model uncertainty
chest,main_gap_common_sample,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,-0.0021243216395039565,-0.0018716071801945905,-0.030264175688252487,-0.030001773055949893,0.026015532409244577,0.026258558695560714,,,FALSE,FALSE,154,154,853,853,8,8,75e4aafe14768c22016def3e25ff8de8b92aa0dc3a64376ad608d7d442ae9e31,75e4aafe14768c22016def3e25ff8de8b92aa0dc3a64376ad608d7d442ae9e31,TRUE,stable within model uncertainty
chest,main_gap_common_sample,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,-0.03428527083799873,-0.035019003110563066,-0.06943357234843861,-0.07127967046684822,8.630306724411382e-4,0.001241664245722078,,,FALSE,FALSE,154,154,894,894,8,8,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,TRUE,stable within model uncertainty
chest,main_gap_common_sample,9,dose_time_sensitive_corrected_medi,melEDI dose,-0.06177283192640239,-0.060988765123944966,-0.12442782597456456,-0.12388096341157669,8.821621217597816e-4,0.0019034331636867546,,,FALSE,FALSE,154,154,847,847,8,8,4191db606baf26b4b445175f54d82b81dd6e1e140e4772dbe2673930533be54b,4191db606baf26b4b445175f54d82b81dd6e1e140e4772dbe2673930533be54b,TRUE,stable within model uncertainty
glasses,main_gap_common_sample,1,daily_geometric_mean_medi,Mean melEDI,-0.03916915587103363,-0.03978243219766713,-0.0913801841131441,-0.09221068721075398,0.013041872371076832,0.012645822815419726,,,FALSE,FALSE,141,141,809,809,9,9,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,TRUE,stable within model uncertainty
glasses,main_gap_common_sample,2,m10_mean_medi,Brightest 10 h mean,-0.06988242571423502,-0.0696392858826391,-0.14563894828526558,-0.14216243363385628,0.005874096856795533,0.002883861868578072,,,FALSE,FALSE,141,141,809,809,9,9,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,TRUE,stable within model uncertainty
glasses,main_gap_common_sample,3,l10_mean_medi,Darkest 10 h mean,0.008928954729884923,0.004504518693384576,-0.0316077648730118,-0.03510496345901514,0.04946567433278164,0.0441140008457843,,,FALSE,FALSE,141,141,809,809,9,9,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,TRUE,stable within model uncertainty
glasses,main_gap_common_sample,4,duration_above_1000,"Time above 1,000 lx melEDI",-0.13358930678801376,-0.13535751888852046,-0.2683846869108858,-0.2714054371915945,0.001206073334858282,6.903994145535663e-4,,,FALSE,FALSE,141,141,809,809,9,9,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,TRUE,stable within model uncertainty
glasses,main_gap_common_sample,5,duration_above_250_wake,Time above 250 lx melEDI during wake,-0.1067467739509286,-0.10920139829991576,-0.21809401572092157,-0.2212956859508982,0.004600467819064355,0.0028928893510666714,,,FALSE,FALSE,140,140,719,719,9,9,487838b79c56de5ec9d4018148d95f87ba7403db3c27dc53d7e093cb49ee6be5,487838b79c56de5ec9d4018148d95f87ba7403db3c27dc53d7e093cb49ee6be5,TRUE,stable within model uncertainty
glasses,main_gap_common_sample,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,0.06108602959359048,0.06270274747459287,-0.06444345590618257,-0.0627207006974771,0.18661551509336355,0.18812619564666283,,,FALSE,FALSE,139,139,653,653,9,9,30860cb14cfa1a0380cd9f6e85ca6fb419e6e7047876156324d53ece69f8bbad,30860cb14cfa1a0380cd9f6e85ca6fb419e6e7047876156324d53ece69f8bbad,TRUE,stable within model uncertainty
glasses,main_gap_common_sample,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,-0.0024230008117025323,-0.0017912491086843258,-0.0373609663457893,-0.036711646515613455,0.032514964722384236,0.0331291482982448,,,FALSE,FALSE,141,141,771,771,9,9,96bfe1b74f38a7947cfed2ff2764099d6039ddc4e5c0b7c317c18db5f0c4b230,96bfe1b74f38a7947cfed2ff2764099d6039ddc4e5c0b7c317c18db5f0c4b230,TRUE,stable within model uncertainty
glasses,main_gap_common_sample,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,-0.03736215756853968,-0.0370158618740769,-0.08147163811531594,-0.082006401902183,0.006747322978236575,0.007974678154029212,,,FALSE,FALSE,141,141,809,809,9,9,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,TRUE,stable within model uncertainty
glasses,main_gap_common_sample,9,dose_time_sensitive_corrected_medi,melEDI dose,-0.07413480607519575,-0.0772137247512524,-0.14656981746820985,-0.1499416266458546,-0.001699794682181635,-0.0044858228566502095,,,FALSE,FALSE,141,141,757,757,9,9,6fd158f13e1ee47e142818f79c89ce27de5622ff4623af8484644e27825f9a2d,6fd158f13e1ee47e142818f79c89ce27de5622ff4623af8484644e27825f9a2d,TRUE,stable within model uncertainty
