run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,inferential_run,metric_order,metric_id,manuscript_name,response_family,response_transform,effect_scale,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,effect_type,interval_method,effect_status
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,-0.009268744330302305,0.006193598017399776,-0.021407973379124545,0.002870484718519934,0.9788840579494518,0.9519015338461498,1.0066314265047251,-0.05134736401082243,0.03431154432606535,-0.11859675514386013,0.015902027122215265,0.8884901878614025,0.7610325719907327,1.037294385260035,ratio,wald_normal,PASS
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,0.0013327591064227805,0.003304243788214214,-0.00514343971461727,0.007808957927462831,1.003073504811283,0.9882266471296725,1.0181434177845703,0.007383272699895148,0.01830498312692162,-0.028493834966484593,0.043260380366274886,1.0171459465030557,0.9364965138495898,1.104740766449624,ratio,wald_normal,PASS
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,-0.024446721392864225,0.010861594870444633,-0.0457350561536007,-0.0031583866321277555,0.9758496794450984,0.9552950282043113,0.9968465958240432,-0.1354309340615524,0.06017150173486468,-0.2533649103575765,-0.0174969577655283,0.8733394788562577,0.7761845923421115,0.9826552251281255,ratio,wald_normal,PASS
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,-0.015010715688105487,0.00841094867638338,-0.03149587216963175,0.0014744407934207705,0.9851013835073269,0.9689949562922916,1.0014755283156775,-0.0831569687363441,0.04659531301890129,-0.1744821041017609,0.008168166629072701,0.9202066922013102,0.8398918847144187,1.00820161711647,ratio,wald_normal,PASS
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,0.01207531961841108,0.009558242830984052,-0.006658492085805823,0.030809131322627983,0.01207531961841108,-0.006658492085805823,0.030809131322627983,0.06689534309048703,0.05295113949166021,-0.03688698325352349,0.17067766943449755,0.06689534309048703,-0.03688698325352349,0.17067766943449755,difference,wald_normal,PASS
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,-4.635947999325317e-4,0.002570182907489456,-0.005501060732292305,0.004573871132427241,0.9995365126435327,0.9945140423951996,1.0045843472470384,-0.0025682411875184077,0.0142384030265889,-0.030474998316998743,0.02533851594196193,0.9974350539223976,0.9699846830136128,1.0256622647918803,ratio,wald_normal,PASS
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,-0.006121162963406379,0.0032177663879272996,-0.012427869194407425,1.8554326759466586e-4,0.9860043638367971,0.9717893400593081,1.0004273204374454,-0.03391026568982302,0.017825912133807173,-0.06884841146366061,0.001027880084014575,0.9248892556332821,0.8533979367507059,1.0023695843967941,ratio,wald_normal,PASS
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,-0.011016505460799748,0.0057764594796978035,-0.022338157999162417,3.0514707756292177e-4,0.9749525837180444,0.9498649051415474,1.0007028740122192,-0.06102968167689746,0.03200066341544401,-0.12374982945255622,0.0016904660987613063,0.8689010425742555,0.752055982824387,1.0039000274304393,ratio,wald_normal,PASS
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,-0.005631077166701717,0.005440751220722612,-0.016294753608160364,0.005032599274756933,0.9871176625522716,0.9631750993628351,1.0116553888978772,-0.031195268608971673,0.030140893250171105,-0.09027033384117343,0.027879796623230087,0.9306893224375172,0.8123247136960593,1.0663009512022519,ratio,wald_normal,PASS
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,-0.01022370868391486,0.007651274423415187,-0.02521993098964109,0.004772513621811369,0.9767339675971475,0.9435829156213618,1.01104972087147,-0.056637714087908256,0.042386838925028515,-0.13971439179946457,0.02643896362364806,0.8777327153183938,0.7249125327892723,1.0627692096532637,ratio,wald_normal,PASS
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,0.0016441096001568191,0.004273489522306898,-0.006731775951873978,0.010019995152187617,1.0037928770784132,0.9846190272853148,1.0233401063266112,0.009108104733986818,0.023674449772116118,-0.037292964173163246,0.05550917364113689,1.0211936479522454,0.9177133212265975,1.1363423004737254,ratio,wald_normal,PASS
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,-0.0208250338898957,0.012722203696976644,-0.04576009493995224,0.004110027160160845,0.9793903096919884,0.9552711090756517,1.0041184849050067,-0.11536736342875385,0.07047897762297911,-0.25350362123699727,0.02276889437948955,0.891038748724121,0.7760769345615401,1.0230300842227775,ratio,wald_normal,PASS
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,-0.012729353288630766,0.009904751193064273,-0.032142308902866866,0.006683602325605333,0.9873513222503172,0.9683687647766297,1.006705987438905,-0.07051858521944637,0.054870740504103566,-0.1780632604125325,0.03702608997363975,0.9319104196052008,0.8368894798404284,1.037720094574892,ratio,wald_normal,PASS
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,0.02266323091328147,0.012718669983196927,-0.002264904185035152,0.047591366011598094,0.02266323091328147,-0.002264904185035152,0.047591366011598094,0.12555068150505697,0.07045940141272979,-0.012547207636143975,0.2636485706462579,0.12555068150505697,-0.012547207636143975,0.2636485706462579,difference,wald_normal,PASS
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,-4.243723783051297e-4,0.003827242206709007,-0.007925629263566382,0.007076884506956122,0.9995757176549163,0.9921056957246682,1.0071019848298786,-0.0023509552328175214,0.02120231087861511,-0.043906720943924914,0.039204810478289866,0.9976518060980902,0.9570432253982563,1.0399834613495136,ratio,wald_normal,PASS
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,-0.005742955385743082,0.004124801825748486,-0.013827418407575173,0.0023415076360890083,0.986863404791447,0.9686627106595914,1.0054060809808711,-0.03181505608322733,0.022850743668350226,-0.07660169069315043,0.012971578526695775,0.9293620705298713,0.8382977669814635,1.0303186912326203,ratio,wald_normal,PASS
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,-0.010744601083371996,0.007148918613037486,-0.0247562240933335,0.0032670219265895067,0.9755631760443307,0.9445909403508312,1.0075509617954006,-0.05952337483031908,0.039603867927103256,-0.1371455296159224,0.018098779955284236,0.8719199710802374,0.7292131141332919,1.0425545306767452,ratio,wald_normal,PASS
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,-0.006089596555744929,0.00573630179616782,-0.017332541480686275,0.005153348369196416,0.9860760335175444,0.9608762488267112,1.0119367036754081,-0.03373539283035624,0.031778196259099625,-0.09601951299183696,0.028548727331124485,0.9252617461958444,0.8016420445416237,1.0679446079489303,ratio,wald_normal,PASS
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,-0.01123678197754137,0.00823625495988472,-0.027379545066404803,0.004905981111322065,0.974458207865304,0.9389024124078515,1.011360484675776,-0.0622499784166824,0.045627537716033756,-0.1516783090433515,0.02717835220998669,0.866462999060794,0.7052152431506487,1.0645801207973151,ratio,wald_normal,PASS
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,0.0031956174471712015,0.004139809639021092,-0.004918260348161897,0.0113094952425043,1.0073853190324082,0.9887391702203766,1.0263831064524693,0.017703210537676255,0.022933884558168017,-0.027246377221932336,0.06265279829728485,1.041605370722204,0.9391903524734988,1.1551883443648912,ratio,wald_normal,PASS
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,-0.02478686000649377,0.013342136425125842,-0.0509369668765604,0.0013632468635728576,0.9755178117317326,0.9503385714530198,1.001364176506975,-0.13731524768438844,0.07391330597643589,-0.28218266537649184,0.007552170007714992,0.8716953828615941,0.7541359174295488,1.0075807595693869,ratio,wald_normal,PASS
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,-0.011637827961725761,0.009794086105791694,-0.030833883990561625,0.007558228067110102,0.9884296296179471,0.9696366318663248,1.007586863571963,-0.06447170914968697,0.05425767358619353,-0.17081479526355647,0.04187137696418251,0.9375626383311139,0.8429776824746208,1.0427603471232625,ratio,wald_normal,PASS
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,0.020514895259866037,0.012176044035436701,-0.003349712523763631,0.04437950304349571,0.020514895259866037,-0.003349712523763631,0.04437950304349571,0.1136492449261334,0.06745334028206819,-0.018556872663645058,0.24585536251591186,0.1136492449261334,-0.018556872663645058,0.24585536251591186,difference,wald_normal,PASS
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,-0.0016161504685306921,0.003408490496044841,-0.008296669082425642,0.0050643681453642585,0.9983851547993733,0.9917376532904587,1.0050772137334945,-0.008953215607922596,0.018882493247295656,-0.04596222231094284,0.02805579109509765,0.99108674507913,0.9550780421505033,1.0284530613433984,ratio,wald_normal,PASS
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,-0.0052387367647214415,0.0038895621664060804,-0.012862138526506944,0.0023846649970640623,0.9880098247739063,0.9708180926716444,1.0055059966624753,-0.029021765411696997,0.02154755350713856,-0.0712541942406383,0.013210663417244296,0.9353587958649969,0.8486835918466221,1.0308860515358382,ratio,wald_normal,PASS
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,paired_placement_sensitivity,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,-0.014460511204381623,0.0074066698891278445,-0.028977317432449468,5.629502368622273e-5,0.9672516712790897,0.9354545302978411,1.000129632483914,-0.08010892372621331,0.04103176885154638,-0.1605297128972166,3.1186544478997713e-4,0.8315551857933174,0.690987652848787,1.000718354617373,ratio,wald_normal,PASS
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,data_preparation_sensitivity,TRUE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,-0.006147854800656536,0.004880543478827558,-0.01571354424414037,0.0034178346428272973,0.9859437656474179,0.9644649641145455,1.0079009038046924,-0.034058134207343854,0.027037431786602176,-0.08705052674354255,0.01893425832885484,0.9245744030871673,0.8183695717398367,1.044562085839316,ratio,wald_normal,PASS
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,data_preparation_sensitivity,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,-0.010743777968963343,0.006760210680093739,-0.02399354742985009,0.0025059914919234056,0.9755650250221584,0.9462512202757597,1.0057869386621547,-0.05951881490788973,0.03745048802843623,-0.13292042264707318,0.013882792831293712,0.8719291259474325,0.736342007750801,1.0324827222579802,ratio,wald_normal,PASS
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,data_preparation_sensitivity,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,0.0010141600470171923,0.003656226337514954,-0.006151911893838903,0.008180231987873288,1.0023379184854686,0.9859345551987186,1.0190141906845782,0.005618284769078977,0.0202549102627166,-0.03408060985593627,0.04531717939409422,1.013020618296139,0.9245265556644123,1.1099851776086667,ratio,wald_normal,PASS
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,data_preparation_sensitivity,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,-0.02374495374499808,0.01251859601983841,-0.04828095108088783,7.910435908916637e-4,0.9765347395277001,0.9528660407233696,1.0007913565483886,-0.1315432533162549,0.06935102359373317,-0.26746876185095947,0.004382255218449621,0.8767413523466726,0.7653142372496303,1.0043918713404851,ratio,wald_normal,PASS
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,data_preparation_sensitivity,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,-0.02194105442566373,0.010320685756123469,-0.042169226803421264,-0.0017128820479062022,0.9782978996832247,0.9587075278337643,0.998288584097318,-0.12154993904541943,0.05717495158739561,-0.23361078497453597,-0.009489093116302874,0.8855468288813042,0.7916698857537287,0.9905557862607386,ratio,wald_normal,PASS
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,data_preparation_sensitivity,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,0.011722536753281481,0.010750219117852804,-0.009347505543623957,0.03279257905018692,0.011722536753281481,-0.009347505543623957,0.03279257905018692,0.0649409823327554,0.05955449784453022,-0.05178368855989207,0.18166565322540287,0.0649409823327554,-0.05178368855989207,0.18166565322540287,difference,wald_normal,PASS
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,data_preparation_sensitivity,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,-5.441871249946515e-4,0.0032659206325058384,-0.006945273941072366,0.005856899691083063,0.9994559609179633,0.9930787887344679,1.0058740848623051,-0.0030147098033280126,0.018092678961861407,-0.038475708952421896,0.03244628934576587,0.9969898298711916,0.9622550786398256,1.032978409707765,ratio,wald_normal,PASS
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,data_preparation_sensitivity,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,-0.00610766474100853,0.004137208756696936,-0.014216444900658258,0.0020011154186411967,0.9860350101230776,0.9677954034634864,1.0046183704829923,-0.03383548769247386,0.022919476085273675,-0.07875683536413731,0.011085859979189594,0.9250485192751781,0.834148099474476,1.0258547175882924,ratio,wald_normal,PASS
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,data_preparation_sensitivity,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,-0.010622702950477275,0.006826836017135111,-0.024003055672422953,0.0027576497714684057,0.9758370363519927,0.9462305037158614,1.006369925485079,-0.058848078632804834,0.03781958176017535,-0.13297309679311645,0.015276939527506778,0.8732767975579282,0.7362527046718054,1.0358024633579792,ratio,wald_normal,PASS
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,complementary_data_preparation_sensitivity,TRUE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,-0.00421373713046646,0.0044067625289481455,-0.012850832975625469,0.0044233587146925496,0.990344428976498,0.9708433653303143,1.01023720512432,-0.023343431059654966,0.024412760954403492,-0.07119156329347147,0.024504701174161536,0.9476687701307369,0.8488059919514874,1.05804636913123,ratio,wald_normal,PASS
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,complementary_data_preparation_sensitivity,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,-0.007456776103518637,0.006240354930082544,-0.019687647017227385,0.004774094810190112,0.9829767005586121,0.955679682198364,1.0110534019290145,-0.04130934928076558,0.03457057015847452,-0.10906642171639078,0.02644772315485961,0.9092653694189272,0.7779175659419266,1.062790645463144,ratio,wald_normal,PASS
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,complementary_data_preparation_sensitivity,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,4.898637850813931e-4,0.003241832273695626,-0.005864010715281627,0.006843738285444413,1.0011285894274125,0.9865883646255191,1.015883106374713,0.002713767171898374,0.017959233299301963,-0.03248568328468591,0.03791321762848266,1.0062682435636445,0.927928079194719,1.0912222624876304,ratio,wald_normal,PASS
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,complementary_data_preparation_sensitivity,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,-0.023860502051296303,0.010885733558769492,-0.04519614777178353,-0.0025248563308090735,0.9764219091113137,0.9558099834465043,0.9974783284380114,-0.1321833724880538,0.06030522621490111,-0.2503794439488007,-0.013987301027306956,0.8761803129835102,0.7785053278848334,0.9861100667681605,ratio,wald_normal,PASS
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,complementary_data_preparation_sensitivity,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,-0.016204104540720295,0.008460533639604827,-0.03278644576433533,3.782366828947413e-4,0.9839264756979348,0.9677452036106688,1.0003783082234083,-0.08976815247795795,0.046870005799850165,-0.18163167580084771,0.0020953708449317904,0.9141431025171451,0.8339084325131099,1.0020975676685395,ratio,wald_normal,PASS
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,complementary_data_preparation_sensitivity,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,0.009352548218234098,0.008890186235030826,-0.008071896618280056,0.026776993054748253,0.009352548218234098,-0.008071896618280056,0.026776993054748253,0.05181162417226499,0.0492502125926309,-0.044717018740232574,0.14834026708476256,0.05181162417226499,-0.044717018740232574,0.14834026708476256,difference,wald_normal,PASS
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,complementary_data_preparation_sensitivity,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,-5.11215626261624e-4,0.0026757398062277563,-0.005755569278468207,0.004733138025944959,0.9994889150221825,0.9942609622790104,1.0047443570170922,-0.0028320529636208036,0.014823171395444345,-0.03188493503535605,0.02622082910811444,0.9971719535152943,0.9686180296665553,1.0265676194565692,ratio,wald_normal,PASS
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,complementary_data_preparation_sensitivity,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,-0.00579355890450126,0.00333991846167107,-0.012339678800676976,7.525609916744563e-4,0.9867484232441215,0.9719866973601924,1.0017343379483956,-0.032095391499256644,0.018502615123088317,-0.06835985076031587,0.004169067761802585,0.9287623644662006,0.8543585091700404,1.009645857553187,ratio,wald_normal,PASS
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,complementary_data_preparation_sensitivity,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,-0.007176418699003719,0.0060888174182099535,-0.01911028154713538,0.004757444149127941,0.9836114628651513,0.9569510393293198,1.0110146393255295,-0.03975621401348959,0.03373107653278699,-0.10586790917751626,0.026355481150537076,0.9125229293911166,0.7836679594133418,1.0625649379463047,ratio,wald_normal,PASS
