deletion_type,deletion_unit,observations,participants,sites,additive_converged,additive_full_rank,additive_hc3_positive_definite,full_converged,full_design_full_rank,full_hc3_positive_definite,full_hc3_condition_number,log_estimate_shift,absolute_shift_full_hc3_se,predictor_id,full_log_estimate,full_log_standard_error,deletion_log_estimate,deletion_estimate_ratio,deletion_conf_low_ratio,deletion_conf_high_ratio
participant,RISE::RISE_S002,16455,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2314.1581920355065,0.017715220091924055,0.11993105418392956,activity_status,0.723722844168114,0.14771170163113473,0.7414380642600381,2.098951772715868,1.564157955759539,2.8165944033751833
participant,RISE::RISE_S002,16455,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2314.1581920355065,-0.01587514200536122,0.23032222764913224,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.038331501715534455,0.9623938527917753,0.8401775189134986,1.1023883727443025
participant,MPI::MPI_S204,16478,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2315.471745368467,0.028378388933039733,0.231025363767037,work_free_day,0.37236969771635997,0.12283668109124216,0.4007480866493997,1.4929411293225723,1.1758988420206846,1.8954633986991807
participant,MPI::MPI_S204,16478,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2315.471745368467,-0.028106870322041955,0.19028194795447118,activity_status,0.723722844168114,0.14771170163113473,0.6956159738460721,2.004943686531356,1.4954463571442806,2.6880263320432265
participant,MPI::MPI_S204,16478,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2315.471745368467,-0.003218155886548231,0.046690154485650615,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.025674515596721466,0.9746522721001607,0.8477988255508512,1.1204863971034456
participant,TUM::TUM_S001,16456,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2321.032122070008,-0.009287503861950652,0.07560855421559269,work_free_day,0.37236969771635997,0.12283668109124216,0.3630821938544093,1.4377540289300623,1.122195900729678,1.8420461582158032
participant,TUM::TUM_S001,16456,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2321.032122070008,-0.00854330884820198,0.057837725473749595,activity_status,0.723722844168114,0.14771170163113473,0.7151795353199121,2.044553718915552,1.5201510599263361,2.7498582343086215
participant,TUM::TUM_S001,16456,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2321.032122070008,-0.0029262459618323994,0.042455021085852654,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.025382605672005634,0.9749368243013188,0.8486870200587356,1.1199674189820397
participant,KNUST::KNUST_S005,16528,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2320.8465151599125,0.0015289282066175414,0.012446837484007444,work_free_day,0.37236969771635997,0.12283668109124216,0.3738986259229775,1.4533898069383397,1.1407363368838712,1.851735464728432
participant,KNUST::KNUST_S005,16528,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2320.8465151599125,-0.0015331710940889032,0.010379482987187664,activity_status,0.723722844168114,0.14771170163113473,0.7221896730740252,2.058936676487181,1.53677410558535,2.7585187844959025
participant,KNUST::KNUST_S005,16528,136,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2320.8465151599125,0.0029160293531300327,0.0423067948794632,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.019540330357043202,0.980649344452928,0.8550423159084538,1.1247082382749816
site,RISE,14961,124,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2259.0789851487916,-0.08183996309016761,0.6662501979305148,work_free_day,0.37236969771635997,0.12283668109124216,0.29052973462619236,1.3371356274877113,0.9931556952867389,1.8002531675365896
site,RISE,14961,124,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2259.0789851487916,-0.08532073409982077,0.5776166218224436,activity_status,0.723722844168114,0.14771170163113473,0.6384021100682933,1.8934529314102226,1.4318322983009062,2.5038993796412647
site,RISE,14961,124,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2259.0789851487916,-0.03041558376722219,0.4412801476767641,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.052871943477395426,0.9485014665051282,0.8206724440106927,1.096241306172889
site,THUAS,15239,124,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1394.1800782311234,-0.06060111323321077,0.4933470417374491,work_free_day,0.37236969771635997,0.12283668109124216,0.3117685844831492,1.3658385802132105,1.0464395359281857,1.7827260564502063
site,THUAS,15239,124,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1394.1800782311234,-0.005678625726770248,0.03844398015907295,activity_status,0.723722844168114,0.14771170163113473,0.7180442184413438,2.0504191146839665,1.5170881843610948,2.7712420340495507
site,THUAS,15239,124,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1394.1800782311234,0.004991307610159781,0.07241567270805079,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.017465052100013454,0.9826865778972177,0.8507170230564234,1.1351282320764102
site,BAUA,14552,120,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2292.469241086691,-0.14078011069357188,1.1460754999477842,work_free_day,0.37236969771635997,0.12283668109124216,0.2315895870227881,1.2606022551220262,0.9802862274805207,1.6210755604544236
site,BAUA,14552,120,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2292.469241086691,-0.038192605355858444,0.2585618128699981,activity_status,0.723722844168114,0.14771170163113473,0.6855302388122556,1.9848239872802154,1.4341426437093754,2.7469556656466487
site,BAUA,14552,120,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2292.469241086691,0.004726540532873559,0.06857433742877465,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.017729819177299676,0.982426429285013,0.8883700661129714,1.0864410292218962
site,MPI,13172,111,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2240.2584705940694,0.0783399681846344,0.6377571218034136,work_free_day,0.37236969771635997,0.12283668109124216,0.45070966590099437,1.5694255581849166,1.214638472773886,2.0278433771812203
site,MPI,13172,111,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2240.2584705940694,-0.0708180800961915,0.47943446127943357,activity_status,0.723722844168114,0.14771170163113473,0.6529047640719225,1.9211131123584624,1.3851828062550917,2.6643960449188198
site,MPI,13172,111,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2240.2584705940694,-0.006294784865240224,0.09132698606693074,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.02875114457541346,0.9716582368052513,0.8303149961438363,1.1370621192393098
site,TUM,15206,127,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2249.4438665521807,0.02284234516396183,0.18595703629435176,work_free_day,0.37236969771635997,0.12283668109124216,0.3952120428803218,1.4846989773931967,1.1477658855429826,1.9205406618524683
site,TUM,15206,127,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2249.4438665521807,0.017725186857579733,0.11999852863277564,activity_status,0.723722844168114,0.14771170163113473,0.7414480310256938,2.0989726925805607,1.5294593090842639,2.8805515374166544
site,TUM,15206,127,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2249.4438665521807,-0.003276121364027069,0.047531138326624305,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.025732481074200304,0.9745957775532151,0.8344530935416974,1.1382748017544415
site,FUSPCEU,14554,117,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1952.7520303565323,0.051930349378276563,0.4227593005358318,work_free_day,0.37236969771635997,0.12283668109124216,0.42430004709463653,1.52852015301694,1.1903287823518571,1.962797079948543
site,FUSPCEU,14554,117,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1952.7520303565323,0.0903990775650233,0.61199672447595,activity_status,0.723722844168114,0.14771170163113473,0.8141219217331374,2.2571928099723686,1.6367466597219174,3.112833223839652
site,FUSPCEU,14554,117,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1952.7520303565323,0.0046365506559514005,0.06726873216794718,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.017819809054221834,0.9823380248293693,0.8451333411941366,1.141817448193655
site,IZTECH,14361,120,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1670.424993737462,0.033225999397490213,0.2704892309228885,work_free_day,0.37236969771635997,0.12283668109124216,0.4055956971138502,1.5001958962992017,1.1658744474424347,1.9303860138714366
site,IZTECH,14361,120,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1670.424993737462,0.07216915342919472,0.4885811525576717,activity_status,0.723722844168114,0.14771170163113473,0.7958919975973088,2.21641715408535,1.6096518786189598,3.0519052387517522
site,IZTECH,14361,120,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1670.424993737462,0.015553090355246236,0.22564978733662905,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.006903269354926999,0.9931205034740974,0.8514009092082042,1.1584299755304288
site,UCR,15966,131,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1659.9528062117515,0.008250325932122604,0.06716500200778239,work_free_day,0.37236969771635997,0.12283668109124216,0.3806200236484826,1.4631915215911235,1.1448335795412812,1.870079168811582
site,UCR,15966,131,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1659.9528062117515,0.01090641714848617,0.07383583716151104,activity_status,0.723722844168114,0.14771170163113473,0.7346292613166002,2.084708966960963,1.5434778018362305,2.815726583017341
site,UCR,15966,131,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1659.9528062117515,-6.296075828484335e-4,0.009134571582255096,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.02308596729302167,0.9771784747740403,0.851145453996618,1.12187378441372
site,KNUST,14757,122,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4827.10146311652,0.05765113358959173,0.4693315797645892,work_free_day,0.37236969771635997,0.12283668109124216,0.4300208313059517,1.5372895469636245,1.2056005602682274,1.9602339523447447
site,KNUST,14757,122,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4827.10146311652,-0.011153611286941367,0.07550932772268873,activity_status,0.723722844168114,0.14771170163113473,0.7125692328811727,2.0392237747664157,1.5101239634471757,2.753703473508286
site,KNUST,14757,122,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4827.10146311652,0.00710975088907401,0.10315080408407751,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.015346608821099225,0.9847705502827188,0.8519181918262121,1.1383405660410626
