run_id,model_role,site,work_free_day,activity_status,clock_hour_bin,one_hour_observations,participant_days,participants,residual_mean,residual_sd,fitted_mean,observed_mean,zero_fraction
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",11,18,18,11,40.919367197749004,169.44873823634524,521.7543377430057,1448.8580677915402,0
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",13,17,17,10,49.77962599708374,114.73442724277972,522.8048928511042,1653.87223779522,0
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",16,17,17,11,9.712764540364113,53.720661065784,521.3270415641525,740.8410579658153,0
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",17,17,17,11,32.496442543241315,164.70408563358507,522.0749549535517,1267.7314508097163,0
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",18,18,18,11,-17.997511642970302,10.963890039577292,521.7543377430057,109.90418639375325,0
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",19,18,18,11,-21.19701049099801,2.541958484313246,521.7543377430057,37.44987087100962,0
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",20,18,18,11,-22.08276857066828,1.1263719340352725,521.7543377430057,17.291159872585073,0
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",21,18,18,11,-22.59563861926226,0.26404463421143615,521.7543377430057,5.621745359604631,0.1111111111111111
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",22,17,17,11,-22.704922642288487,0.2947368371188341,520.2127475823602,2.3360420691970365,0.17647058823529413
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",23,18,18,11,-22.771912178175285,0.2897050238040712,521.7543377430057,1.568281752551286,0.4444444444444444
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",12,17,17,11,22.233123029390544,90.11752700638169,521.1166897958573,1027.6641307144007,0
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",14,15,15,10,194.74049224357682,672.1493165495245,521.764419926465,4931.230164569982,0
main__glasses__all_available,additive,RISE,Free day,"Active (light, moderate, or vigorous exercise)",15,16,16,11,122.08412595507687,288.4314763713692,520.6228346091289,3291.8645485990296,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),0,15,15,8,-13.303722589185352,0.18182953894046178,177.03185362285723,0.005982015759254578,0.9333333333333333
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),1,15,15,8,-13.303886793354481,0.18192064464905383,177.03185362285723,0.003781113309328671,0.9333333333333333
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),2,15,15,8,-13.304168893349129,0.18208224230509656,177.03185362285723,0,1
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),3,15,15,8,-13.303979519008358,0.18190171810474642,177.03185362285723,0.0025502484471122675,0.8
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),4,15,15,8,-13.223540735564082,0.19544423874075229,177.03185362285723,1.0854234836277963,0.8
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),5,15,15,8,-12.925033763895806,0.7412759079907956,177.03185362285723,5.103081423010148,0.6
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),6,15,15,8,-9.275585311582962,9.052638929557954,177.03185362285723,54.167492969423506,0.13333333333333333
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),7,14,14,7,-1.306636555578535,13.447946045381203,177.28364074152094,159.26389754432327,0.07142857142857142
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),8,15,15,8,7.107874296412786,28.988306122631073,177.03185362285723,269.3644157484744,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),9,14,14,8,4.740345968853717,23.89097088030274,176.69005247327974,237.72310899527469,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),10,14,14,8,8.233502743909693,23.04994584532043,176.69005247327974,284.2054266188122,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),11,15,15,8,9.448673240855417,22.337337832661788,177.03185362285723,301.91102985459025,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),12,15,15,8,8.183179977799792,22.523061929280775,177.03185362285723,285.27087743527744,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),13,15,15,8,16.51052165072493,27.253651127760122,177.03185362285723,396.7821659911349,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),14,14,14,8,33.679921387195584,118.78101435687755,176.8878180403006,624.1625696094397,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),15,14,14,8,25.260328043938767,52.33385748412904,176.7869026212138,513.4287085855834,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),16,12,12,7,9.742831160291368,25.84532439826889,177.6969243722301,305.865101601293,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),17,14,14,8,2.420871310014743,24.898627497190386,177.59507814815646,210.53197912290508,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),18,14,14,8,-6.127224387841306,7.987765361763676,176.7869026212138,95.37155829150106,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),19,15,15,8,-10.047250589166827,5.445859212989776,177.03185362285723,43.33386850842086,0
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),20,15,15,8,-12.198683292142036,1.5199741127203685,177.03185362285723,14.706344427815607,0.06666666666666667
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),21,15,15,8,-13.127758421171302,0.2535442588429116,177.03185362285723,2.369838487698324,0.13333333333333333
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),22,15,15,8,-13.24677658534321,0.20373445896602507,177.03185362285723,0.768422423818796,0.4
main__glasses__all_available,additive,RISE,Work day,Sedentary (no reported exercise),23,14,14,7,-13.290761279498383,0.1844827385308935,176.75792366033366,0.041015692138372584,0.7857142857142857
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),0,9,9,6,-15.761362881656495,0.21827548126519244,248.94670123656087,0.2425932940556719,0.6666666666666666
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),1,9,9,6,-15.77079358104133,0.2164259011693957,248.94670123656087,0.09369844034022017,0.6666666666666666
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),2,9,9,6,-15.776717777848196,0.2170531479287055,248.94670123656087,0,1
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),3,9,9,6,-15.776717777848196,0.2170531479287055,248.94670123656087,0,1
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),4,9,9,6,-15.776717777848196,0.2170531479287055,248.94670123656087,0,1
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),5,9,9,6,-15.776614100995802,0.21702513091395856,248.94670123656087,0.0016411285814496486,0.8888888888888888
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),6,9,9,6,-15.756307371379965,0.21713854172508784,248.94670123656087,0.32310196333113,0.6666666666666666
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),7,9,9,6,-14.67243904042775,2.7758143991280937,248.94670123656087,17.66360195694663,0.1111111111111111
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),8,9,9,6,-11.822163925424217,4.978606574311306,248.94670123656087,63.01447358031187,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),9,8,8,6,0.208791156960622,23.586189294032504,248.65040662319578,254.27619117935214,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),10,8,8,6,35.32128546520474,105.17402379361971,249.00116290205102,815.48395835923,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),11,8,8,6,49.61344375115026,148.59053001695565,249.00116290205102,1045.2954674125479,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),12,8,8,6,26.157515503609847,70.7103367934312,249.00116290205102,668.2431317217072,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),13,9,9,6,-3.0174524893241363,22.347350219363285,248.94670123656087,203.24705304768406,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),14,9,9,6,7.452023883711158,37.4304855326485,248.94670123656087,370.72032923663875,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),15,9,9,6,-3.759387895323607,14.634163882773871,248.94670123656087,190.95782472026397,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),16,8,8,6,-7.963022633492329,8.047567716849153,248.88468146339937,124.23012730004146,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),17,9,9,6,-9.134688614395607,5.732533625765952,248.94670123656087,105.59029995899002,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),18,9,9,6,-8.718403754858972,13.441874684854671,248.94670123656087,112.72921930343993,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),19,9,9,6,-13.86019402585274,2.4461804352059673,248.94670123656087,30.573120037755796,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),20,9,9,6,-15.332191991185308,0.40061886348359216,248.94670123656087,7.015298772829019,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),21,9,9,6,-15.616636656155832,0.40426170968671876,248.94670123656087,2.493792990851856,0
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),22,8,8,6,-15.78147641895482,0.20548170697887116,250.75197340300224,0.8356988380119057,0.375
main__glasses__all_available,additive,RISE,Free day,Sedentary (no reported exercise),23,9,9,6,-15.75003349643924,0.22647699860063245,248.94670123656087,0.4202596686515626,0.6666666666666666
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",0,16,16,11,-20.28411126192155,0.2515369767208612,413.05801244610296,0.7801668196952141,0.5
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",1,16,16,11,-20.305413273204493,0.2518979785061688,413.05801244610296,0.34533089604617195,0.6875
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",2,16,16,11,-20.31803513959291,0.255058494111125,413.05801244610296,0.08738020406577958,0.9375
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",3,16,16,11,-20.320582914355334,0.2571934610573249,413.05801244610296,0.034976906004853724,0.875
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",4,16,16,11,-20.32180117175683,0.25833322564625943,413.05801244610296,0.009924127491933355,0.9375
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",5,16,16,11,-20.312707801423993,0.26397963706879846,413.05801244610296,0.19393570378777195,0.625
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",6,16,16,11,-20.136231663498,0.6022147127993916,413.05801244610296,3.784926637336196,0.5
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",7,16,16,11,-19.78782698896305,1.3876069779577762,413.05801244610296,10.891686433020823,0.3125
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",8,16,16,11,-19.26391885731916,2.2554684103379334,413.05801244610296,21.505517974655383,0.125
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",9,16,16,11,-16.330037422465445,4.48495294114415,413.05801244610296,81.48717905241121,0.0625
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",10,13,13,10,-6.78110487203707,19.251063830948855,415.4142818792688,278.7689355385744,0
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",11,14,14,10,78.25142025437333,230.68108523067608,413.39646574183814,2005.4566057082222,0
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",12,16,16,11,14.054415439575205,63.29991643158696,413.05801244610296,705.6223524343951,0
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",13,16,16,11,41.75588280272742,96.80525719647345,413.05801244610296,1265.153145056152,0
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",14,16,16,11,112.9959146086228,286.83753195866115,413.05801244610296,2716.1603876496747,0
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",15,16,16,11,74.68289071177738,161.29088764893956,413.05801244610296,1937.2804504029482,0.0625
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",16,15,15,10,60.80363866544493,148.0495751920878,413.3801124129062,1644.2867467212068,0.06666666666666667
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",17,15,15,10,21.484169168988586,85.65066299284639,413.3801124129062,851.4395453426964,0.06666666666666667
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",18,14,14,10,-11.385582151783073,11.407043707996271,413.3637438248761,181.49044938974032,0.07142857142857142
main__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",23,15,15,11,-19.516072021047997,2.8726510086938344,412.3950462478188,15.913325307688288,0.4
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),0,5,5,4,-11.735103785594408,0.1206828960748423,138.7401632964554,0.5107485775824339,0.2
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),1,5,5,4,-11.778270766187582,0.12500527402074268,138.7401632964554,0,1
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),2,4,4,4,-11.781488090715385,0.1441044188423332,138.81903619431586,0,1
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),3,4,4,4,-11.781488090715385,0.1441044188423332,138.81903619431586,0,1
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),4,5,5,4,-11.778218488510781,0.12509471695494145,138.7401632964554,6.067966041884643e-4,0.6
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),5,5,5,4,-11.77826405569114,0.12500613847568717,138.7401632964554,7.895168466547087e-5,0.8
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),6,5,5,4,-11.778270766187582,0.12500527402074268,138.7401632964554,0,1
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),7,5,5,4,-11.76242156764687,0.10982791367336549,138.7401632964554,0.1884191574292269,0.4
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),8,5,5,4,-8.04189516998839,5.544973785816787,138.7401632964554,44.38584513458203,0
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),9,5,5,4,-7.249864887133865,5.283343211547476,138.7401632964554,53.63141365007559,0
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),10,5,5,4,-0.5588149684058277,15.717257587262068,138.7401632964554,133.00797711300336,0
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),11,5,5,4,2.1365758157015717,16.5903832748721,138.7401632964554,164.94724764059947,0
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),12,5,5,4,12.944788411719145,15.814406265870588,138.7401632964554,291.397898567083,0
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),13,5,5,4,24.218909244468882,43.095732200954444,138.7401632964554,425.1549896083527,0
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),14,5,5,4,15.248305379435118,41.148939979381176,138.7401632964554,320.561423521536,0
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),15,5,5,4,-5.442544527444415,3.7844148290729334,138.7401632964554,74.36901845940889,0
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),16,5,5,4,-5.0089670933704165,9.420654126210328,138.7401632964554,80.14532431265165,0
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),17,5,5,4,-0.4842483304524347,14.673048742991565,138.7401632964554,133.63856937065702,0.2
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),18,5,5,4,-8.046148811207294,4.164662263806455,138.7401632964554,43.96626553998488,0.2
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),19,4,4,4,-11.327387219334321,0.8023817346950539,138.81903619431586,5.284818216743895,0.25
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),20,4,4,3,-11.592853512397562,0.26573798829151196,139.8900915502537,2.76490356418047,0.25
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),21,4,4,3,-11.06532122031577,0.7260092530110634,139.8900915502537,9.016040515657457,0.25
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),22,4,4,3,-11.742095561215965,0.1902940937059642,139.8900915502537,1.0045632260006816,0.25
main__glasses__all_available,additive,THUAS,Work day,Sedentary (no reported exercise),23,5,5,4,-11.738551573366538,0.1503573764115489,138.7401632964554,0.46748308063227284,0.4
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",0,35,35,13,-16.689707670570854,0.94553064779814,284.5434071736083,3.052165039679893,0.7142857142857143
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",1,35,35,13,-16.86735988527945,0.18645175449730306,284.5434071736083,9.033712156255078e-4,0.9428571428571428
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",2,35,35,13,-16.86741000110032,0.18651050216657797,284.5434071736083,4.73758037193259e-5,0.9428571428571428
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",3,35,35,13,-16.867380272528234,0.18653559788393476,284.5434071736083,5.442906509460267e-4,0.9714285714285714
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",4,35,35,13,-16.86737953704978,0.18652408440174828,284.5434071736083,5.587833403780163e-4,0.9714285714285714
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",5,35,35,13,-16.860647292012516,0.18462400005494553,284.5434071736083,0.11456471746449715,0.6285714285714286
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",6,35,35,13,-16.58397743029116,0.5671039816649952,284.5434071736083,4.803075140859567,0.34285714285714286
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",7,35,35,13,-15.619806952491489,2.7455338065436083,284.5434071736083,21.14948274913989,0.14285714285714285
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",8,34,34,13,-5.62977137995761,15.642359652887839,284.4822564103559,190.53088430635609,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",9,33,33,13,5.579233687906428,41.325663299137986,284.6419975467629,378.8912098337945,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",10,33,33,13,-1.242852831595029,15.502954800639728,284.4660242745362,262.79045138973623,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",11,34,34,13,22.232888221380115,121.33830597042004,284.1476512833575,660.3936308548126,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",12,30,30,13,13.05415460957657,31.673269108009084,284.9451212485823,504.57056080558897,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",13,34,34,13,36.465716887976214,182.03170706592078,284.58261888932856,886.6591495189721,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",14,34,34,13,8.378155994186276,35.65323808499551,284.75843904680676,425.7465279188569,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",15,35,35,13,37.804473379382976,101.05108752310812,284.5434071736083,919.6291598121002,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",16,34,34,13,23.019371852293684,88.40504374806133,284.75538669682334,673.9287498739315,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",17,32,32,13,24.193405371930368,99.17555297401209,284.4843427226214,693.0158493919276,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",18,30,30,13,-6.8384127184667225,17.078649571684544,284.80931938102253,169.169116300196,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",19,32,32,13,-10.356728727953332,14.197335768211131,284.44134697906566,109.0105662573232,0
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",20,33,33,13,-13.922212240840603,5.432417958702904,284.6811168575441,49.82701806134803,0.030303030303030304
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",21,33,33,13,-15.990495603291237,0.8688473975485211,284.6811168575441,14.892557841476158,0.06060606060606061
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",22,34,34,13,-16.537589012227706,0.64853627139208,284.6910227409224,5.6498143293283904,0.08823529411764706
main__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",23,34,34,13,-16.388759425276643,1.3559573421953548,284.3230137318346,8.029829832578368,0.3235294117647059
main__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),0,3,3,3,-13.787483370445814,0.16386590065138812,190.11259904591742,0,1
