"path","expected_sha256","observed_sha256","bytes","status"
"artifacts/09_tables/H02/dominance_comparison_summary.csv","7240b7ab29818b085375a10c02bf53e49ad71203d6e2feb2385c590ca27e36fe","7240b7ab29818b085375a10c02bf53e49ad71203d6e2feb2385c590ca27e36fe",6003,"PASS"
"artifacts/09_tables/H02/figure4_pointwise_conditional_windows.csv","ada1406a99af8edacbc9662c7a4616811bada78cb2a4cc5e61e6d9853e5cfa7b","ada1406a99af8edacbc9662c7a4616811bada78cb2a4cc5e61e6d9853e5cfa7b",4723,"PASS"
"artifacts/06_model_data/H02/sample_counts.csv","61adf723232139383aa56075587b4476e0766641f4bc311542724b8482a5ab12","61adf723232139383aa56075587b4476e0766641f4bc311542724b8482a5ab12",5281,"PASS"
"artifacts/07_models/H02/selected_temporal_model_specification.csv","c3c95e97dbf7a260e4aa7513a15bb8c3c7e98bdb754d97c54700e4d82629310f","c3c95e97dbf7a260e4aa7513a15bb8c3c7e98bdb754d97c54700e4d82629310f",3280,"PASS"
"artifacts/12_manifests/H02/H02_analysis_manifest.csv","cba73edc1d4974dd9a86a03513af7491aa62e8b09dbb3606895aa3af551b3804","cba73edc1d4974dd9a86a03513af7491aa62e8b09dbb3606895aa3af551b3804",12163,"PASS"
"artifacts/12_manifests/H02/H02_dominance_manifest.csv","fe63aec3b643aa383e4ae68bc7ba71d6a7545f50278907b116c83816e26bf161","fe63aec3b643aa383e4ae68bc7ba71d6a7545f50278907b116c83816e26bf161",4277,"PASS"
"artifacts/12_manifests/H02/H02_model_data_manifest.csv","63961c8f7fd1398ec31636a26a4008a0af630729800245404c4c38b9867ca005","63961c8f7fd1398ec31636a26a4008a0af630729800245404c4c38b9867ca005",3765,"PASS"
"artifacts/12_manifests/H02/H02_paired_placement_display_manifest.csv","fffcffcecc79196a11515ff74c56b8293fbea9ee2368b4b71b6c39cddeb65753","fffcffcecc79196a11515ff74c56b8293fbea9ee2368b4b71b6c39cddeb65753",1572,"PASS"
"artifacts/12_manifests/H02/H02_reader_diagnostics_manifest.csv","493762b324d6f7e468ed78f91a30430cee58b9b3762cf7c870ccf7c8faccca0a","493762b324d6f7e468ed78f91a30430cee58b9b3762cf7c870ccf7c8faccca0a",2116,"PASS"
"artifacts/12_manifests/H02/figure4_replication_manifest.csv","bc393421b09347bd594928fb4893b538bcf55a11443cf8bdb02d218056a94d73","bc393421b09347bd594928fb4893b538bcf55a11443cf8bdb02d218056a94d73",4060,"PASS"
"artifacts/12_manifests/H02/H02_figure_readability_qa.csv","f0898eeab659591109954f453f78ef5f5b783415cce015c79c1ce17c72a43814","f0898eeab659591109954f453f78ef5f5b783415cce015c79c1ce17c72a43814",5656,"PASS"
"artifacts/12_manifests/H02/H02_preparation_report_manifest.csv","c2e8c5a3b4fcebe53f3f813aa75fac6d3d960384333f59dd1b1501d90b08aaf7","c2e8c5a3b4fcebe53f3f813aa75fac6d3d960384333f59dd1b1501d90b08aaf7",12457,"PASS"
"artifacts/12_manifests/H02/H02_worker_output_hashes.csv","0f3a96ab08f7fed2b59eb4a45f203297483919b3067bee560c9e239693242331","0f3a96ab08f7fed2b59eb4a45f203297483919b3067bee560c9e239693242331",40049,"PASS"
"notebooks/preregistration_deviations.qmd","b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d","b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d",94061,"PASS"
"config/site_display_registry.csv","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,"PASS"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"PASS"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"PASS"
