logical_order,route,accepted_sha256,candidate_sha256,protected_main_sha256,page_navigation_sha256
14,audit/hypotheses/H01/H01_analysis_preparation.html,5ab6587465f01f946fcf133f9f81a69168e08fa866f69830c2378e6c3cf250fe,e5c41f6884a7e014f26daee014d5e59d72faa25a408ab8e1fa185be59086a528,6d17f7ed0bd32144d3941c3748f75a070d9646a41a264c5d747f0926b9f6fd78,0f21b08f1c4d9101c240d499db8b94474399c4d63813452e3e29827c08732feb
15,notebooks/hypotheses/H02.html,736dc6311e53f2b70349326ce0845cc35d23e3b68c000a300833952e81190dd9,6723da718e8547efaac6018b09d3b2fa6a4fe2da0f2ff94b0908d6e9b04286db,07146e3d5f7a02640786f2eaf002d84eab69277954e94930c46d51ad2858e517,be3c1de7f66bb94a1bd9b8aaff7a4c840a62eb63911f708098b7df25b074e8c2
16,audit/hypotheses/H02/H02_analysis_preparation.html,966f5556a637aece91ef2e2905dcfea8d0d0587ff8d4d61c47e89e9106bbc253,efdc3d56ab2f58699f5a331eff062dc313731b0d46d163543b1869e145bef9d0,309cca31807e2a1ac2a47acccbc0b769a0173f3d16ce1f9c23930887ff128b7e,74672ad45d59c6d67c7d10c62cb5c48baa55f55dedf43cb576cd71c0a86ca30c
17,notebooks/hypotheses/H03.html,abe4be0b127c66b357eca66ab5e90609e0ac7902ca611c5f0e8a9adf410f2cc1,b5994fb4c9c7dfdd854b3fd241af00a346e213766a12f0b2fa04fa23bee373a6,b9e33a47ed2fdb3d580a7a4c5dc62b310d48afc902c603df07ca341a7e82a6eb,dd5cb72a6222b176da757a2747baca68563cbc56d2af8589a26c3db8b01cce0f
18,audit/hypotheses/H03/H03_analysis_preparation.html,2583f765edc9ed9f01753ab452e5096fb0bf7ed68f22718fad3682450c1da91c,54502ade02fb4116270ae932cc9db16372795df1d6b6bc3ce94b931d5b7b121e,7117fe570321ab0caefe7fda01b10a3842aea0c8b04a04cf7dbbe744bfb0c4c6,b3d75f57cb248e49b672d9b1d57f64dd152d8f2fd557ee9f7edce2fd08ab9f07
19,notebooks/hypotheses/H04.html,da5f7f7195da843e46014d4796d35381f74d223ba79c37bb78fb8ce6dfa67c9f,395eb5254d0c7afbcab45f70f5f5d002503573e169603d8152e7fbcd9983d0f1,5878796f969c17c8c2b2453c69bf3d80727bbb4837bfea17bca6a8ccaaa0653b,d9ed1086eade0fd072457a7feb08b070ca1cc0c6563b6924fea588800ad69f54
20,audit/hypotheses/H04/H04_analysis_preparation.html,e5f0861ef1b1e4accf4e6a924155c6ec5ce77a9c9865d6dc7bf5427e3de860ea,a28eadd04fd88acb40345d06537e37b3cd6f4502bfcc52c11034b0af63b24591,22dbfc3474ba42e086e91e2fa2ddd7beeecd902fdaad2526cec3a0bd8de6d06c,00b9da417d0d053848eb8d3f1ed38aa1dff6ea98af3336711db68331c3e3ecef
21,notebooks/hypotheses/H05.html,a088e105be1987508280e91b938142773c8fb9275f1e924ac1ec9958a9b199f1,8b3c1de13e3b26d2846dc48838d396cbf67568285ac61bba9adb6b68ffc134f4,52f179ae674ecd7f8f727f0f609f2bd7244151f3e818ebdd88f96d7b841bcede,db3be0c1a892ccb631e85a5871bc026adb7d744759bb3d34649afe2194d94dfa
22,audit/hypotheses/H05/H05_analysis_preparation.html,856dbd21920b65dce6437172022d0e6130410d9e357259a4d50aa1f6fe2461d8,b78152fd3143cc0f26fc4158f255bcb7f369c4328c595a160041bd68940407ca,0235bf94a9941e4dc1371a1bc655257c7ac9b4351942d4bb092c225a00add2e0,155b211349a4ac6df92f3a1222689c4d4dad4e3a072cce33b42e8673643322c9
23,notebooks/hypotheses/H06.html,8b5f1b0ada997290ec5324de35e0c874fd25e2e9ef052281acaab07d0a3dccaa,39f7bebee5bd8bc9cd83daf6e2054e789642b1f2a29a43ad83fec592368ac5d0,33d892703496be94a49f9c9b41b55d09884918107fc376bbe89462b20d9547b1,7ad34aae65de3c5751020e2e4d08f768722c4043d0d90ba38a83302b294dab89
24,audit/hypotheses/H06/H06_analysis_preparation.html,f9a4f51db555454a2e7cd0ea70895978b71016e6bd2c7310ae5033ad3c7ed378,9cf081ac5a0c1b8052d15a6fb91b75e9d0d2998aa737324ab8e333b1f6ef999f,58cb2ba72eec101d3c2bea8f6dbd6c337e6022d143a667dab508f4a7ed8ab6a9,e0a98ca6259cdbf41696fa294e2e67e31f061391504cca5a9fa0537ef8f2d83d
25,notebooks/hypotheses/H06_daily.html,74a63bd09b266709630e92241a17735298dffd5fc6d1746887621eb6288f2e6c,7fd65a465185a341d5065a2c47b07d510b2ff331a3a99e56bc7f90044e755a02,4df20e59568758cf95d88ff4aa290b7e83675bc22db6110ee5227556186e67b6,69f731a5f60f0af9678d6821b228f12f0747adce512e15a41db856e66d9267a5
26,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,768d4675a54e183ddc06df66a255c6d83919268d16f02d27169ec89f5bbb0fd6,e3e76f8e1db6594cfce1a67f83bba76650ff3f937463b4ed3c22b7f33824df8d,d76118fe196e46750af4281c12190c376daa4092d554c9f9aee33430e9279342,7c1f91ce0242a04e61a50fcbfa11085ec102212decf216e2b1e776099f40987d
27,notebooks/hypotheses/H07.html,7814860467f71311c56e22960e757059524ccc3890b0721708eda7a5c661ab40,878f1f7bec7dad63ea5b2b18f74502053f1d5d9b3de2a96588e1d2ef1e437462,18433cf288d287ee1daafbf2fcf4c372e004dbdc58030d2895eb67a1fd1f923f,618fb73243cda9d67b096c780bf283a138758d48e5f760b4bbc8138fbea0c0bf
28,audit/hypotheses/H07/H07_analysis_preparation.html,4c03a3e3cdfa1c6eac13d5785ceee8306e6d0941278b679a1eb88e357b270d93,255e66fc4ab6999e9f04776d9997b62c795826e6614535e1cee6afc4b77c7ee8,3ba64396735df8041c595306b3d1b8272b5f267edb71710af1499be5c5d25c39,4df4803aff836c30b2ef7505895962619536d96961d3d98a9113d90324d11af8
29,notebooks/hypotheses/H08.html,472848d0da3e3996fa1727151048e3cab4a7e363dba3dc8eda8b024eb5a4ca9a,c7ce54b1e8e3027ea234b70d75090701c7a4f72cb9e0242a4795e51fd4ad896a,af8944e72c4f7be856cf37409dd17ee1903af3163e9d69ebb78e79c4085a4f38,09dd2bd2e6f0911880f9b1f4ba8879abee7dd0e67303ae8128e65137f6c758bc
30,audit/hypotheses/H08/H08_analysis_preparation.html,cd0ce2210949559408d07bcbccac502d3b0a372b4229da70bdfc6dbe0c52f66b,3bff6db64dea1967b9424b9fb5dce3bf5c168177c24c5b85febc28389241b599,7128a5c667a05f743c2b64c1edf941a312f253319ae03fd45600c045788b6255,3a3695812811f9cee19e147ca2f15bc9092ad5698fe43db147d8f041740823e8
31,notebooks/hypotheses/H09.html,901fd63b45182be70ef77166c418633220a7226d86f52e14d1c79afbfc7cdd16,a01ff09f1d1129ecb336f7c07b61f78ce70f356d52f9bd723f5404c3f89f6f7a,aba99dd6881238b0d95c28bafa9083d5e51351ebea9aa141e0dc4e802a79788e,f6579188e058680a5302cc25f194c3436053f261bb4e8c1d11f1244897c3417e
32,audit/hypotheses/H09/H09_analysis_preparation.html,09b604b011ef14c138c15720b419a9ca200e15f71ce3e40a9b85c23f6803f96d,98a0340c60c389f46dc5c7730ac7a1dac86e9a438fa19a44ccb9ba91db52a24a,a09189df930d51bbc7f332a2c607e3ac44987270282c5f3987d0201bdd2bb73d,1ace83322e98738f1b8a11d2902a3a09285c9b31942cfba7e34689ad7044fb0a
33,notebooks/hypotheses/H10.html,37d5ffb4b5e33f23690e222c90ac6c26b70a222298c7c631005d41e3db4bee14,742d3bdfddcceef85292babff8fea44723c584259492f1862a96716d0e5df5db,a4ae910523a0acf3fa1eb35ecaeb576e3142ebbbfee25e17bc4165573d3b84fc,7659fb09a1c9a6cdd5f0c19ea84bc96dd98913374629b70e5810f1c4c7608304
34,audit/hypotheses/H10/H10_analysis_preparation.html,dc2aa864a1b1edf01043444af425df40564779e83b72f00c206068fdba19a7b9,812f8f193f1f9e5d020647d85aa2094489b3529a72faae3137035e0297506c09,6c1f0d36cc2312279627373b8b823b970f156ec5baac78921ebf51c1f37d7ae1,a5ed10842dde9265fb3d19001d8215521bbbaed3c81d6d96f6db0992d938f6a1
35,notebooks/hypotheses/H11.html,2c8a34ec47c10b3b4b1be600093cb03837bd0beb3b617f7e04f156529076d21a,4aede8d05e5e0b21a70b73a140f1e929d53cb6a8a81d2706bce1ac46ea813315,60414235a1ef6eef2ce891b6a0e2c6dae06729307f559bbdc8a926b516f206c2,1d2647dbfb9108b3f26a5cecd21d91c9b921ab6116a2bd0d08aed212f8ae75a2
36,audit/hypotheses/H11/H11_analysis_preparation.html,58518d708e4feb6145bd8eb773b6b9ae4937afdf4a9e44e19d4215d9ca86162c,eb62b831c386f2d11236d95646f04e7ec2247ea4379235f868a64159141a536d,0a2e6ad876fcf63679e42a1651c7040b9060197f0bbed5968fb64d0b72a145fe,3efd4af1fb45ce91a559b7ab3362356d530c4445a8dd314df4459240e31cc3ab
37,notebooks/sensitivity_battery.html,875f53995f5f47ec30b630a5cf47edfef1d0fe925034d3fab4944be8c6c6b4be,e1688489caf20d5910f5a40724030ae5d1feeeed42c782b1d02c3d93b9c94c5c,fd972909ddd4f65dcc32f143490c8115cadfed10500b603baf4f21008398c932,3498d33bea13d58813bf1a679f83c568a47807f8e426390dd63bd1949c0e0f53
