placement,metric_order,metric_id,manuscript_name,abbreviation,omitted_site_present,omitted_site,observations,participants,sites,statistic,degrees_freedom,p_raw,comparison_method,comparison_status,predictor,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,final_converged,final_positive_definite_hessian,final_singular,final_max_gradient,final_convergence_message,fit_warnings,fit_errors,omitted_site_order,omitted_site_name,p_adjusted,adjusted_significant,p_raw_display,p_adjusted_display,full_p_adjusted,full_adjusted_significant,full_estimate_model,full_standard_error,estimate_change_from_full,change_in_full_standard_errors,sign_reversal,adjusted_support_changed
chest,2,intradaily_variability,Intradaily variability,IV,TRUE,UCR,114,114,7,1.4669051658520114,1,0.22852794829172635,nested partial F test,ESTIMABLE,age,per 10-year increase,age_decade,-0.04699205495854217,0.038799257813445835,-0.12391535725801356,0.029931247340929223,t(106),ESTIMABLE,-0.04699205495854217,-0.12391535725801356,0.029931247340929223,difference,dimensionless,-0.004699205495854217,-0.012391535725801355,0.0029931247340929225,,,,TRUE,TRUE,FALSE,,,,,8,San José (CR),0.41170216078468796,FALSE,0.229,0.412,0.30791782299780845,FALSE,-0.04374143895534003,0.03255067074082883,-0.0032506160032021378,0.09986325716860997,FALSE,FALSE
chest,2,intradaily_variability,Intradaily variability,IV,TRUE,KNUST,138,138,7,1.8413721627171147,1,0.1771416853450139,nested partial F test,ESTIMABLE,age,per 10-year increase,age_decade,-0.044120122001050074,0.032513664347623955,-0.10844451845567034,0.02020427445357019,t(130),ESTIMABLE,-0.044120122001050074,-0.10844451845567034,0.02020427445357019,difference,dimensionless,-0.004412012200105007,-0.010844451845567035,0.002020427445357019,,,,TRUE,TRUE,FALSE,,,,,9,Kumasi (GH),0.27376442280593055,FALSE,0.177,0.274,0.30791782299780845,FALSE,-0.04374143895534003,0.03255067074082883,-3.786830457100446e-4,0.011633648004526565,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,RISE,806,138,7,2.7111535772334037,1,0.0996489086878004,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.04415219382114408,0.027511777821592278,-0.00976989985984459,0.09807428750213276,normal,ESTIMABLE,1.1070116563164467,0.9777551230021975,1.2533555472025164,ratio,ratio,0.0044152193821144084,-9.76989985984459e-4,0.009807428750213277,,,,TRUE,TRUE,FALSE,2.5843291950877756e-5,,,,1,Borås (SE),0.2420044925275152,FALSE,0.100,0.242,0.016651692492886623,TRUE,0.06512123349891338,0.024068066449574335,-0.0209690396777693,0.8712390636656298,FALSE,TRUE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,THUAS,809,139,7,9.608961042737747,1,0.0019363016067222485,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.07937909628824613,0.025920462260351173,0.028575923795328168,0.1301822687811641,normal,ESTIMABLE,1.2005468049613348,1.0680114870550208,1.3495291468045951,ratio,ratio,0.007937909628824614,0.0028575923795328166,0.01301822687811641,,,,TRUE,TRUE,FALSE,1.1990550774498843e-5,,,,2,Delft (NL),0.005486187885713038,TRUE,0.002,0.005,0.016651692492886623,TRUE,0.06512123349891338,0.024068066449574335,0.014257862789332748,0.5923975164022747,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,BAUA,788,134,7,8.831987067393243,1,0.0029599591440860598,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.07818517783443713,0.026682581951988034,0.02588827819400214,0.13048207747487212,normal,ESTIMABLE,1.1972509155782294,1.061422472242351,1.3504610956886005,ratio,ratio,0.007818517783443713,0.002588827819400214,0.013048207747487212,,,,TRUE,TRUE,FALSE,1.1478391570562962e-5,,,,3,Dortmund (DE),0.010063861089892602,TRUE,0.003,0.010,0.016651692492886623,TRUE,0.06512123349891338,0.024068066449574335,0.013063944335523742,0.5427916015976759,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,FALSE,MPI,902,154,8,7.587614091119121,1,0.005877067938665867,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.06512123349891338,0.024068066449574335,0.017948690080230895,0.11229377691759587,normal,ESTIMABLE,1.1617728779976295,1.0421942915991411,1.295071591670199,ratio,ratio,0.006512123349891338,0.0017948690080230895,0.011229377691759588,,,,TRUE,TRUE,FALSE,8.080860425252467e-6,,,,4,Tübingen (DE),0.016651692492886623,TRUE,0.006,0.017,0.016651692492886623,TRUE,0.06512123349891338,0.024068066449574335,0,0,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,TUM,842,144,7,9.292467333440982,1,0.0023009803657457265,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.06873810080461162,0.02282681034538911,0.023998374645722673,0.11347782696350057,normal,ESTIMABLE,1.1714886918786964,1.0568135540640624,1.298607261349023,ratio,ratio,0.006873810080461162,0.002399837464572267,0.011347782696350058,,,,TRUE,TRUE,FALSE,1.9953745322709437e-5,,,,5,Munich (DE),0.006519444369612892,TRUE,0.002,0.007,0.016651692492886623,TRUE,0.06512123349891338,0.024068066449574335,0.0036168673056982403,0.15027660461533285,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,FUSPCEU,779,132,7,2.369503417591204,1,0.12372640330552609,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.04018146481238595,0.026858490920479136,-0.01246021007084918,0.09282313969562109,normal,ESTIMABLE,1.0969364423178978,0.9717169759144493,1.2382922067947728,ratio,ratio,0.004018146481238595,-0.001246021007084918,0.009282313969562108,,,,TRUE,TRUE,FALSE,1.4348415788845159e-5,,,,6,Madrid (ES),0.25945725318567076,FALSE,0.124,0.259,0.016651692492886623,TRUE,0.06512123349891338,0.024068066449574335,-0.024939768686527433,1.0362182080051767,FALSE,TRUE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,IZTECH,800,137,7,8.482282218703176,1,0.0035862192499062427,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.06834545283994913,0.023810179012201994,0.02167835951058175,0.1150125461693165,normal,ESTIMABLE,1.170430021331606,1.051183074451197,1.3032044256891273,ratio,ratio,0.006834545283994913,0.0021678359510581753,0.01150125461693165,,,,TRUE,TRUE,FALSE,2.1933033167442773e-5,,,,7,Izmir (TR),0.010160954541401021,TRUE,0.004,0.010,0.016651692492886623,TRUE,0.06512123349891338,0.024068066449574335,0.0032242193410357417,0.13396254110361927,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,UCR,672,115,7,6.662436779234099,1,0.009846617928173517,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.07606443967081987,0.030117057577928832,0.017036091497760267,0.13509278784387946,normal,ESTIMABLE,1.1914187750399117,1.040006590680121,1.3648747135240016,ratio,ratio,0.007606443967081987,0.0017036091497760267,0.013509278784387947,,,,TRUE,TRUE,FALSE,2.2439508029492572e-5,,,,8,San José (CR),0.027898750796491633,TRUE,0.010,0.028,0.016651692492886623,TRUE,0.06512123349891338,0.024068066449574335,0.010943206171906486,0.45467741228128555,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,KNUST,818,139,7,7.843346578672254,1,0.00510080897933266,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.06490804036449677,0.023539362409433905,0.01877173782297034,0.11104434290602319,normal,ESTIMABLE,1.1612027090716222,1.0441712657723508,1.2913511181117387,ratio,ratio,0.006490804036449677,0.0018771737822970342,0.01110443429060232,,,,TRUE,TRUE,FALSE,5.6627413869136944e-6,,,,9,Kumasi (GH),0.014452292108109204,TRUE,0.005,0.014,0.016651692492886623,TRUE,0.06512123349891338,0.024068066449574335,-2.1319313441661714e-4,0.00885792528715524,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,RISE,806,138,7,5.98983072868873,1,0.014388583042729991,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.09261810755771611,0.038583193932601755,0.01699643704129236,0.16823977807413987,normal,ESTIMABLE,1.2377077421346099,1.0399116343427848,1.4731256044732246,ratio,ratio,0.00926181075577161,0.001699643704129236,0.016823977807413987,,,,TRUE,TRUE,FALSE,1.830358087318018e-6,,,,1,Borås (SE),0.04892118234528197,TRUE,0.014,0.049,5.803526226261967e-4,TRUE,0.1288941750828181,0.03398647948193644,-0.036276067525102,1.0673676143591881,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,THUAS,809,139,7,16.783779044121957,1,4.188985709372072e-5,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.1512250369385967,0.03684988049341542,0.07900059833689743,0.22344947554029598,normal,ESTIMABLE,1.4165275872490184,1.1995009557266412,1.672821014320897,ratio,ratio,0.01512250369385967,0.007900059833689743,0.022344947554029597,,,,TRUE,TRUE,FALSE,1.5984369383659214e-6,,,,2,Delft (NL),2.3737585686441743e-4,TRUE,<0.001,<0.001,5.803526226261967e-4,TRUE,0.1288941750828181,0.03398647948193644,0.022330861855778594,0.6570513391258215,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,BAUA,788,134,7,15.40915156974097,1,8.656803192291825e-5,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.1464955238306042,0.03737718409895421,0.0732375891531308,0.21975345850807762,normal,ESTIMABLE,1.401185143185301,1.1836889384380518,1.6586450559164052,ratio,ratio,0.014649552383060422,0.00732375891531308,0.02197534585080776,,,,TRUE,TRUE,FALSE,9.567884262651205e-6,,,,3,Dortmund (DE),4.905521808965368e-4,TRUE,<0.001,<0.001,5.803526226261967e-4,TRUE,0.1288941750828181,0.03398647948193644,0.0176013487477861,0.5178926742659852,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,FALSE,MPI,902,154,8,14.5491042409285,1,1.3655355826498747e-4,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.1288941750828181,0.03398647948193644,0.062281899336913193,0.19550645082872303,normal,ESTIMABLE,1.345532447035783,1.1542022041568416,1.5685791965270617,ratio,ratio,0.012889417508281811,0.006228189933691319,0.019550645082872305,,,,TRUE,TRUE,FALSE,6.788241080357693e-6,,,,4,Tübingen (DE),5.803526226261967e-4,TRUE,<0.001,<0.001,5.803526226261967e-4,TRUE,0.1288941750828181,0.03398647948193644,0,0,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,TUM,842,144,7,16.710098379633564,1,4.354857335952144e-5,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.1337813320957981,0.03266760844579603,0.0697539960809814,0.1978086681106148,normal,ESTIMABLE,1.3607593656288322,1.174232228598001,1.5769163935803545,ratio,ratio,0.013378133209579809,0.00697539960809814,0.01978086681106148,,,,TRUE,TRUE,FALSE,1.7156480680569075e-5,,,,5,Munich (DE),1.8508143677796612e-4,TRUE,<0.001,<0.001,5.803526226261967e-4,TRUE,0.1288941750828181,0.03398647948193644,0.004887157012979981,0.14379709482935613,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,FUSPCEU,779,132,7,8.881460827623641,1,0.0028808094466048896,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.11084655397678564,0.03772942622793415,0.036898237412673826,0.18479487054089744,normal,ESTIMABLE,1.29076313734499,1.0886749683739028,1.5303644569115087,ratio,ratio,0.011084655397678564,0.0036898237412673826,0.018479487054089742,,,,TRUE,TRUE,FALSE,7.731841833447106e-6,,,,6,Madrid (ES),0.01224344014807078,TRUE,0.003,0.012,5.803526226261967e-4,TRUE,0.1288941750828181,0.03398647948193644,-0.018047621106032474,0.5310235535170581,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,IZTECH,800,137,7,14.58683961207862,1,1.3384603840477208e-4,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.1318494820208989,0.03460472289107155,0.06402547145940993,0.1996734925823879,normal,ESTIMABLE,1.3547198115699468,1.158845320675035,1.5837020999412221,ratio,ratio,0.013184948202089892,0.0064025471459409925,0.01996734925823879,,,,TRUE,TRUE,FALSE,9.381437848787755e-6,,,,7,Izmir (TR),5.688456632202813e-4,TRUE,<0.001,<0.001,5.803526226261967e-4,TRUE,0.1288941750828181,0.03398647948193644,0.0029553069380807984,0.08695537116904155,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,UCR,672,115,7,10.332318826260916,1,0.0013072087456212059,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.13393152885985174,0.04221512099412546,0.05119141210836514,0.21667164561133834,normal,ESTIMABLE,1.3612300531639632,1.1251007446084687,1.6469167463590875,ratio,ratio,0.013393152885985174,0.005119141210836514,0.021667164561133833,,,,TRUE,TRUE,FALSE,1.364355739497114e-5,,,,8,San José (CR),0.0055556371688901245,TRUE,0.001,0.006,5.803526226261967e-4,TRUE,0.1288941750828181,0.03398647948193644,0.005037353777033626,0.1482164041059605,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,KNUST,818,139,7,15.527538067644173,1,8.13120445621252e-5,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.1283155829446703,0.0325816406815728,0.06445674065156257,0.19217442523777803,normal,ESTIMABLE,1.343741044733476,1.1599966650616316,1.5565906779615426,ratio,ratio,0.01283155829446703,0.0064456740651562565,0.019217442523777804,,,,TRUE,TRUE,FALSE,1.371176949760411e-5,,,,9,Kumasi (GH),3.6228295410041533e-4,TRUE,<0.001,<0.001,5.803526226261967e-4,TRUE,0.1288941750828181,0.03398647948193644,-5.785921381478154e-4,0.017024185704651543,FALSE,FALSE
chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,TRUE,RISE,806,138,7,2.2204877685174154,1,0.13619002643623496,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-0.031242874513132592,0.02151022417145126,-0.07340213918855998,0.01091639016229479,normal,ESTIMABLE,0.9305873089875011,0.8444965132734569,1.0254544880141871,ratio,ratio,-0.0031242874513132592,-0.007340213918855998,0.001091639016229479,,,,TRUE,TRUE,FALSE,5.636024980049115e-7,,,,1,Borås (SE),0.2894038061769993,FALSE,0.136,0.289,0.2340252198929598,FALSE,-0.028091225556408642,0.01874211579396758,-0.00315164895672395,0.16815865355705217,FALSE,FALSE
chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,TRUE,THUAS,809,139,7,1.3778435379661573,1,0.2404688130164998,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-0.02301506634786276,0.02014950434238545,-0.06250736916527165,0.01647723646954613,normal,ESTIMABLE,0.9483855617669644,0.865949629689425,1.0386691591872674,ratio,ratio,-0.002301506634786276,-0.006250736916527165,0.001647723646954613,,,,TRUE,TRUE,FALSE,2.5474804488112568e-5,,,,2,Delft (NL),0.37163362011640877,FALSE,0.240,0.372,0.2340252198929598,FALSE,-0.028091225556408642,0.01874211579396758,0.005076159208545882,0.27084237790163035,FALSE,FALSE
chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,TRUE,BAUA,788,134,7,1.565732089401962,1,0.21082790190721876,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-0.02699829019753854,0.02219699989455984,-0.07050361055571519,0.01650703016063811,normal,ESTIMABLE,0.9397270102303239,0.8501516253275009,1.0387404169417835,ratio,ratio,-0.002699829019753854,-0.007050361055571519,0.001650703016063811,,,,TRUE,TRUE,FALSE,3.707611995196203e-7,,,,3,Dortmund (DE),0.35840743324227187,FALSE,0.211,0.358,0.2340252198929598,FALSE,-0.028091225556408642,0.01874211579396758,0.0010929353588701035,0.05831440648882772,FALSE,FALSE
