run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,predictor,converged,positive_definite_hessian,singular,max_gradient,convergence_message,fixed_columns,fixed_rank,fixed_full_rank,fixed_condition_number,aliased_coefficients,residual_n,residual_mean,residual_sd,residual_skewness,residual_qq_correlation,residual_absolute_fitted_spearman,residual_absolute_above_3_fraction,consecutive_day_pairs,participants_with_consecutive_pairs,pooled_consecutive_day_residual_correlation,serial_status,tweedie_power,dispersion,observed_zero_n,observed_zero_fraction,expected_zero_n,expected_zero_fraction,zero_mass_standardized_difference,zero_mass_method,zero_mass_status,fitted_natural_min,fitted_natural_max,fitted_below_lower_n,fitted_above_upper_n,observed_above_audit_threshold_n,prediction_bound_status,participant_random_intercept_sd,fit_warnings,fit_error,diagnostic_assessment,diagnostic_issues
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,TRUE,TRUE,FALSE,2.3637767299078405e-5,,9,9,TRUE,22.821176701932337,,897,-5.157583761781728e-13,98.6187518888805,-0.0790813092037429,0.9698892760397121,0.12524996974551253,0.9665551839464883,725,154,-0.06256990100316782,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,712.5834304058633,958.4363804378568,0,0,,PASS,43.821256497449326,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,participant_day,gaussian,clock_minutes_after_16,difference,clock time,age,TRUE,TRUE,FALSE,1.254193193744868e-5,,9,9,TRUE,22.821176701932337,,897,8.640579890380349e-14,88.30372268781974,0.14633354349812647,0.9483711722799021,0.045143616854730576,0.9632107023411371,725,154,-0.04663748508754693,PASS_DESCRIPTIVE_CHECK,,,1,0.0011148272017837235,,,,not applicable,NOT_APPLICABLE,37.27046222873966,325.04024885600995,0,0,,PASS,46.30946891739055,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,TRUE,TRUE,FALSE,2.3628672352060676e-5,,9,9,TRUE,23.061039839663692,,867,-2.527635924479123e-13,87.40652577538927,-0.06414287858718447,0.9907044196550795,0.025342402040747572,0.972318339100346,685,154,-0.11244353622017304,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,677.6195377305173,937.0651134902172,0,0,,PASS,38.44235394242633,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,TRUE,TRUE,FALSE,1.2314558262005448e-5,,9,9,TRUE,23.061039839663692,,867,-4.962407519378296e-13,108.00658683024419,0.5295886822303292,0.96414827930886,0.18745394928859074,0.9711649365628604,685,154,0.005569221594186229,PASS_DESCRIPTIVE_CHECK,,,1,0.0011534025374855825,,,,not applicable,NOT_APPLICABLE,365.6119092864234,821.4358694023222,0,0,,PASS,68.59973035590897,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,TRUE,TRUE,FALSE,1.0804797057062387e-5,,9,9,TRUE,23.061039839663692,,867,-3.468259896885762e-13,107.83147735043522,-0.6191994306379878,0.9826904574498323,-0.06690878781317039,0.9711649365628604,685,154,-0.04689228657326004,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,906.56756322658,1238.4709201237379,0,0,,PASS,67.43088583286229,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,age,TRUE,TRUE,FALSE,5.46265255252365e-6,,9,9,TRUE,22.821176701932337,,897,-4.6713531098553686e-15,0.5857278225233151,-2.018758143486324,0.936790360812282,-0.08430109540850159,0.004459308807134894,725,154,0.019834371793921998,PASS_DESCRIPTIVE_CHECK,,,3,0.0033444816053511705,,,,not applicable,NOT_APPLICABLE,682.955346259843,40237.318295891106,0,,,PASS,0.30425455284588254,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,age,TRUE,TRUE,FALSE,1.4707097761856858e-5,,9,9,TRUE,23.757597061201587,,723,-4.645507891075042e-16,0.07398207733114064,1.8440679176004884,0.9421554957141072,0.11534626473178819,0,515,135,-0.1537317800846723,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,0.5286940033335344,3.3352110673142468,0,,,PASS,0.22915805268113523,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,biological_sex,TRUE,TRUE,FALSE,,,9,9,TRUE,4.11268183608053,,154,1.6310906449444264e-17,0.42978704390431144,0.3132278596836436,0.9936334579833042,0.059276918579857125,0,0,0,,NOT_APPLICABLE_PARTICIPANT_LEVEL,,,0,0,,,,not applicable,NOT_APPLICABLE,0.26842788746614654,0.32840175958600454,0,0,,PASS,,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,biological_sex,TRUE,TRUE,FALSE,,,9,9,TRUE,4.11268183608053,,154,-1.586032892321652e-17,0.3755733815468542,-0.06544000290491524,0.9911961220944765,-0.014417154140508986,0,0,0,,NOT_APPLICABLE_PARTICIPANT_LEVEL,,,0,0,,,,not applicable,NOT_APPLICABLE,1.1556401148140834,1.5271097618258986,0,,,PASS,,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,TRUE,TRUE,FALSE,9.146674528892618e-6,,9,9,TRUE,4.0621974802683924,,897,1.6925640871515068e-17,0.32262304993391944,-0.8835985960133076,0.9740499308228909,-0.18310024779188258,0,725,154,0.014049248348529183,PASS_DESCRIPTIVE_CHECK,,,3,0.0033444816053511705,,,,not applicable,NOT_APPLICABLE,0.4816480497771597,19.5465598854929,0,,,PASS,0.2570480572255143,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,TRUE,TRUE,FALSE,1.907665136968717e-6,,9,9,TRUE,4.0621974802683924,,897,-1.0134266150158019e-15,0.5386011662278672,-1.3212117096396996,0.9599723864761749,-0.22839025044678077,0,725,154,0.011455151295210275,PASS_DESCRIPTIVE_CHECK,,,3,0.0033444816053511705,,,,not applicable,NOT_APPLICABLE,3.7860879840610897,683.9458940662547,0,,,PASS,0.35051432900599344,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,TRUE,TRUE,FALSE,5.963158855593065e-6,,9,9,TRUE,4.0621974802683924,,897,9.664943192354171e-16,0.20266642997731554,1.4204677266005852,0.9626007141550927,0.3990334903866771,0,725,154,0.004021067313112482,PASS_DESCRIPTIVE_CHECK,,,133,0.14827201783723523,,,,not applicable,NOT_APPLICABLE,0.004227109687021863,1.1313680973101825,0,,,PASS,0.19468162815713697,,,acceptable with specified limitations,RESIDUAL_SPREAD_REVIEW
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,TRUE,TRUE,FALSE,,,9,9,TRUE,4.0621974802683924,,897,-0.026586372788035353,0.8964918188301273,1.183141795371279,0.9573599887704344,0.07296998371285263,0.008918617614269788,725,154,-0.0643664756194224,PASS_DESCRIPTIVE_CHECK,1.5098439180706584,0.8226903785355294,88,0.09810479375696766,85.81080864744705,0.09566422368723228,0.255172582979565,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.18187754104836204,5.279483971409388,0,0,,PASS,0.6000522953948721,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,TRUE,TRUE,FALSE,,,9,9,TRUE,4.251996413926397,,839,-0.022237514739163064,0.8668609445910418,0.5461063083306714,0.987678771268617,-0.07501253706747052,0.0023837902264600714,668,152,0.01559013860456348,PASS_DESCRIPTIVE_CHECK,1.4953475766715347,0.7770840277179607,21,0.025029797377830752,19.776353434522782,0.023571339016117757,0.28131368924586864,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.8823648187681975,7.376449807538921,0,,,PASS,0.4632007645632547,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,biological_sex,TRUE,TRUE,FALSE,8.776623872108757e-7,,9,9,TRUE,4.143113197625402,,867,-1.774051878103451e-15,0.8351830758245677,0.35603697599527034,0.9944714317632242,-0.013374270194317906,0.0034602076124567475,686,153,-0.07164154130854976,PASS_DESCRIPTIVE_CHECK,,,9,0.010380622837370242,,,,not applicable,NOT_APPLICABLE,0.9479100295075941,2.6766439028038578,0,0,0,PASS,0.48339402986604546,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,TRUE,TRUE,FALSE,,,9,9,TRUE,4.1269406007709515,,878,-0.00861478219603221,0.8557981072987518,-1.151810716361438,0.957990018525176,-0.07883242327574412,0.018223234624145785,699,154,0.06496099886650028,PASS_DESCRIPTIVE_CHECK,1.0483382711818447,0.42532643750497684,5,0.0056947608200455585,5.953991389389419e-4,6.781311377436696e-7,204.88746272740795,Analytical compound-Poisson zero probability; no simulation or resampling,REVIEW_ABSOLUTE_STANDARDIZED_DIFFERENCE_AT_LEAST_3.29,4.841915782597083,9.324767532327696,0,,,PASS,0.13738538336860312,,,acceptable with specified limitations,ZERO_MASS_REVIEW
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,biological_sex,TRUE,TRUE,FALSE,1.3164367373974528e-5,,9,9,TRUE,4.0621974802683924,,897,-2.0090302517098619e-16,0.307781642093686,-0.2843049032599137,0.9961648843790809,-0.02992125330317624,0,725,154,-0.031189269834156826,PASS_DESCRIPTIVE_CHECK,,,30,0.033444816053511704,,,,not applicable,NOT_APPLICABLE,0.1871729032964571,1.8527144065009558,0,0,,PASS,0.1841993885700834,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,TRUE,TRUE,FALSE,1.5006662579253316e-6,,9,9,TRUE,4.0621974802683924,,897,1.664903814961626e-13,98.62673316684287,-0.08157904077258457,0.9697197851321157,0.12645385560244926,0.9721293199554069,725,154,-0.06318350272062413,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,709.5177381071005,957.157283838885,0,0,,PASS,43.8237209047091,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,participant_day,gaussian,clock_minutes_after_16,difference,clock time,biological_sex,TRUE,TRUE,FALSE,1.1814336176030338e-5,,9,9,TRUE,4.0621974802683924,,897,9.332111449263924e-14,88.30747047411172,0.1553748242005257,0.9484412859011292,0.04204048727755537,0.9632107023411371,725,154,-0.04637812879424397,PASS_DESCRIPTIVE_CHECK,,,1,0.0011148272017837235,,,,not applicable,NOT_APPLICABLE,36.507027222474875,324.11698339819986,0,0,,PASS,46.29085803717682,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,TRUE,TRUE,FALSE,3.0831870390102267e-6,,9,9,TRUE,4.050047800384929,,867,-9.029504044376926e-13,87.4639660043313,-0.06915424869659569,0.9904127524767183,0.018591268739583916,0.9711649365628604,685,154,-0.11047894991291474,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,683.0296271544821,940.3788530790625,0,0,,PASS,37.82121936659777,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,TRUE,TRUE,FALSE,1.4370016288012266e-6,,9,9,TRUE,4.050047800384929,,867,-8.675157222083703e-14,107.92022936931086,0.542176094179516,0.9633294965462644,0.1851234721837645,0.9792387543252595,685,154,0.003336364765950107,PASS_DESCRIPTIVE_CHECK,,,1,0.0011534025374855825,,,,not applicable,NOT_APPLICABLE,373.1301613407039,825.9938486903283,0,0,,PASS,70.12538796993891,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,TRUE,TRUE,FALSE,1.0868461686186492e-5,,9,9,TRUE,4.050047800384929,,867,3.136960126492429e-13,107.77644895345226,-0.6083701462088036,0.9826619723593544,-0.0663219804751367,0.9573241061130334,685,154,-0.046151097996573825,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,907.6053177083108,1237.5904275067433,0,0,,PASS,67.63590312313282,,,acceptable,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,biological_sex,TRUE,TRUE,FALSE,7.447624739143066e-6,,9,9,TRUE,4.0621974802683924,,897,-2.65067294262791e-15,0.5839176709644277,-1.9402298708549912,0.9399827469601291,-0.10117280540568685,0.004459308807134894,725,154,0.01531556271750953,PASS_DESCRIPTIVE_CHECK,,,3,0.0033444816053511705,,,,not applicable,NOT_APPLICABLE,594.3127880340429,33443.87244177981,0,,,PASS,0.3281178081421078,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,biological_sex,TRUE,TRUE,FALSE,1.9277308638265822e-5,,9,9,TRUE,3.854363396650477,,723,-5.501592726799142e-16,0.07397393029910024,1.8445899785922641,0.9421421617260701,0.1160624122300149,0,515,135,-0.1536263118827145,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,0.5281549435889142,3.336524535849926,0,,,PASS,0.22876572249779023,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,age,TRUE,TRUE,FALSE,,,10,10,TRUE,25.656322011274348,,141,-3.434998542501593e-17,0.40611925924157743,0.16427497485919215,0.9922445271730581,0.07727529623308821,0,0,0,,NOT_APPLICABLE_PARTICIPANT_LEVEL,,,0,0,,,,not applicable,NOT_APPLICABLE,0.24822634639847294,0.3994830552994117,0,0,,PASS,,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,age,TRUE,TRUE,FALSE,,,10,10,TRUE,25.656322011274348,,141,1.003925075458918e-17,0.3583355474985064,-0.2590305314622957,0.9926731051160181,-0.016971339518500644,0,0,0,,NOT_APPLICABLE_PARTICIPANT_LEVEL,,,0,0,,,,not applicable,NOT_APPLICABLE,0.8738238195216966,1.4678356475878145,0,,,PASS,,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,TRUE,TRUE,FALSE,1.1406200428609736e-5,,10,10,TRUE,25.67624031160055,,811,-8.135703372808021e-16,0.28165064191284045,-0.9867076112705156,0.9716539841675742,-0.19383189671135906,0,647,141,0.05041899113790405,PASS_DESCRIPTIVE_CHECK,,,2,0.002466091245376079,,,,not applicable,NOT_APPLICABLE,0.2707480070646998,21.05059425113353,0,,,PASS,0.28576970110285765,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,TRUE,TRUE,FALSE,2.369802132307086e-5,,10,10,TRUE,25.67624031160055,,811,-2.6004681351146086e-15,0.4670694134582487,-1.4248227115004646,0.9554652947729091,-0.2146380092531633,0,647,141,0.03444416863330705,PASS_DESCRIPTIVE_CHECK,,,2,0.002466091245376079,,,,not applicable,NOT_APPLICABLE,1.976435367618779,759.9757803493337,0,,,PASS,0.3716498747357805,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,TRUE,TRUE,FALSE,1.7049686107384332e-5,,10,10,TRUE,25.67624031160055,,811,2.128726021321971e-16,0.18968530335821826,0.6913408282853657,0.9826831336699337,0.3678506844237521,0,647,141,-0.07046441303647352,PASS_DESCRIPTIVE_CHECK,,,121,0.14919852034525277,,,,not applicable,NOT_APPLICABLE,0.003988908626760684,1.325136084645302,0,,,PASS,0.21553120967920042,,,acceptable with specified limitations,RESIDUAL_SPREAD_REVIEW
