run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,predictor,deleted_participant,observations_after_deletion,participants_after_deletion,estimate_model_after_deletion,conf_low_model_after_deletion,conf_high_model_after_deletion,estimate_change_from_full,change_in_full_standard_errors,sign_reversal,converged,positive_definite_hessian,singular,warnings,error,deletion_status
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,age,FUSPCEU:FUSPCEU_S004,897,153,0.2884023780981578,0.18321173749325986,0.3935930187030557,0.01695751588046618,0.311305150421907,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,UCR:UCR_S025,896,153,-0.18138735258641803,-0.41352534999507323,0.05075064482223718,-0.0075384169231816345,0.06416644299611167,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,age,THUAS:THUAS_S001,812,153,0.13986139507274872,0.053014023921028636,0.2267087662244688,-0.006315454174039836,0.1421259994107009,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,THUAS:THUAS_S001,812,153,-0.12646540006662435,-0.305042819945412,0.05211201981216329,-0.011041150923033427,0.12019576864055911,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,age,BAUA:BAUA_S017,737,152,-0.0979015578009897,-0.20621215299789034,0.010409037395910925,0.007453615535965644,0.13545334677640775,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,biological_sex,BAUA:BAUA_S017,737,152,0.027303887422994427,-0.18876359711310034,0.24337137195908917,0.014964795966482907,0.13587116225012927,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,age,BAUA:BAUA_S025,857,153,0.012481729589499087,-0.015584563770547092,0.040548022949545265,-1.1669541916203494e-5,8.164354105410947e-4,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,BAUA:BAUA_S025,857,153,0.05384705397025242,-0.0015359418313652604,0.10923004977187009,-0.0013230042357918956,0.04711986386404986,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,age,BAUA:BAUA_S012,896,153,0.07196023669264433,0.03722756812408135,0.10669290526120731,0.0011156413902461831,0.06310882929525784,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,biological_sex,BAUA:BAUA_S012,896,153,-0.06069381546379191,-0.13281435387952176,0.011426722951937938,0.0016557484695361238,0.045298511347325286,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,KNUST:KNUST_S007,898,153,-1.1549063023244768,-11.000474242505483,8.690661637856529,-0.052246059038812076,0.010399137062800481,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,KNUST:KNUST_S007,898,153,6.881270642995569,-12.661487133489667,26.424028419480805,-0.8128500482151271,0.08180294926154909,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,participant_day,gaussian,clock_minutes_after_16,difference,clock time,age,THUAS:THUAS_S002,897,153,-0.2641457975161791,-9.766624302889772,9.238332707857415,-1.0202112365553668,0.20448785579549886,TRUE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,participant_day,gaussian,clock_minutes_after_16,difference,clock time,biological_sex,THUAS:THUAS_S002,897,153,2.2802850740790244,-16.597862220410516,21.158432368568565,-3.147914902905916,0.31876550488810057,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,KNUST:KNUST_S007,827,153,-2.4664738051703354,-11.638760548376371,6.7058129380357014,-0.11115036919837218,0.023660261187110326,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,KNUST:KNUST_S007,827,153,-14.982459199575372,-33.20977139063034,3.2448529914795916,-1.3728037803198863,0.14730993474777443,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,KNUST:KNUST_S007,799,153,-15.514886226681583,-29.266288426582445,-1.76348402678072,-0.10327560368509126,0.014612709502547876,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,KNUST:KNUST_S007,799,153,-6.2362363344335865,-34.27195846845837,21.799485799591203,-2.3329543289496955,0.16250164790297686,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,UCR:UCR_S020,781,153,8.522561457023462,-5.5082164473157516,22.553339361362674,0.4193180305783617,0.05895826414471568,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,UCR:UCR_S020,781,153,-21.062487219235795,-48.80318737856551,6.678212940093918,-0.8354605246467699,0.059331665573110044,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,age,THUAS:THUAS_S007,846,153,0.1408453383968521,0.08003084977110671,0.2016598270225975,-0.0038717273661984797,0.12425745022794853,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,biological_sex,THUAS:THUAS_S007,846,153,-0.08308105823789627,-0.21168164071309337,0.045519524237300824,-0.008993861308918619,0.13596223636054017,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,age,UCR:UCR_S020,726,151,0.01111484343718002,-0.02669562238211229,0.04892530925647233,0.001630207899814981,0.08580071188377177,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__chest__all_available,primary,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,biological_sex,UCR:UCR_S020,726,151,-0.0379122203601822,-0.1127884016517235,0.036963960931359105,-0.0034046977491522523,0.09033922287643907,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,age,MPI:MPI_S201,140,140,0.059449418396362266,-0.016179746192376762,0.13507858298510128,0.0041723235300339945,0.10634963820012225,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,biological_sex,MPI:MPI_S201,140,140,0.08594280111986953,-0.053693316948106154,0.22557891918784523,0.019240697666235068,0.2664232969269015,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,age,FUSPCEU:FUSPCEU_S004,140,140,-0.06734563841059761,-0.13837884347144613,0.003687566650250898,-0.010328609126280877,0.2846241779720881,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,biological_sex,FUSPCEU:FUSPCEU_S004,140,140,-0.018461637197835556,-0.15028783676818022,0.11336456237250911,-0.016623360469911308,0.2475972627282132,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,THUAS:THUAS_S010,810,140,0.04925101068431138,-0.007643740115562049,0.10614576148418481,7.432712114888163e-4,0.02584093442500905,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,THUAS:THUAS_S010,810,140,-0.10759370615844581,-0.21143727056817443,-0.003750141748717184,-5.456802815509559e-4,0.010376587340891674,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,THUAS:THUAS_S007,810,140,0.11626303625985554,0.03554463924636679,0.19698143327334428,-0.0022897341363758705,0.055891626003875504,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,THUAS:THUAS_S007,810,140,-0.16812703112755512,-0.3185351346201861,-0.01771892763492411,-0.007567348150698372,0.09891345179372574,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,UCR:UCR_S003,811,140,-0.04081895530207493,-0.08353962274535107,0.0019017121412012034,0.00214840659381621,0.09805311089278437,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,UCR:UCR_S003,811,140,-0.05461186862762272,-0.13400144286416385,0.02477770560891842,0.008071673774820591,0.19961915727157778,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,age,FUSPCEU:FUSPCEU_S004,811,140,0.2556382517972143,0.12356030760218131,0.38771619599224727,0.01674694464861523,0.24743353353464886,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,BAUA:BAUA_S012,810,140,-0.2804087039282727,-0.535853129933553,-0.024964277922992384,0.019439042855503963,0.14901028398263313,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,age,THUAS:THUAS_S001,731,140,0.10478830779920383,-0.009196323807974582,0.21877293940638223,-0.007717632494863458,0.1324300942803917,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,THUAS:THUAS_S002,735,140,-0.20943921385310685,-0.42302489612763483,0.004146468421421107,-0.0024896164308730873,0.02302704498491169,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,age,MPI:MPI_S230,650,138,-0.05032726231393861,-0.1883686512567885,0.08771412662891129,0.0015487846390749502,0.021966513005580994,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,biological_sex,MPI:MPI_S230,650,138,-0.044685340943719065,-0.2978099511547819,0.2084392692673438,0.012610191222122112,0.09804602450437075,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,age,BAUA:BAUA_S025,774,140,0.011488353371523617,-0.025393530360442722,0.048370237103489956,-1.7296101544896775e-4,0.009234466118022951,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,BAUA:BAUA_S025,774,140,0.04908057816139276,-0.018236456308216922,0.11639761263100244,-5.12879441967963e-4,0.015056532856144118,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,age,THUAS:THUAS_S002,810,140,0.05616203370025002,0.0088915630011515,0.10343250439934853,-0.002066239749182082,0.08596219385026596,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,biological_sex,THUAS:THUAS_S002,810,140,-0.07982661392096396,-0.16757594830897898,0.007922720467051059,-0.005990435840402958,0.13396035199330505,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,KNUST:KNUST_S008,811,140,3.7949733606691525,-7.545500035777396,15.1354467571157,-0.029663789135175644,0.005092135872826181,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,KNUST:KNUST_S008,811,140,1.9492122844157134,-19.020021896467945,22.91844646529937,1.4512881983056032,0.13511313157344032,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,participant_day,gaussian,clock_minutes_after_16,difference,clock time,age,KNUST:KNUST_S008,811,140,-3.0943964630441836,-14.569250435943095,8.380457509854727,-0.018913891478953726,0.003214893125140399,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,participant_day,gaussian,clock_minutes_after_16,difference,clock time,biological_sex,KNUST:KNUST_S008,811,140,5.072070472917171,-16.090566852817084,26.234707798651428,-1.34561060754472,0.12445488395909361,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,THUAS:THUAS_S010,737,140,1.6535892254527684,-9.04631472645431,12.353493177359846,-0.5887597973154539,0.10831566486250288,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,THUAS:THUAS_S010,737,140,-9.885910254908339,-29.627311663730964,9.855491153914286,-1.0003943680503387,0.0994756069456906,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,TUM:TUM_S005,721,139,-2.8706577189086233,-19.86691659344289,14.125601155625644,-0.0763097225104028,0.008836333064158533,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,TUM:TUM_S005,721,139,12.768901970235403,-18.95469039169795,44.492494332168754,-0.3144883822758491,0.019548177639331695,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,THUAS:THUAS_S015,682,140,0.6470410128636688,-16.251459650381737,17.54554167610907,0.19411090988910323,0.02263325526682065,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,THUAS:THUAS_S015,682,140,-17.585012891315035,-48.782732368665634,13.612706586035564,0.57554714579679,0.03645748629473761,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,age,THUAS:THUAS_S007,756,140,0.11143189873456709,0.03456290598543792,0.18830089148369628,-0.004223320088639182,0.10755004978936539,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,biological_sex,THUAS:THUAS_S007,756,140,-0.12651086275643794,-0.27122245543325246,0.01820072992037658,-0.010852053032634118,0.14631365685606473,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,age,RISE:RISE_S001,696,136,0.009898540073240574,-0.005825329157029456,0.025622409303510604,-9.313469738624711e-4,0.11601906625522584,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,biological_sex,RISE:RISE_S001,696,136,-0.014238487626065388,-0.04350750112123708,0.015030525869106307,-0.0026709056297426516,0.17846909724611187,FALSE,TRUE,TRUE,FALSE,,,PASS_DESCRIPTIVE_CHECK
