"parameter","estimate","standard_error","model_id","sample_id","component","term"
"beta_mu",-0.0271197098111826,0.0834277183738517,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","mean","target_state1:site4:day_type1"
"beta_mu",-0.274550401306342,0.111533535911119,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","mean","target_state1:site5:day_type1"
"beta_mu",0.0391979470662184,0.124844783470259,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","mean","target_state1:site6:day_type1"
"beta_mu",0.0169708760175487,0.104395614041392,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","mean","target_state1:site7:day_type1"
"beta_mu",0.142528638965322,0.199788583358891,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","mean","target_state1:site8:day_type1"
"beta_zero",-5.05882675537108,0.587305760383457,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","extra_all_zero","(Intercept)"
"beta_zero",0.237914689721338,0.585944875707997,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","extra_all_zero","target_state1"
"beta_zero",-0.193960731647882,0.414785355440758,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","extra_all_zero","day_type1"
"beta_one",-2.51030744585015,0.229711324562623,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","extra_all_one","(Intercept)"
"beta_one",0.23846900104182,0.221194276929468,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","extra_all_one","target_state1"
"beta_one",-0.257321846017486,0.196033188179607,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","extra_all_one","day_type1"
"beta_one",0.158552340920329,0.201088511165235,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","extra_all_one","target_state1:day_type1"
"beta_disp",1.19403435639533,0.0600704239205218,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","dispersion","(Intercept)"
"beta_disp",0.350728810115446,0.0671577472074675,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","dispersion","target_state1"
"log_sd_mu_part",-0.23039433737511,0.0938323567517254,"CS-ANY-F3-R3-EQUALDAY","primary_any_valid","random_standard_deviation","log_sd_participant"
