"parameter","estimate","standard_error","model_id","sample_id","component","term"
"beta_mu",-0.0738325870564721,0.0242111272498382,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:wake_free_fraction_centered_10pp"
"beta_mu",0.245944230126633,0.155028272296393,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site1:day_type1"
"beta_mu",0.142645990741032,0.128803866391632,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site2:day_type1"
"beta_mu",-0.168264240038273,0.104577999100193,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site3:day_type1"
"beta_mu",-0.0291965972022371,0.0821100777654325,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site4:day_type1"
"beta_mu",-0.290630837527512,0.111908184677145,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site5:day_type1"
"beta_mu",0.100959013114867,0.119817428122021,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site6:day_type1"
"beta_mu",0.0352799838701487,0.100817940970032,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site7:day_type1"
"beta_mu",0.0846331573208206,0.188420085104649,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site8:day_type1"
"beta_zero",-5.24435857722815,0.775668137002626,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","extra_all_zero","(Intercept)"
"beta_zero",0.542434931083486,0.780545270032539,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","extra_all_zero","target_state1"
"beta_zero",-0.138683509643966,0.398645721531694,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","extra_all_zero","day_type1"
"beta_one",-2.50813175336769,0.215227420739063,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","extra_all_one","(Intercept)"
"beta_one",0.331216459086707,0.210353707777637,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","extra_all_one","target_state1"
"beta_one",-0.440288648728316,0.192036750617874,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","extra_all_one","day_type1"
"beta_one",0.061224274609595,0.194802126209295,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","extra_all_one","target_state1:day_type1"
"beta_disp",1.20676997114531,0.0568199777406571,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","dispersion","(Intercept)"
"beta_disp",0.359239158355494,0.0649848077731528,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","dispersion","target_state1"
"log_sd_mu_part",-0.24734250893955,0.0876762500689792,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","random_standard_deviation","log_sd_participant"
