"parameter","estimate","standard_error","model_id","sample_id","component","term"
"beta_mu",-0.0841415525666653,0.0285427325634988,"CS-80-F3-R3-EQUALDAY","support_80","mean","target_state1:wake_between_centered_10pp"
"beta_mu",-0.0812448630423984,0.0342363765642296,"CS-80-F3-R3-EQUALDAY","support_80","mean","target_state1:wake_free_fraction_centered_10pp"
"beta_mu",0.13756978931173,0.114175726849025,"CS-80-F3-R3-EQUALDAY","support_80","mean","target_state1:site1:day_type1"
"beta_mu",0.244020367173211,0.152157171300293,"CS-80-F3-R3-EQUALDAY","support_80","mean","target_state1:site2:day_type1"
"beta_mu",-0.0595967669820593,0.113465513514072,"CS-80-F3-R3-EQUALDAY","support_80","mean","target_state1:site3:day_type1"
"beta_mu",-0.0379669219587955,0.0867637314140113,"CS-80-F3-R3-EQUALDAY","support_80","mean","target_state1:site4:day_type1"
"beta_mu",-0.151680662803796,0.121959050694355,"CS-80-F3-R3-EQUALDAY","support_80","mean","target_state1:site5:day_type1"
"beta_mu",0.0719523729765416,0.124430085335081,"CS-80-F3-R3-EQUALDAY","support_80","mean","target_state1:site6:day_type1"
"beta_mu",0.0879249191752151,0.122477836897836,"CS-80-F3-R3-EQUALDAY","support_80","mean","target_state1:site7:day_type1"
"beta_mu",0.13183145550845,0.205490981133035,"CS-80-F3-R3-EQUALDAY","support_80","mean","target_state1:site8:day_type1"
"beta_zero",-4.82869960083078,0.410419585988722,"CS-80-F3-R3-EQUALDAY","support_80","extra_all_zero","(Intercept)"
"beta_zero",0.0867209649621325,0.40892942340901,"CS-80-F3-R3-EQUALDAY","support_80","extra_all_zero","target_state1"
"beta_zero",-0.215672960902024,0.376136428387651,"CS-80-F3-R3-EQUALDAY","support_80","extra_all_zero","day_type1"
"beta_one",-2.79603788639978,0.251007304879102,"CS-80-F3-R3-EQUALDAY","support_80","extra_all_one","(Intercept)"
"beta_one",0.415749297387419,0.240864172703373,"CS-80-F3-R3-EQUALDAY","support_80","extra_all_one","target_state1"
"beta_one",-0.125596753322738,0.229260863441297,"CS-80-F3-R3-EQUALDAY","support_80","extra_all_one","day_type1"
"beta_one",0.122777346997607,0.237417995167892,"CS-80-F3-R3-EQUALDAY","support_80","extra_all_one","target_state1:day_type1"
"beta_disp",1.22393774709336,0.061659817415069,"CS-80-F3-R3-EQUALDAY","support_80","dispersion","(Intercept)"
"beta_disp",0.358641256724397,0.0661811841316277,"CS-80-F3-R3-EQUALDAY","support_80","dispersion","target_state1"
"log_sd_mu_part",-0.179782520558631,0.0912485208967431,"CS-80-F3-R3-EQUALDAY","support_80","random_standard_deviation","log_sd_participant"
