"parameter","estimate","standard_error","model_id","sample_id","component","term"
"beta_mu",-0.0574729427521928,0.0870083415585603,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site4"
"beta_mu",-0.271425860076455,0.129969271328885,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site5"
"beta_mu",0.756077879871676,0.121715519799254,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site6"
"beta_mu",-0.443419386612766,0.120263590309009,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site7"
"beta_mu",-0.316021619989507,0.192566031913953,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site8"
"beta_mu",0.238358371335478,0.0559584018055959,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:day_type1"
"beta_mu",0.443583081373942,0.136412460137132,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site1:day_type1"
"beta_mu",-0.0821204409327265,0.153496444078517,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site2:day_type1"
"beta_mu",-0.0262633249406867,0.117201032582783,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site3:day_type1"
"beta_mu",-0.0329945658843751,0.0901930005519427,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site4:day_type1"
"beta_mu",-0.0538166381359406,0.12638060117123,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site5:day_type1"
"beta_mu",0.0148728409542522,0.124692442023579,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site6:day_type1"
"beta_mu",-0.0603997619286022,0.118319617702083,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site7:day_type1"
"beta_mu",-0.0608494847044531,0.206733994105646,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site8:day_type1"
"beta_mu",0.0144663774453719,0.0314177268883175,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:wake_within_10pp"
"beta_mu",-0.067309885221986,0.0273624002164658,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:wake_between_centered_10pp"
"beta_mu",-0.106840195611589,0.0264654772542739,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:wake_free_fraction_centered_10pp"
"beta_mu",0.203701153825679,0.148093089838963,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site1:day_type1"
"beta_mu",0.210077834085238,0.148066962273188,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site2:day_type1"
"beta_mu",-0.135918349064557,0.110762354402316,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site3:day_type1"
"beta_mu",-0.065620175494582,0.0852957272992442,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site4:day_type1"
"beta_mu",-0.16359919811405,0.123138567211517,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site5:day_type1"
"beta_mu",0.121227502017717,0.119491161493908,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site6:day_type1"
"beta_mu",0.0972641264056562,0.119303187550312,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site7:day_type1"
"beta_mu",0.0574459633766866,0.192144528743422,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site8:day_type1"
"beta_zero",-4.86934697899957,0.47202901726834,"CS-80-F3-R3-Q2-Q1-D0","support_80","extra_all_zero","(Intercept)"
"beta_zero",0.250638915530947,0.472581459255924,"CS-80-F3-R3-Q2-Q1-D0","support_80","extra_all_zero","target_state1"
"beta_zero",-0.151998997023725,0.369336713230579,"CS-80-F3-R3-Q2-Q1-D0","support_80","extra_all_zero","day_type1"
"beta_one",-2.75462360833367,0.25204569058141,"CS-80-F3-R3-Q2-Q1-D0","support_80","extra_all_one","(Intercept)"
"beta_one",0.587968857418948,0.244975215623333,"CS-80-F3-R3-Q2-Q1-D0","support_80","extra_all_one","target_state1"
"beta_one",-0.295556113785403,0.226131359415477,"CS-80-F3-R3-Q2-Q1-D0","support_80","extra_all_one","day_type1"
"beta_one",-0.00184763847077832,0.234339941150137,"CS-80-F3-R3-Q2-Q1-D0","support_80","extra_all_one","target_state1:day_type1"
"beta_disp",1.24096042311999,0.0605755181312856,"CS-80-F3-R3-Q2-Q1-D0","support_80","dispersion","(Intercept)"
"beta_disp",0.379709112971593,0.0659201127797339,"CS-80-F3-R3-Q2-Q1-D0","support_80","dispersion","target_state1"
"log_sd_mu_part",-0.211993603717446,0.0888936545931773,"CS-80-F3-R3-Q2-Q1-D0","support_80","random_standard_deviation","log_sd_participant"
