"parameter","estimate","standard_error","model_id","sample_id","component","term"
"beta_mu",0.0133581713130399,0.0300677601946979,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:wake_within_10pp"
"beta_mu",-0.0521895299654042,0.0258414514506859,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:wake_between_centered_10pp"
"beta_mu",-0.0738325870525483,0.0242111272862674,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:wake_free_fraction_centered_10pp"
"beta_mu",0.245944230126641,0.155028274022235,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:site1:day_type1"
"beta_mu",0.142645990740919,0.128803866163396,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:site2:day_type1"
"beta_mu",-0.168264240038389,0.104577999448588,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:site3:day_type1"
"beta_mu",-0.0291965972023481,0.0821100779840789,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:site4:day_type1"
"beta_mu",-0.290630837527192,0.111908184975565,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:site5:day_type1"
"beta_mu",0.100959013114912,0.119817428291083,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:site6:day_type1"
"beta_mu",0.0352799838697687,0.10081794146125,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:site7:day_type1"
"beta_mu",0.0846331573207148,0.188420085706448,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","mean","target_state1:site8:day_type1"
"beta_zero",-5.24435857722796,0.775668138709123,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","extra_all_zero","(Intercept)"
"beta_zero",0.54243493108365,0.780545271794113,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","extra_all_zero","target_state1"
"beta_zero",-0.138683509643931,0.398645721525959,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","extra_all_zero","day_type1"
"beta_one",-2.50813175336775,0.215227421359016,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","extra_all_one","(Intercept)"
"beta_one",0.331216459086828,0.210353709101894,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","extra_all_one","target_state1"
"beta_one",-0.440288648728438,0.192036751529901,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","extra_all_one","day_type1"
"beta_one",0.0612242746092509,0.194802127063698,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","extra_all_one","target_state1:day_type1"
"beta_disp",1.20676997114555,0.0568199782727997,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","dispersion","(Intercept)"
"beta_disp",0.359239158355355,0.064984808264485,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","dispersion","target_state1"
"log_sd_mu_part",-0.247342508939393,0.0876762504751035,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","random_standard_deviation","log_sd_participant"
"log_sd_day",-9.06992186772672,424.414225490315,"CS-ANY-F3-R0-Q2-Q1-D0","primary_any_valid","random_standard_deviation","log_sd_association_cycle"
