"parameter","estimate","standard_error","model_id","sample_id","component","term"
"beta_mu",-0.0745847675279202,0.0292405859910282,"CS-80-F3-R3-COMPLETE","support_80","mean","target_state1:wake_between_centered_10pp"
"beta_mu",-0.131070383620852,0.0294015601365127,"CS-80-F3-R3-COMPLETE","support_80","mean","target_state1:wake_free_fraction_centered_10pp"
"beta_mu",0.101690373038703,0.153334834647732,"CS-80-F3-R3-COMPLETE","support_80","mean","target_state1:site1:day_type1"
"beta_mu",0.0997731304892547,0.163123828677831,"CS-80-F3-R3-COMPLETE","support_80","mean","target_state1:site2:day_type1"
"beta_mu",-0.108813290492077,0.120206352789034,"CS-80-F3-R3-COMPLETE","support_80","mean","target_state1:site3:day_type1"
"beta_mu",-0.0421397936914452,0.0913944856682835,"CS-80-F3-R3-COMPLETE","support_80","mean","target_state1:site4:day_type1"
"beta_mu",-0.148270151671323,0.132356002205997,"CS-80-F3-R3-COMPLETE","support_80","mean","target_state1:site5:day_type1"
"beta_mu",0.238320105909578,0.143900063462274,"CS-80-F3-R3-COMPLETE","support_80","mean","target_state1:site6:day_type1"
"beta_mu",0.111473003354729,0.121487336516362,"CS-80-F3-R3-COMPLETE","support_80","mean","target_state1:site7:day_type1"
"beta_mu",0.104468988739582,0.206307715395795,"CS-80-F3-R3-COMPLETE","support_80","mean","target_state1:site8:day_type1"
"beta_zero",-5.36739768570986,0.746158313201082,"CS-80-F3-R3-COMPLETE","support_80","extra_all_zero","(Intercept)"
"beta_zero",-0.219070442180338,0.507419497344808,"CS-80-F3-R3-COMPLETE","support_80","extra_all_zero","target_state1"
"beta_zero",0.458248127701083,0.73609851144475,"CS-80-F3-R3-COMPLETE","support_80","extra_all_zero","day_type1"
"beta_one",-2.46584884729462,0.272013680616382,"CS-80-F3-R3-COMPLETE","support_80","extra_all_one","(Intercept)"
"beta_one",0.862056478576692,0.233123719228096,"CS-80-F3-R3-COMPLETE","support_80","extra_all_one","target_state1"
"beta_one",-0.324351360186008,0.236748243364497,"CS-80-F3-R3-COMPLETE","support_80","extra_all_one","day_type1"
"beta_one",-0.037976165131708,0.236621709716726,"CS-80-F3-R3-COMPLETE","support_80","extra_all_one","target_state1:day_type1"
"beta_disp",1.38000000106565,0.0727105560181247,"CS-80-F3-R3-COMPLETE","support_80","dispersion","(Intercept)"
"beta_disp",0.491289035237772,0.0752300549840104,"CS-80-F3-R3-COMPLETE","support_80","dispersion","target_state1"
"log_sd_mu_part",-0.239326332346369,0.100539183570832,"CS-80-F3-R3-COMPLETE","support_80","random_standard_deviation","log_sd_participant"
