run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,wald_p_raw,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,effect_status,statistic,df,p_raw,p_adjusted,family_rank,family_observed_tests,comparison_status,diagnostic_status,model_adequacy,specified_limitations,observations,participants,participant_days,represented_days,sites,leba_participant_mean,leba_participant_sd,model_frame_hash,reader_inference_status,reader_placement,display_unit,metric_display,factor_display,effect_label,effect_fill
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.00176288356508806,0.00597503346342585,-0.01347373395982435,0.00994796682964822,0.7679620843259574,ratio,0.995949037955788,0.969451899777054,1.0231703980704676,-0.00733379753837284,0.0248568235438617,-0.05605227645440903,0.04138468137766334,0.9832550881188686,0.8789167143929151,1.0999797278624122,wald_normal,PASS,0.09356471043736292,1,0.759693355703468,0.9063008454006284,57,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,902,154,902,902,8,12.629870129870133,4.160114532582007,406e19da4e5ce22808141b35056aeda5eb281d0f5e4ea229037ba01312dfad03,retained_for_inference,Chest,lx,Mean melEDI,F4: Controlling and using ambient light before bedtime,×0.98,-0.00733379753837284
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.00294661438152593,0.00692122762410162,-0.01651197125356884,0.01061874249051696,0.6703003722023224,ratio,0.9932381346445178,0.9626934761255566,1.0247519242391303,-0.01090391331042046,0.02561192482058315,-0.0611023635335109,0.03929453691266998,0.9752053758742534,0.8687556388001725,1.094698535076553,wald_normal,PASS,0.1939486116119724,1,0.6596503422088222,0.8442956331248958,53,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,902,154,902,902,8,12.11038961038961,3.7004887299754983,c125be82fe8506630dd46549aa5ee29a89d0464477bae504d159558f7839278c,retained_for_inference,Chest,lx,Mean melEDI,F5: Using light in the morning and during daytime,×0.98,-0.01090391331042046
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.01057698716452026,0.00929104218949162,-0.00763312090572548,0.028787095234766,0.2549505859809665,ratio,1.024653404005648,0.9825776449615824,1.068530923458382,0.04227409926244685,0.03713443475545384,-0.0305080554444951,0.1150562539693888,1.102234751056019,0.9321631800956792,1.3033355879931048,wald_normal,PASS,1.382068134030078,1,0.2397491828098501,0.6645697178158566,24,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,902,154,902,902,8,15.551948051948052,3.996799712894827,50804f5990d8f67a62f4cf947d3df62feffb97d8ad8f1a6392c86d5c29a66916,retained_for_inference,Chest,lx,Brightest 10 h mean,F2: Spending time outdoors,×1.10,0.04227409926244685
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.01978849883382251,0.01112669250699458,-0.04159641541458356,0.00201941774693854,0.07532654721811942,ratio,0.9554577801342063,0.9086645488744102,1.004660708673868,-0.06309301649698998,0.035475990361677,-0.13262467992176694,0.006438646927787,0.8647826811689973,0.736843607391163,1.0149359757596896,wald_normal,PASS,3.3070793316530853,1,0.06898199147919883,0.5726074326129581,7,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,902,154,902,902,8,13.935064935064934,3.188368002384869,9b727a18139efaa389395e78e679b12127194a93ec3aaaf86cef1ddc21e2c269,retained_for_inference,Chest,lx,Brightest 10 h mean,F3: Using phones and smartwatches in bed before sleep,×0.86,-0.06309301649698998
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,0.00114324324394591,0.0086426418760538,-0.01579602356439721,0.01808251005228904,0.8947633223674454,ratio,1.002635882697419,0.9642818145128358,1.0425154743588203,0.00475602283341561,0.03595438006847323,-0.06571326718725667,0.0752253128540879,1.011011330582958,0.8595808524311123,1.1891189847659371,wald_normal,PASS,0.01796716169837964,1,0.89336964625206,0.9681104338834028,62,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,902,154,902,902,8,12.629870129870133,4.160114532582007,8667d078950d3905983860e2539687590f8d46230852acf8b612a70b0a10987b,retained_for_inference,Chest,lx,Brightest 10 h mean,F4: Controlling and using ambient light before bedtime,×1.01,0.00475602283341561
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.00607995982843776,0.00999904250383297,-0.0256777230158356,0.01351780335896007,0.5431515245382679,ratio,0.9860979141806976,0.9425888041033128,1.0316153683541345,-0.0224988228238377,0.03700134409597992,-0.0950201246315321,0.05002247898385669,0.949513572901095,0.8034888887112092,1.1220765312256216,wald_normal,PASS,0.3953146724156795,1,0.5295189298046828,0.8080773567946886,44,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,902,154,902,902,8,12.11038961038961,3.7004887299754983,7565688a45e493795cf784b43bd92fc16efc90effc1d0d9fe0f787aefbdd2f02,retained_for_inference,Chest,lx,Brightest 10 h mean,F5: Using light in the morning and during daytime,×0.95,-0.0224988228238377
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,-0.00369361341860191,0.00492773814164749,-0.01335180270147533,0.00596457586427149,0.45352243708048273,ratio,0.991531204805849,0.9697241184908152,1.0138286873113906,-0.01476263305101262,0.01969518238975758,-0.053364481203885,0.02383921510185973,0.9665790257562438,0.8843730890756132,1.0564263256907056,wald_normal,PASS,0.5938357110669017,1,0.44093969436571406,0.7609605482613212,38,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_GAUSSIAN_MISFIT,902,154,902,902,8,15.551948051948052,3.996799712894827,a834a33dc6e8ad774f9c2c65431c83d8059bc66c4c22c577a7b35b1d0186e8fa,retained_for_inference,Chest,lx,Darkest 10 h mean,F2: Spending time outdoors,×0.97,-0.01476263305101262
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.00489106231293306,0.00589916301346388,-0.01645320935825305,0.00667108473238691,0.40704146868478186,ratio,0.9888010927314398,0.962823741470514,1.015479322823524,-0.01559450657622632,0.01880870259298054,-0.05245888625439331,0.02126987310194067,0.9647293547536194,0.886219116189149,1.0501948230652831,wald_normal,PASS,0.7233171010254011,1,0.3950579907448207,0.7609605482613212,34,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_GAUSSIAN_MISFIT,902,154,902,902,8,13.935064935064934,3.188368002384869,1fbdf9c05f64f183aea568cd18ab463e9a1347a7ce7e06fec82b7fb7dbd70277,retained_for_inference,Chest,lx,Darkest 10 h mean,F3: Using phones and smartwatches in bed before sleep,×0.96,-0.01559450657622632
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.00371173535500793,0.0045622480302148,-0.01265357718276776,0.00523010647275188,0.4158879101297911,ratio,0.9914898317483865,0.9712844208418046,1.0121155712643264,-0.01544124419146695,0.01897947433174025,-0.05264033032718025,0.02175784194424633,0.9650698675164644,0.8858489396683417,1.0513754743974109,wald_normal,PASS,0.7038079062827194,1,0.4015071331117731,0.7609605482613212,35,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_GAUSSIAN_MISFIT,902,154,902,902,8,12.629870129870133,4.160114532582007,71127aad4895c723c562cc8cf101969e7fb54058f6db4cc894851aef5aeb8ad6,retained_for_inference,Chest,lx,Darkest 10 h mean,F4: Controlling and using ambient light before bedtime,×0.97,-0.01544124419146695
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.00143280419846767,0.00529845941210684,-0.01181759381974435,0.00895198542280899,0.7868379096251837,ratio,0.99670628263867,0.9731558690164012,1.020826617277128,-0.00530207578869122,0.01960688934073396,-0.04373087274539206,0.03312672116800962,0.987865740477672,0.9042096283657138,1.0792615900068676,wald_normal,PASS,0.07762309293616454,1,0.7805447424921897,0.9066665009573428,58,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_GAUSSIAN_MISFIT,902,154,902,902,8,12.11038961038961,3.7004887299754983,2fbdbfa98e37d98a87130cf303b4c94052d13471e53b0b0f1869c8810f5159bf,retained_for_inference,Chest,lx,Darkest 10 h mean,F5: Using light in the morning and during daytime,×0.99,-0.00530207578869122
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.04342027610040176,0.01510208455338675,0.01382073428428506,0.07301981791651845,0.00403876446354032,ratio,1.0443767292074588,1.0139166821461054,1.0757518558639283,0.17354214705189985,0.06036000720708957,0.05523870681942624,0.2918455872843735,1.189510820087385,1.056792848228955,1.3388962590693234,wald_normal,PASS,7.951870252921708,1,0.0048037708423207,0.2241105483429365,1,68,PASS,PASS,acceptable,,902,154,902,902,8,15.551948051948052,3.996799712894827,f1365736ac7df7f0436d6e95aab1e8d91bb763d1559bb7dcb33c0d49585f7e68,retained_for_inference,Chest,h,"Time above 1,000 lx melEDI",F2: Spending time outdoors,×1.19,0.17354214705189985
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.02350328039869394,0.01851078833559378,-0.05978375886190189,0.01277719806451399,0.20418896310308896,ratio,0.9767707704660286,0.9419682038389616,1.0128591752338048,-0.07493710717427525,0.05901920522812629,-0.1906126238175808,0.04073840946903031,0.9278018365728424,0.8264526742322233,1.0415796025436543,wald_normal,PASS,1.6037228415952995,1,0.2053764267282145,0.6645697178158566,18,68,PASS,PASS,acceptable,,902,154,902,902,8,13.935064935064934,3.188368002384869,353f8444bc756f0c710e6854dc9558c42068edf8407ed74ac2b293999e44a3e2,retained_for_inference,Chest,h,"Time above 1,000 lx melEDI",F3: Using phones and smartwatches in bed before sleep,×0.93,-0.07493710717427525
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.00565668976550522,0.01443582618634374,-0.03395038917781916,0.02263700964680871,0.6951684715639732,ratio,0.994359279179402,0.9666194582340472,1.0228951710702834,-0.02353247729978619,0.06005469030763652,-0.14123750740546037,0.094172552805888,0.976742252202778,0.8682830635482774,1.0987493218392257,wald_normal,PASS,0.15360832360647692,1,0.6951106912578832,0.8594095819188373,55,68,PASS,PASS,acceptable,,902,154,902,902,8,12.629870129870133,4.160114532582007,e27e0cd2dae3509fbb33fa20d0244137250d12ae6900913573e83cbf202e7b56,retained_for_inference,Chest,h,"Time above 1,000 lx melEDI",F4: Controlling and using ambient light before bedtime,×0.98,-0.02353247729978619
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-0.04303378049572252,0.0165691966523194,-0.07550880918703018,-0.01055875180441486,0.00939828386541943,ratio,0.9578790318919568,0.9272715619894024,0.98949679613787,-0.1592460197326606,0.06131412547665572,-0.27941949741047556,-0.03907254205484564,0.8527865308449253,0.7562226032426388,0.9616809443041492,wald_normal,PASS,6.655102187420653,1,0.00988723007395308,0.2241105483429365,3,68,PASS,PASS,acceptable,,902,154,902,902,8,12.11038961038961,3.7004887299754983,9f82748d41651b83621d00aeb6e3b29af7ff1b590f28e3f2a3a27bc84d05898f,retained_for_inference,Chest,h,"Time above 1,000 lx melEDI",F5: Using light in the morning and during daytime,×0.85,-0.1592460197326606
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.01467699088972785,0.01209017108860966,-0.0090193090108745,0.03837329079033021,0.22476278447953915,ratio,1.014785226798043,0.9910212429481804,1.0391190540618942,0.05866099297422426,0.04832199233580445,-0.03604837166517295,0.15337035761362147,1.060415691429094,0.9645936333543574,1.1657566458516615,wald_normal,PASS,1.4648107677739972,1,0.22616622574419107,0.6645697178158566,23,68,PASS,PASS,acceptable,,818,154,818,818,8,15.551948051948052,3.996799712894827,d7cde94eaac41721ea6f9f103b19e541d75f72a373436cf38f4f025c4f69f993,retained_for_inference,Chest,h,Time above 250 lx melEDI during wake,F2: Spending time outdoors,×1.06,0.05866099297422426
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.01984153246141628,0.0143550537393484,-0.04797692078667617,0.00829385586384361,0.16691078803715015,ratio,0.9803540152858428,0.9531557849093482,1.0083283451702296,-0.06326210721826035,0.04576919401505372,-0.1529680790891918,0.0264438646526711,0.9386974020771224,0.8581571145309036,1.0267966060597256,wald_normal,PASS,1.9007453782182893,1,0.16799491122960566,0.6645697178158566,13,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_TWEEDIE_DIAGNOSTIC,818,154,818,818,8,13.935064935064934,3.188368002384869,7d3e3472a3d6c1890b2ad8b30cfd676ddedf63120650d33a98d5464166c89d92,retained_for_inference,Chest,h,Time above 250 lx melEDI during wake,F3: Using phones and smartwatches in bed before sleep,×0.94,-0.06326210721826035
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,0.00286109309643218,0.01128937349273793,-0.01926567235735531,0.02498785855021969,0.7999340877829866,ratio,1.002865189929494,0.9809187246322878,1.025302671787957,0.01190247496953759,0.04696508673088517,-0.0801474035537973,0.1039523534928725,1.0119735912980958,0.9229802857847644,1.1095475875890803,wald_normal,PASS,0.0641848505483722,1,0.7999998537858908,0.9066665009573428,60,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_TWEEDIE_DIAGNOSTIC,818,154,818,818,8,12.629870129870133,4.160114532582007,b5ea5dc207db7ec084163bbc43dde322cfee0fdc0178b8165d915c8db710d25b,retained_for_inference,Chest,h,Time above 250 lx melEDI during wake,F4: Controlling and using ambient light before bedtime,×1.01,0.01190247496953759
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-0.01722576371652215,0.0131412066794684,-0.04298205552167741,0.0085305280886331,0.18991839931502735,ratio,0.9829217515159568,0.9579285794414314,1.008567016725349,-0.06374374449821107,0.04862888721565156,-0.1590546120491484,0.03156712305272623,0.9382453992731276,0.8529497763620495,1.032070649003289,wald_normal,PASS,1.7165286781614668,1,0.19014049419715345,0.6645697178158566,15,68,PASS,PASS,acceptable,,818,154,818,818,8,12.11038961038961,3.7004887299754983,dc0ef3f6eb057b2a8a477bd11dfd16d44293b1cd37632120ee07f49719270dbd,retained_for_inference,Chest,h,Time above 250 lx melEDI during wake,F5: Using light in the morning and during daytime,×0.94,-0.06374374449821107
