"manifest","path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","exists","status"
"release_manifest","artifacts/09_tables/H07/H07_main_curve_points.csv","e92a5a89e0eda37c57de0dfa6a68d2e8c4f08b08d0ebfab5e7f2c332c9bdb034","e92a5a89e0eda37c57de0dfa6a68d2e8c4f08b08d0ebfab5e7f2c332c9bdb034",381306,381306,TRUE,"PASS"
"release_manifest","artifacts/09_tables/H07/H07_revised_derivative_photoperiod_rows.csv","541dc9f86fcb7bd4740016815c988d05a6d69580af41d1e941fae46085f849cb","541dc9f86fcb7bd4740016815c988d05a6d69580af41d1e941fae46085f849cb",1419036,1419036,TRUE,"PASS"
"release_manifest","artifacts/09_tables/H07/H07_revised_derivative_points.csv","8fd527ef2800217e78d4de4ce9dc55246dfd301f6a85b47cbfa91236131540e4","8fd527ef2800217e78d4de4ce9dc55246dfd301f6a85b47cbfa91236131540e4",1175999,1175999,TRUE,"PASS"
"release_manifest","artifacts/09_tables/H07/H07_revised_paired_figure_settings.csv","e7fe343dca5b2d10efce3cea245f95f52bfbd27f997933346c50696b949ee4e2","e7fe343dca5b2d10efce3cea245f95f52bfbd27f997933346c50696b949ee4e2",1058,1058,TRUE,"PASS"
"release_manifest","artifacts/09_tables/H07/H07_revised_plateau_summary.csv","e8ad47e76a8386fea3a9115cab2f0d477700ac55d82cc4133bd712d377fa15c1","e8ad47e76a8386fea3a9115cab2f0d477700ac55d82cc4133bd712d377fa15c1",17183,17183,TRUE,"PASS"
"release_manifest","artifacts/10_figures/H01/stage3/H01_stage3_model_support.png","cff7d52c1483b1d90d9fc187a8797b58ec7f0707ec8fc14df7dde9cd08ee5696","cff7d52c1483b1d90d9fc187a8797b58ec7f0707ec8fc14df7dde9cd08ee5696",332911,332911,TRUE,"PASS"
"release_manifest","artifacts/10_figures/H01/stage3/H01_stage3_model_support.svg","4ddf972fc4c8082594d13a3b446537ae8a525ca35077e0605967f9c4c0ce519e","4ddf972fc4c8082594d13a3b446537ae8a525ca35077e0605967f9c4c0ce519e",54914,54914,TRUE,"PASS"
"release_manifest","artifacts/10_figures/H09/H09_observed_timing_patterns.pdf","6912f7b1730219f5ece1d78c69fa96db0497156066fce9c9329039240d6293f3","6912f7b1730219f5ece1d78c69fa96db0497156066fce9c9329039240d6293f3",148889,148889,TRUE,"PASS"
"release_manifest","artifacts/10_figures/H09/H09_observed_timing_patterns.png","a23cb2a9a90a232ae9bf3f94ec7b1c5ac0e3c83933d056c0920ffd59e8e0eb59","a23cb2a9a90a232ae9bf3f94ec7b1c5ac0e3c83933d056c0920ffd59e8e0eb59",2064948,2064948,TRUE,"PASS"
"release_manifest","artifacts/10_figures/H09/H09_primary_effects.pdf","69275a6a3fbfa7bd0b47efa4f53cb61ccbe3c7a776f146148f58026f4329357f","69275a6a3fbfa7bd0b47efa4f53cb61ccbe3c7a776f146148f58026f4329357f",17941,17941,TRUE,"PASS"
"release_manifest","artifacts/10_figures/H09/H09_primary_effects.png","8525b9dda4a635efe2d8410e6eeb6a99722c6bc0d225f09abe684a73595dc4dd","8525b9dda4a635efe2d8410e6eeb6a99722c6bc0d225f09abe684a73595dc4dd",162887,162887,TRUE,"PASS"
"release_manifest","artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.pdf","ff99643a56830938de7c70cfb60acce43282c0de4a300a8e28231776c6a3616a","ff99643a56830938de7c70cfb60acce43282c0de4a300a8e28231776c6a3616a",32348,32348,TRUE,"PASS"
"release_manifest","artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.png","33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70","33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70",455662,455662,TRUE,"PASS"
"release_manifest","artifacts/11_source_data/H01/stage3/H01_stage3_model_support_figure_source.csv","b921ce3c1e2fd3c0ef9960946d6c31ebf28dc2cb488a417d06c64250dac3eb5b","b921ce3c1e2fd3c0ef9960946d6c31ebf28dc2cb488a417d06c64250dac3eb5b",96474,96474,TRUE,"PASS"
"release_manifest","artifacts/11_source_data/H09/H09_observed_timing_patterns_data.csv","34640aba210181b973902e00cd6924f79f6ae76faf01fa3c5b66078e2e2e7cee","34640aba210181b973902e00cd6924f79f6ae76faf01fa3c5b66078e2e2e7cee",3028981,3028981,TRUE,"PASS"
"release_manifest","artifacts/11_source_data/H09/H09_primary_effects_data.csv","3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6","3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,6778,TRUE,"PASS"
"release_manifest","audit/decisions/brown_adherence_main_linkage_b_stage1_reopening.md","276155c1b64f378c14eaeacb778ea214160d781bf32458dc7bf7eced33908319","276155c1b64f378c14eaeacb778ea214160d781bf32458dc7bf7eced33908319",16927,16927,TRUE,"PASS"
"release_manifest","audit/decisions/placement_decision.md","86ea999e67b094361a955feaf101efc7c8331bb060f9dd61e24246bd5fd709eb","86ea999e67b094361a955feaf101efc7c8331bb060f9dd61e24246bd5fd709eb",4188,4188,TRUE,"PASS"
"release_manifest","audit/handoffs/H07_worker_handoff.md","95351007249f187a5c6650e951a1ad1078923ca35c628d730334866cf3593a3e","95351007249f187a5c6650e951a1ad1078923ca35c628d730334866cf3593a3e",27270,27270,TRUE,"PASS"
"release_manifest","audit/handoffs/H09_worker_handoff.md","f6a596f9c2ac8ad295e13d2283026c5068da57af36914cccb662620da861fcf4","f6a596f9c2ac8ad295e13d2283026c5068da57af36914cccb662620da861fcf4",20162,20162,TRUE,"PASS"
"release_manifest","audit/handoffs/H11_worker_handoff.md","5f01ac88745d55d749854b41d22ce3bd0afe43f42dbbaded98da7a61e1b53289","5f01ac88745d55d749854b41d22ce3bd0afe43f42dbbaded98da7a61e1b53289",15358,15358,TRUE,"PASS"
"release_manifest","audit/hypotheses/H06/report018_order72_svg_export/candidate/H06_stage3_site_specific_significance_screen.svg","2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83","2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83",29707,29707,TRUE,"PASS"
"release_manifest","audit/hypotheses/H07/H07_analysis_preparation.qmd","a6c05e81333bb612e99ef431f42f47860ac26b6d5c0f0f44ecbce019ee470d1b","a6c05e81333bb612e99ef431f42f47860ac26b6d5c0f0f44ecbce019ee470d1b",49762,49762,TRUE,"PASS"
"release_manifest","audit/hypotheses/H09/H09_analysis_preparation.qmd","394a976e52faf002cb2034a13353a053aae8bfda8942a79c2eb007017cae014f","394a976e52faf002cb2034a13353a053aae8bfda8942a79c2eb007017cae014f",51736,51736,TRUE,"PASS"
"release_manifest","audit/hypotheses/H11/H11_analysis_preparation.qmd","3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816","3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816",54527,54527,TRUE,"PASS"
"release_manifest","audit/hypotheses/H11/report018_order72_svg_export/candidate/H11_reader_primary_near_eye_curves.svg","ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe","ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe",25379,25379,TRUE,"PASS"
"release_manifest","audit/hypotheses/H11/report018_order72_svg_export/export_h11_s17_svg.R","ec454b47001c2b3182eac354211129ca85c5cde7f7305e8902fe7bf5847f9f7a","ec454b47001c2b3182eac354211129ca85c5cde7f7305e8902fe7bf5847f9f7a",30141,30141,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/audit_manifest.csv","a77a2989957b123eb2f30536d2502e85019a4698a34579261ba133e8874fb1dd","a77a2989957b123eb2f30536d2502e85019a4698a34579261ba133e8874fb1dd",2153,2153,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/authority_flags.md","f2d1545af92917308d25ffe2f61846a6a9b853402faa5e088bda9adcadecce29","f2d1545af92917308d25ffe2f61846a6a9b853402faa5e088bda9adcadecce29",2570,2570,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/build_preflight_checks.R","8cea32922002c22ff214f51abeb2ce6d8d17fd472547975326384cdc51ac48d1","8cea32922002c22ff214f51abeb2ce6d8d17fd472547975326384cdc51ac48d1",28102,28102,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/display_component_caption_map.csv","1c93deaf67a73ebb093721258105e101758f8babb23535f053dc701a06ce8559","1c93deaf67a73ebb093721258105e101758f8babb23535f053dc701a06ce8559",10022,10022,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/owner_path_and_serial_order.md","c79334583a19e1efced264cf61a1598764a1e2ad4b41212369863da0513043e1","c79334583a19e1efced264cf61a1598764a1e2ad4b41212369863da0513043e1",4973,4973,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/preflight_checks.csv","35237a29f9310c842bb712b33de28d7d8ddcba8ce47cb0e722daddf7e7ac386e","35237a29f9310c842bb712b33de28d7d8ddcba8ce47cb0e722daddf7e7ac386e",6750,6750,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/proposed_change_matrix.csv","09a868d322bc0354862f2b5a23d9aa67063337e16aff8ffcb85e1060999df338","09a868d322bc0354862f2b5a23d9aa67063337e16aff8ffcb85e1060999df338",15256,15256,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/prospective_checks.md","a995c29e49e45c719a976eb54f5629f7d945a32316782984223874d0be19cd3d","a995c29e49e45c719a976eb54f5629f7d945a32316782984223874d0be19cd3d",6899,6899,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/REPORT018-ORDER72I-CONSOLIDATED-DISPLAY-PREFLIGHT-REVIEW.md","1f96d3da1f5d8d628216f11f56d1132d2e35f660ad25771ada547fee7fc2bbb4","1f96d3da1f5d8d628216f11f56d1132d2e35f660ad25771ada547fee7fc2bbb4",2170,2170,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/seal_preflight_manifest.R","1fe1e4aa8a5fcc995cba494399a3afbf4d4428c9713e53297210ec41572e3a5e","1fe1e4aa8a5fcc995cba494399a3afbf4d4428c9713e53297210ec41572e3a5e",1318,1318,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/session_info.txt","2ea5036fcd0455d4d671bb8606153070cb0b703245da8cc55e11b90c0887e8f3","2ea5036fcd0455d4d671bb8606153070cb0b703245da8cc55e11b90c0887e8f3",691,691,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/source_authority_inventory.csv","73dc935990faa34d162a377d13662f7f4c0f6f16f3698b29a064c9e1bc4cf481","73dc935990faa34d162a377d13662f7f4c0f6f16f3698b29a064c9e1bc4cf481",20298,20298,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/figure_table_selection_assets/brown_supplementary_figure_s5.svg","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd",83149,83149,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html","1fd4579929dcacccbd6258e007f29367d9738d1a3b162abfe23936fc922ac3d8","1fd4579929dcacccbd6258e007f29367d9738d1a3b162abfe23936fc922ac3d8",28590,28590,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html","1147881a649557c66e9f494193bbe521ef429eec533e5c3787e41b9817bb0a28","1147881a649557c66e9f494193bbe521ef429eec533e5c3787e41b9817bb0a28",28712,28712,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/figure_table_selection_assets/supplementary_figure_s14.svg","e4b1fe228897a7135bd017c7c01f80a796a43819d5c1078008f2a927093508b5","e4b1fe228897a7135bd017c7c01f80a796a43819d5c1078008f2a927093508b5",2971771,2971771,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/figure_table_selection_assets/supplementary_figure_s6.svg","2dde6fd681f21feecf2acb6d693679bc56f68f809691172bb755e7aac47fa032","2dde6fd681f21feecf2acb6d693679bc56f68f809691172bb755e7aac47fa032",1303748,1303748,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html","d50b25afae95a95d61641349116e504a2bbf06780b43a46b195ac468246e8dc2","d50b25afae95a95d61641349116e504a2bbf06780b43a46b195ac468246e8dc2",1901204,1901204,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/figure_table_selection_assets/tbl-near-eye-metrics.html","6832c791ed3ebcf8895106dafe68c7c5118a12a74e37aacdeb8a84b02d9bfe97","6832c791ed3ebcf8895106dafe68c7c5118a12a74e37aacdeb8a84b02d9bfe97",1891500,1891500,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/manuscript_figure_table_selection.html","7055fc384bd845f8b42e3d37901c846060aeef6b8248536dc75240070e7a51e4","7055fc384bd845f8b42e3d37901c846060aeef6b8248536dc75240070e7a51e4",29370796,29370796,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/manuscript_figure_table_selection.qmd","197e571f3aaa2be34747ee742a20018f98d541eed87851250b4f3eda131c72a9","197e571f3aaa2be34747ee742a20018f98d541eed87851250b4f3eda131c72a9",49967,49967,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/revision_2026_09_11/author_visual_review_followup.md","04dac9f7d8bf0c54c914699eefb435e052b2505b2d932e6012ced4224a5727c5","04dac9f7d8bf0c54c914699eefb435e052b2505b2d932e6012ced4224a5727c5",5318,5318,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/revision_2026_09_11/author_visual_review_s2_addendum.md","ac8ab8c9db25a5baaced4fff15e649489745ba9636c49cda294d96ef397d91f0","ac8ab8c9db25a5baaced4fff15e649489745ba9636c49cda294d96ef397d91f0",2932,2932,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/revision_2026_09_11/native_word_postseal_review/observations.md","798a53ecc59b3885c829bd4b414f8dc09ad1700843a04ba372a64d2bc071d908","798a53ecc59b3885c829bd4b414f8dc09ad1700843a04ba372a64d2bc071d908",5261,5261,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/revision_2026_09_11/svg_complete_order72d/stopped_manifest.csv","76bebd6da0ab5985c67b229780d6c8143d82bd8fdb969b1b22d38b4d96d9ecf3","76bebd6da0ab5985c67b229780d6c8143d82bd8fdb969b1b22d38b4d96d9ecf3",39267,39267,TRUE,"PASS"
"release_manifest","audit/manuscript_nature_health/revision_2026_09_11/svg_complete_order72d/ZaunerEtAl2026_NatHealth_svg_complete_order72d.docx","933249b33defbb2155b0d98da60db980302817537b06671982dc5114ce29eac9","933249b33defbb2155b0d98da60db980302817537b06671982dc5114ce29eac9",16623183,16623183,TRUE,"PASS"
"release_manifest","audit/report_harmonization/owner_orders/72i_consolidated_word_display_repair_preflight.md","c813c7244989d3878c09d95136162fdfd4e5923621782941586f2136a6dc85f0","c813c7244989d3878c09d95136162fdfd4e5923621782941586f2136a6dc85f0",6443,6443,TRUE,"PASS"
"release_manifest","audit/report_harmonization/owner_orders/72j_native_svg_component_exports_and_optional_compatibility.md","ed7c0b94b5ad380e1ec8b29d09aec07eedda9fdfa5c5ad8752f2b9dd913e182a","ed7c0b94b5ad380e1ec8b29d09aec07eedda9fdfa5c5ad8752f2b9dd913e182a",14040,14040,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72d_writer_svg_integration/combined_accepted_svg_manifest.json","0e0618520fedb387ef030b685e11597e7332ae46fa7ad9ad76d865c24b1c91b2","0e0618520fedb387ef030b685e11597e7332ae46fa7ad9ad76d865c24b1c91b2",5539,5539,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72h_independent_acceptance/independent_acceptance.md","8870898213aaf300f289d81f5317a2a27faa97b1798f2d2922d7cb3cfb531c59","8870898213aaf300f289d81f5317a2a27faa97b1798f2d2922d7cb3cfb531c59",5189,5189,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72h_independent_acceptance/independent_manifest.csv","6ca21403fdaa2f08c069c0381e6ff3fc0a34e3ad5787dff82f4b61b087c24465","6ca21403fdaa2f08c069c0381e6ff3fc0a34e3ad5787dff82f4b61b087c24465",4873,4873,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72j_component_exports_release/additional_dependency_pins.csv","6043ac21564dda1c0255d6e44bca614fab234446c4a68c881942c1fb92d113af","6043ac21564dda1c0255d6e44bca614fab234446c4a68c881942c1fb92d113af",1289,1289,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72j_component_exports_release/H07_execution_input_pins.csv","683c0ee307d3f3bfc9926ca6eb05b735f21260baecb0354fc583bfda0d573496","683c0ee307d3f3bfc9926ca6eb05b735f21260baecb0354fc583bfda0d573496",6542,6542,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72j_component_exports_release/H07_preservation_inventory.csv","e8bfc8031fd40796927c8b245a6767a587c3bd17e3f82facb3f142c68a327aaa","e8bfc8031fd40796927c8b245a6767a587c3bd17e3f82facb3f142c68a327aaa",242999,242999,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72j_component_exports_release/H09_execution_input_pins.csv","f7ca763283f9dbf2eeafe3c5298df99d1314b3b5d3c123071f6595e92d2441b6","f7ca763283f9dbf2eeafe3c5298df99d1314b3b5d3c123071f6595e92d2441b6",6246,6246,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72j_component_exports_release/H09_preservation_inventory.csv","57df82d0abd3d92969440070e7e08efd8da52999d13d3c96bb073e9db045e7db","57df82d0abd3d92969440070e7e08efd8da52999d13d3c96bb073e9db045e7db",89866,89866,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72j_component_exports_release/H11_execution_input_pins.csv","bcd2ca25cd5b669d2db394f5d73493323600e2e30178927b10ad55df37c01d99","bcd2ca25cd5b669d2db394f5d73493323600e2e30178927b10ad55df37c01d99",5929,5929,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72j_component_exports_release/H11_preservation_inventory.csv","ff45dcd8c41eee83ad3b3325cdc3b6e7620fb98d963f3fd4ff886ed00a3cc4d5","ff45dcd8c41eee83ad3b3325cdc3b6e7620fb98d963f3fd4ff886ed00a3cc4d5",83660,83660,TRUE,"PASS"
"release_manifest","audit/report_harmonization/report018_order72j_component_exports_release/independent_preflight_acceptance.md","8e5d95479865fa4b71f11a133ae08b6aa2b067976305b190f267ac14d8514cd3","8e5d95479865fa4b71f11a133ae08b6aa2b067976305b190f267ac14d8514cd3",4834,4834,TRUE,"PASS"
