"path","bytes","sha256","observed_bytes","observed_sha256","exact"
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_1.docx",60255,"5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049",60255,"5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_2.docx",57761,"75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f",57761,"75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_3.docx",1382422,"54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3",1382422,"54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/table_manifest.json",23289,"8970389f6915fcf2350c290e17b82df68f96f0c384098d24c96a5eac43f5cab4",23289,"8970389f6915fcf2350c290e17b82df68f96f0c384098d24c96a5eac43f5cab4",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S1.docx",56935,"9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f",56935,"9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S10.docx",57964,"fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726",57964,"fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S11a.docx",57471,"241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165",57471,"241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S11b.docx",57155,"c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5",57155,"c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S12.docx",57088,"c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3",57088,"c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S13.docx",57086,"504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f",57086,"504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S14.docx",57219,"65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c",57219,"65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S15.docx",56739,"9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b",56739,"9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S2.docx",1386939,"0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334",1386939,"0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S3.docx",59127,"29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d",59127,"29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S4.docx",57161,"449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e",57161,"449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S5.docx",57179,"2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0",57179,"2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S6.docx",57155,"2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce",57155,"2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S7.docx",58866,"9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a",58866,"9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S8.docx",57363,"1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372",57363,"1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2/Table_S9.docx",56653,"1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3",56653,"1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/evidence/main_round2_full_page_review.json",7619,"56316affaf4f0d874a2b2e5481fbecf2715ee33d498fd5668628202b61d4fd4c",7619,"56316affaf4f0d874a2b2e5481fbecf2715ee33d498fd5668628202b61d4fd4c",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/evidence/visual_adjudication_round2.md",7075,"ff2c2dd82842c347f684cbe4fbbc3c5f1c4c085eecffbd425fb0f9d61e206e7d",7075,"ff2c2dd82842c347f684cbe4fbbc3c5f1c4c085eecffbd425fb0f9d61e206e7d",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/helpers/embed_accepted_svg_figures.py",16934,"64bcecf9473a97037d6efee4a934493cc81e47f3ad410473caa7cd804525dfb0",16934,"64bcecf9473a97037d6efee4a934493cc81e47f3ad410473caa7cd804525dfb0",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/helpers/prepare_word_manuscript.py",60494,"87efae9b2bdd9691f56e48ff7330b33c10f69b880644bc5e372fa3aa5f06ecca",60494,"87efae9b2bdd9691f56e48ff7330b33c10f69b880644bc5e372fa3aa5f06ecca",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/helpers/run_stage.py",5332,"deea9e1decbe5b39f3fac82389758ccd2f6cf4424247535e0ef66840214f2602",5332,"deea9e1decbe5b39f3fac82389758ccd2f6cf4424247535e0ef66840214f2602",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/maps/complete_drawing_order.csv",34535,"ca062248f9dffb69e04c9dc36d26ac36b74c59967c4d4da39faf3841a23a4e7a",34535,"ca062248f9dffb69e04c9dc36d26ac36b74c59967c4d4da39faf3841a23a4e7a",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/maps/expanded_svg_manifest.json",24207,"2100235243def08070a0b74949c6da60544dfc9adc9a3ade6879ead0064bccee",24207,"2100235243def08070a0b74949c6da60544dfc9adc9a3ade6879ead0064bccee",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/maps/part_count_contract.json",427,"07e6f1ff9fbd2d7746317159cfe96a41161326366698ebfb6c01aba1335406e5",427,"07e6f1ff9fbd2d7746317159cfe96a41161326366698ebfb6c01aba1335406e5",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/maps/word_figure_svg_manifest.json",6369,"6fafa4064cab4526212fa892bab9561ce482f3aaf82ad07ef196484fb4ec0953",6369,"6fafa4064cab4526212fa892bab9561ce482f3aaf82ad07ef196484fb4ec0953",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/maps/word_table_png_manifest.json",14148,"e64539eec507fe0dfba2e33692b3b226e9fb2ee0469e1f114b7d5ef09b420229",14148,"e64539eec507fe0dfba2e33692b3b226e9fb2ee0469e1f114b7d5ef09b420229",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s3_part_01.png",397508,"8139eb4ea512629f6457ad4f5dc6c586304b65c14f3324f22b6707a118b1cb4b",397508,"8139eb4ea512629f6457ad4f5dc6c586304b65c14f3324f22b6707a118b1cb4b",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/manuscript_displays.css",5886,"b713c1e44c8263fb1530e045df0376c9dd8b652265e8613236007e94d4d7aedf",5886,"b713c1e44c8263fb1530e045df0376c9dd8b652265e8613236007e94d4d7aedf",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_docx_round1/ZaunerEtAl2026_NatHealth_phase3_brown.docx",3765960,"4790ebb3613c5f1a0ef5c86f84add9487134cd0c0f5fde9d4542cce5930df37d",3765960,"4790ebb3613c5f1a0ef5c86f84add9487134cd0c0f5fde9d4542cce5930df37d",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html",27221655,"0488130aba3ef7b043c743ee879d6e88f9c2ece8ae3c0c2eba89d90e116ea510",27221655,"0488130aba3ef7b043c743ee879d6e88f9c2ece8ae3c0c2eba89d90e116ea510",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/supplementary_information_outline.qmd",26762,"7eaa706556703ce9e78b93d927aae1ca83865174a7be2dca0799689eb4efaec9",26762,"7eaa706556703ce9e78b93d927aae1ca83865174a7be2dca0799689eb4efaec9",TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd",83688,"d33fe83296dac0b83dabffff30e5f21bb42143f40906615f94af4146329030eb",83688,"d33fe83296dac0b83dabffff30e5f21bb42143f40906615f94af4146329030eb",TRUE
"audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/source/supp_table_s2_complete.html",1903630,"c94065ef7dd03c00a2b7107ef526c00cb9899667445457965819756d876faa8f",1903630,"c94065ef7dd03c00a2b7107ef526c00cb9899667445457965819756d876faa8f",TRUE
"audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/source/table2_primary_adherence.html",17046,"6951fdf95260c8f4c51a77e906f290b80aa9bc090124fc0adeef4769c2ed7991",17046,"6951fdf95260c8f4c51a77e906f290b80aa9bc090124fc0adeef4769c2ed7991",TRUE
"audit/report_harmonization/final_documents_2026_09_13/h09_s15b_candidate_acceptance_010a_manifest.csv",4298,"e04d7716d4a92a2b25aa5a332538bea5db1a81c4d9867013dc88f3e0c29a12f4",4298,"e04d7716d4a92a2b25aa5a332538bea5db1a81c4d9867013dc88f3e0c29a12f4",TRUE
"audit/report_harmonization/final_documents_2026_09_13/h09_s15b_candidate_acceptance_010a.md",3718,"594b4387a1857210e1f4eb9b87f255befc43389f081a14c8fcb56e00a2914a5f",3718,"594b4387a1857210e1f4eb9b87f255befc43389f081a14c8fcb56e00a2914a5f",TRUE
"audit/report_harmonization/final_documents_2026_09_13/seal_writer_format_completion_010b.R",7756,"38b5b6237a27fd69926952ff2df1bb26463689e36508723e24923f1b01592b2f",7756,"38b5b6237a27fd69926952ff2df1bb26463689e36508723e24923f1b01592b2f",TRUE
"audit/report_harmonization/final_documents_2026_09_13/table_visual_acceptance_008.md",6758,"bf98c2ac5ed302f2632134d0d3a5f6dacbafddf547fa924607a96779ac91575c",6758,"bf98c2ac5ed302f2632134d0d3a5f6dacbafddf547fa924607a96779ac91575c",TRUE
"audit/report_harmonization/final_documents_2026_09_13/writer_candidate_production_order_009.md",16140,"d30503c17b78f96310acad458c1993288116617a6d9c063813eb8ef8ab2516df",16140,"d30503c17b78f96310acad458c1993288116617a6d9c063813eb8ef8ab2516df",TRUE
"audit/report_harmonization/final_documents_2026_09_13/writer_format_completion_order_010b.md",13723,"31c38bf60328ad577499a529e05dd626992ee1cb8541d8eef8ece05b6e2f924b",13723,"31c38bf60328ad577499a529e05dd626992ee1cb8541d8eef8ece05b6e2f924b",TRUE
"audit/report_harmonization/final_documents_2026_09_13/writer009_independent_layout_disposition_010.md",4263,"0664e5ca1342f7decb7fde34bab9c81db6ff9e3dac20fb0a3b2aa9eb05479003",4263,"0664e5ca1342f7decb7fde34bab9c81db6ff9e3dac20fb0a3b2aa9eb05479003",TRUE
"manuscript/R0_NatHealth/display_assets/table_s3_recommendation_windows.html",51816,"33ebc99f976acffb54082eb7afd4a6b44549b3f9de330dea998ce2f69c4ba6e6",51816,"33ebc99f976acffb54082eb7afd4a6b44549b3f9de330dea998ce2f69c4ba6e6",TRUE
"manuscript/R0_NatHealth/editable_tables/Table_S3.docx",59127,"29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d",59127,"29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d",TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd",25590,"fbfdde52cd24a60a5ff19eefb7901d3b7dcb268d97c2c922e0e87e7c944c652e",25590,"fbfdde52cd24a60a5ff19eefb7901d3b7dcb268d97c2c922e0e87e7c944c652e",TRUE
"manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd",81599,"c6beb79ca34128c0b69d882c1e3ea332cb88664ce9a3c0883b39d1569db0a0d0",81599,"c6beb79ca34128c0b69d882c1e3ea332cb88664ce9a3c0883b39d1569db0a0d0",TRUE
"renv.lock",603493,"3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",TRUE
