path,role,sealed_sha256,live_sha256,sealed_bytes,live_bytes,exact
audit/hypotheses/H11/report018_order61_companion_render/H11_gt_semantic_ledger.csv,execution evidence,68d80317a078d9b3b4de250414122937716b854bc705bcaef7613ce6d11fedb3,68d80317a078d9b3b4de250414122937716b854bc705bcaef7613ce6d11fedb3,225743,225743,TRUE
audit/hypotheses/H11/report018_order61_companion_render/held_companion_integration_state.csv,execution evidence,ea92960d141c8983612dfd8b035a8589973ce6f66b8d42c38db9d7fde4a77e8e,ea92960d141c8983612dfd8b035a8589973ce6f66b8d42c38db9d7fde4a77e8e,509,509,TRUE
audit/hypotheses/H11/report018_order61_companion_render/held_preparation_manifest_transitions.csv,bounded audit evidence,babcb5d8f046f2505cdc95793bbaede9acd6f87dcbe7c8d0255d4d90a7bc2784,babcb5d8f046f2505cdc95793bbaede9acd6f87dcbe7c8d0255d4d90a7bc2784,1338,1338,TRUE
audit/hypotheses/H11/report018_order61_companion_render/independent_complete_replay_checks.csv,bounded audit evidence,1a5096b0c5723570b13ce40acc698ae825d51e0a9ceac080bc18beefc5ea01ad,1a5096b0c5723570b13ce40acc698ae825d51e0a9ceac080bc18beefc5ea01ad,1482,1482,TRUE
audit/hypotheses/H11/report018_order61_companion_render/independent_complete_replay_execution.csv,execution evidence,bc2d145506699be220e19590bc5c6ccc93b45f9defe363f17ea6c666a7cd9838,bc2d145506699be220e19590bc5c6ccc93b45f9defe363f17ea6c666a7cd9838,294,294,TRUE
audit/hypotheses/H11/report018_order61_companion_render/independent_complete_replay_output.txt,execution evidence,938e4ee995cbdaeb8a9dd8a78932a4d64e9510900cbc846c6859590a313dd9af,938e4ee995cbdaeb8a9dd8a78932a4d64e9510900cbc846c6859590a313dd9af,241,241,TRUE
audit/hypotheses/H11/report018_order61_companion_render/order61_rendered_test_failure.md,fail-closed disposition,5b6e5f73386a0f99160e2b1c857dfd174a02101d79d2d7efc2fed440675428d3,5b6e5f73386a0f99160e2b1c857dfd174a02101d79d2d7efc2fed440675428d3,4042,4042,TRUE
audit/hypotheses/H11/report018_order61_companion_render/owner_manifest_audit.csv,bounded audit evidence,284c25737c59e90efe0e0ef45863ed65a1a8b3c74318086009db14c5f0cf919f,284c25737c59e90efe0e0ef45863ed65a1a8b3c74318086009db14c5f0cf919f,29074,29074,TRUE
audit/hypotheses/H11/report018_order61_companion_render/preparation_manifest_live_audit.csv,bounded audit evidence,000635dab5de6ebf5822d68135abb42e1b7d118b49a4c223ea7db70d0f452f9c,000635dab5de6ebf5822d68135abb42e1b7d118b49a4c223ea7db70d0f452f9c,64179,64179,TRUE
audit/hypotheses/H11/report018_order61_companion_render/preparation_test_failure_audit.csv,bounded audit evidence,1b2cd48c991a4df810700d55d544254fea5a53e96fb368d3e652e86cde11cf5f,1b2cd48c991a4df810700d55d544254fea5a53e96fb368d3e652e86cde11cf5f,692,692,TRUE
audit/hypotheses/H11/report018_order61_companion_render/prerender_inventory_checks.csv,bounded audit evidence,6887adac44abc064154e3bff7aa302bdcb4989176179ce081f5913b57a2d7927,6887adac44abc064154e3bff7aa302bdcb4989176179ce081f5913b57a2d7927,272,272,TRUE
audit/hypotheses/H11/report018_order61_companion_render/prospective_helper_path_inventory.csv,bounded audit evidence,f303b3fdbbea2b5205f737a8e13082aa2f62edfeff57aa6733689b6c832cb5c4,f303b3fdbbea2b5205f737a8e13082aa2f62edfeff57aa6733689b6c832cb5c4,43630,43630,TRUE
audit/hypotheses/H11/report018_order61_companion_render/prospective_preparation_test_audit.csv,bounded audit evidence,2149fdf68fc03cfb26aad74456f25e55340a59de4537681ff8749dd1cff3067f,2149fdf68fc03cfb26aad74456f25e55340a59de4537681ff8749dd1cff3067f,487,487,TRUE
audit/hypotheses/H11/report018_order61_companion_render/prospective_preparation_test_output.txt,execution evidence,53a684914977e2eac6732e384d758ea555e0f41201aed3b27ee3eca4fa14570b,53a684914977e2eac6732e384d758ea555e0f41201aed3b27ee3eca4fa14570b,65,65,TRUE
audit/hypotheses/H11/report018_order61_companion_render/protected_delta_postfailure.csv,bounded audit evidence,ff55023a641d04004db0bb02b1a47b56906af8c3bc52c6d2d354220324e567d3,ff55023a641d04004db0bb02b1a47b56906af8c3bc52c6d2d354220324e567d3,1114,1114,TRUE
audit/hypotheses/H11/report018_order61_companion_render/protected_inventory_postfailure.csv,bounded audit evidence,99855baf2c22ef60123e7aefe4cbf18261aee76cb26730aa3fa6b50ca4b1fb00,99855baf2c22ef60123e7aefe4cbf18261aee76cb26730aa3fa6b50ca4b1fb00,51151,51151,TRUE
audit/hypotheses/H11/report018_order61_companion_render/protected_inventory_prerender.csv,bounded audit evidence,2493aeacee76e1824dc525ff2b5d23bfcadf7ff8e5656fe9d064f0247bfc6b53,2493aeacee76e1824dc525ff2b5d23bfcadf7ff8e5656fe9d064f0247bfc6b53,51151,51151,TRUE
audit/hypotheses/H11/report018_order61_companion_render/runtime_versions.csv,execution evidence,f79af5a77935818f3716903d7b3beb64d963cd121b744d5ce2f15a5e0d4101f2,f79af5a77935818f3716903d7b3beb64d963cd121b744d5ce2f15a5e0d4101f2,87,87,TRUE
audit/hypotheses/H11/report018_order61_companion_render/sass_cache_delta_postfailure.csv,bounded audit evidence,7093b0497e7134951f31f2f681f20a6d908fc6a1157734e99b52439abfbd946f,7093b0497e7134951f31f2f681f20a6d908fc6a1157734e99b52439abfbd946f,143,143,TRUE
audit/hypotheses/H11/report018_order61_companion_render/sass_cache_inventory_postfailure.csv,bounded audit evidence,5ed02093164a9b587e27fd3d0664ac582340450bed854ef8aeb41746da8cc0c1,5ed02093164a9b587e27fd3d0664ac582340450bed854ef8aeb41746da8cc0c1,4276,4276,TRUE
audit/hypotheses/H11/report018_order61_companion_render/sass_cache_inventory_prerender.csv,bounded audit evidence,5ed02093164a9b587e27fd3d0664ac582340450bed854ef8aeb41746da8cc0c1,5ed02093164a9b587e27fd3d0664ac582340450bed854ef8aeb41746da8cc0c1,4276,4276,TRUE
audit/hypotheses/H11/report018_order61_companion_render/scientific_delta_postfailure.csv,bounded audit evidence,7093b0497e7134951f31f2f681f20a6d908fc6a1157734e99b52439abfbd946f,7093b0497e7134951f31f2f681f20a6d908fc6a1157734e99b52439abfbd946f,143,143,TRUE
audit/hypotheses/H11/report018_order61_companion_render/scientific_inventory_postfailure.csv,bounded audit evidence,7938f5e0e7b22338837c5ce22a1889ddd26911c2a34ce49020ec4601f92c36b8,7938f5e0e7b22338837c5ce22a1889ddd26911c2a34ce49020ec4601f92c36b8,29924,29924,TRUE
audit/hypotheses/H11/report018_order61_companion_render/scientific_inventory_prerender.csv,bounded audit evidence,7938f5e0e7b22338837c5ce22a1889ddd26911c2a34ce49020ec4601f92c36b8,7938f5e0e7b22338837c5ce22a1889ddd26911c2a34ce49020ec4601f92c36b8,29924,29924,TRUE
audit/hypotheses/H11/report018_order61_companion_render/seal_order61_failed_integration.R,task-owned verifier,b5de6017929e3a82d1d8c80fe5d5b9ffcfdf498c32450be2b5c106a3c9dac861,b5de6017929e3a82d1d8c80fe5d5b9ffcfdf498c32450be2b5c106a3c9dac861,18008,18008,TRUE
audit/hypotheses/H11/report018_order61_companion_render/seal_order61_non_circular_manifest.R,bounded audit evidence,e1ae12ae36047d736a6cb71e5d0b7824126586cbf90bfd2fcc4a5e2b26e35763,e1ae12ae36047d736a6cb71e5d0b7824126586cbf90bfd2fcc4a5e2b26e35763,1829,1829,TRUE
audit/hypotheses/H11/report018_order61_companion_render/sealer_execution_notes.md,fail-closed disposition,ded4675177a1c5570392f57876d07e70490b32a94550d3c56e81a05673a4eeca,ded4675177a1c5570392f57876d07e70490b32a94550d3c56e81a05673a4eeca,1058,1058,TRUE
audit/hypotheses/H11/report018_order61_companion_render/server_lifecycle.csv,execution evidence,933f4d452c8460588868ccaaaa385db6ffddafd74a0f339c4c8458da9a402375,933f4d452c8460588868ccaaaa385db6ffddafd74a0f339c4c8458da9a402375,306,306,TRUE
audit/hypotheses/H11/report018_order61_companion_render/test_transition_audit.csv,bounded audit evidence,303a8dc19eaa21fab5ddcd7aa899bb19eef8081a120a54a182eb6fc67854a091,303a8dc19eaa21fab5ddcd7aa899bb19eef8081a120a54a182eb6fc67854a091,875,875,TRUE
