frame_id,run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,metric_id,instrument_id,availability,row_key_hash,participants,participant_days,observations,sites,derivation_hours,min_days_per_participant,median_days_per_participant,max_days_per_participant,primary_family_member,ar1_status,ar1_error,ar1_warnings,ar1_estimate,ar1_std_error,ar1_conf_low,ar1_conf_high,ar1_phi,ar1_effect_difference,ar1_interval_overlap,ar1_direction_stable,adjacent_residual_correlation,one_day_residual_correlation,temporal_assessment,reference_estimate,reference_conf_low,reference_conf_high,stability_classification
primary__glasses__all_available__mean_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,mean_timing_above_250,MEQ,ESTIMABLE,00d504fedfc57a0513be3fd459fdcd99f63a252d839327f7cee5203d21a65736,141,742,742,9,17209.633333333335,2,6,7,FALSE,FITTED,,,-0.17145639394303488,0.08462837192839719,-0.33732495499295384,-0.005587832893115929,0.06766216404194907,-0.0029096076347868705,TRUE,TRUE,-0.04783303432155017,-0.061543441236420506,acceptable,-0.16854678630824801,-0.3343381663669368,-0.0027554062495592224,stable within model uncertainty
primary__chest__all_available__first_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,first_timing_above_250,MCTQ,ESTIMABLE,2686fa682d40e8ef613b8441d9afefea73b72685097e7455c9bc2f42e073b156,153,797,797,8,18518.416666666668,1,6,7,TRUE,FITTED,,,0.40685936147148155,0.11047377169021828,0.19033474772235318,0.62338397522061,0.23891499582827833,-0.003976943003655531,TRUE,TRUE,-0.0049815760341467615,0.0055222208580521055,acceptable,0.4108363044751371,0.19647286120902527,0.6251997477412489,stable within model uncertainty
primary__chest__all_available__first_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,first_timing_above_250,MEQ,ESTIMABLE,6f770b18d6cbbfbeb5f661f348887869b29d44fe11bdbd349a5dd4662b7c4e43,154,802,802,8,18634.65,1,6,7,TRUE,FITTED,,,-0.46326539808750145,0.12023559763585562,-0.6989228391134277,-0.22760795706157524,0.24056081180010414,-0.001670532031994576,TRUE,TRUE,0.004149613536672144,0.014733130843549132,acceptable,-0.46159486605550687,-0.695575589404136,-0.22761414270687771,stable within model uncertainty
primary__chest__all_available__l10_midpoint__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,l10_midpoint,MCTQ,ESTIMABLE,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,153,896,896,8,20752.433333333334,2,6,8,TRUE,FITTED,,,0.17394188719316236,0.07796350231568022,0.021136230545824086,0.32674754384050064,0.07392123148572996,-5.293949585699342e-4,TRUE,TRUE,-0.07626066096298062,-0.07818228119628114,acceptable,0.1744712821517323,0.021740633143877253,0.32720193115958734,stable within model uncertainty
primary__chest__all_available__l10_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,l10_midpoint,MEQ,ESTIMABLE,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,154,902,902,8,20891.75,2,6,8,TRUE,FITTED,,,-0.22663814285169687,0.08420158034227604,-0.39167020776391365,-0.061606077939480086,0.07535509754515964,1.3293954289206322e-4,TRUE,TRUE,-0.07426782843888924,-0.07594676857995733,acceptable,-0.22677108239458893,-0.3917074891917406,-0.061834675597437244,stable within model uncertainty
primary__chest__all_available__last_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,last_timing_above_250,MCTQ,ESTIMABLE,6d692f12236dbb899e5d86d1c00fd6209cc200edf0ed7c4a7f7f0ba1e4e570a2,153,783,783,8,18263.85,2,5,7,TRUE,FITTED,,,-0.18878764546831822,0.10975937728597436,-0.40391207191437156,0.02633678097773512,0.15014860333649493,-0.0019776193016292076,TRUE,TRUE,-0.05182467125958702,-0.04373831468442562,acceptable,-0.18681002616668901,-0.4041352893003095,0.030515236966931508,stable within model uncertainty
primary__chest__all_available__last_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,last_timing_above_250,MEQ,ESTIMABLE,af544e57c0ec2cbfc3370f8bc8a2758575541a6768d247f0b79fe458e2d60b52,154,787,787,8,18358.116666666665,2,5,7,TRUE,FITTED,,,0.17660960062330971,0.1210898791256175,-0.060722201355209005,0.41394140260182843,0.14466870791695413,1.7858072290907745e-4,TRUE,TRUE,-0.05592298434095762,-0.05086142355409678,acceptable,0.17643101990040064,-0.06357348711920005,0.4164355269200013,stable within model uncertainty
primary__chest__all_available__longest_period_midpoint__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,longest_period_midpoint,MCTQ,ESTIMABLE,a7cc6709b751267c2ee88145f2c47547e5aa1c035f65e819d307a30380048d27,149,547,547,8,12980.05,1,4,7,TRUE,FITTED,,,0.06534937432584582,0.12096996494759184,-0.17174740018250684,0.3024461488341985,2.7734718804055964e-7,0.006924923566975841,TRUE,TRUE,-0.12289451871552057,-0.1261135694914418,acceptable,0.058424450758869984,-0.18936312681605952,0.30621202833379946,stable within model uncertainty
primary__chest__all_available__longest_period_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,longest_period_midpoint,MEQ,ESTIMABLE,1907b1e46384901f463be25c32a2f6c825a358de50139ec89478fffe2933eb1f,150,549,549,8,13027.8,1,4,7,TRUE,FITTED,,,-0.07033104855348937,0.13273883266324696,-0.33049437992334224,0.1898322828163635,2.6039011027258494e-7,-0.003595351552497253,TRUE,TRUE,-0.12273927825304337,-0.12531149910656467,acceptable,-0.06673569700099212,-0.33936398935444917,0.2058925953524649,stable within model uncertainty
primary__chest__all_available__m10_midpoint__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MCTQ,ESTIMABLE,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,153,896,896,8,20752.433333333334,2,6,8,TRUE,FITTED,,,0.11614107890792144,0.0789908319745127,-0.038678106870978335,0.2709602646868212,0.041395742007465264,-4.854241909562629e-4,TRUE,TRUE,-0.07136873956247136,-0.06772019786201747,acceptable,0.1166265030988777,-0.03833912878324047,0.2715921349809959,stable within model uncertainty
primary__chest__all_available__m10_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MEQ,ESTIMABLE,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,154,902,902,8,20891.75,2,6,8,TRUE,FITTED,,,-0.21424668727308435,0.08489304429130767,-0.380633996622011,-0.04785937792415773,0.048838235718731096,-2.8713108558461875e-4,TRUE,TRUE,-0.06334141129115915,-0.05970601354625786,acceptable,-0.21395955618749973,-0.3805462145913639,-0.04737289778363557,stable within model uncertainty
primary__chest__all_available__mean_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MCTQ,ESTIMABLE,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,153,825,825,8,19196.816666666666,2,6,7,FALSE,FITTED,,,0.10791928535070605,0.07416831455431697,-0.037447939969793065,0.25328651067120517,0.009313658377496039,-3.469131586457258e-4,TRUE,TRUE,-0.08913129681901052,-0.09691300636077625,acceptable,0.10826619850935178,-0.03710348272688575,0.2536358797455893,stable within model uncertainty
primary__chest__all_available__mean_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MEQ,ESTIMABLE,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,154,831,831,8,19336.133333333335,2,6,7,FALSE,FITTED,,,-0.1374140465283373,0.08066959217150817,-0.29552354183202756,0.020695448775352954,0.013013420659748963,9.052795084482645e-5,TRUE,TRUE,-0.08707537795154542,-0.09314737643385301,acceptable,-0.13750457447918213,-0.29559251031899614,0.020583361360631852,stable within model uncertainty
