run_id,placement,fitted_bin,observations,fitted_mean,fitted_minimum,fitted_maximum,pearson_mean,pearson_q25,pearson_q75,deviance_mean,zero_fraction
main__near_eye,Near-eye,12,598,55.57729372768989,55.57729372768989,55.57729372768989,1.2282834752680585,-2.5320493637242785,-0.3889311214167938,-1.6798199282319273,0.18896321070234115
main__near_eye,Near-eye,13,598,67.9482873781202,67.9482873781202,67.9482873781202,0.040544399558100304,-2.4195026432867417,0.13441706164036488,-1.491276692184137,0.0451505016722408
main__near_eye,Near-eye,14,598,70.66248402590834,70.66248402590834,70.66248402590834,-1.0914658153969667,-2.5923572028713364,-1.6676254102960693,-2.708335396826597,0.12040133779264214
main__near_eye,Near-eye,15,598,73.28574514116426,73.28574514116426,73.28574514116426,-0.9934161236391275,-2.556466465551552,-0.920800707444396,-2.4021143718814497,0.048494983277591976
main__near_eye,Near-eye,16,598,87.290669877869007,87.290669877869007,87.290669877869007,1.3007766155627623,-2.6218130207608317,4.1399727482905755,-0.37784588007526976,0.05016722408026756
main__near_eye,Near-eye,17,598,90.5740434116847,90.5740434116847,90.5740434116847,0.16362867378663046,-2.805952298303207,-0.27201502255634125,-2.1379510647513573,0.12040133779264214
main__near_eye,Near-eye,18,598,114.51751674237396,114.51751674237396,114.51751674237396,0.5562296744388794,-2.8591912769140397,0.6859137384299917,-1.499283411240314,0.08193979933110368
main__near_eye,Near-eye,19,598,130.84891611277973,130.84891611277973,130.84891611277973,-0.3616266141612993,-2.9656649437127514,-1.4104244357485385,-2.6658280488870885,0.016722408026755852
main__near_eye,Near-eye,20,598,144.87425234576514,144.87425234576514,144.87425234576514,-0.04080481968377013,-3.0525642422750385,0.21621773465257532,-2.0275966488831716,0.028428093645484948
main__near_eye,Near-eye,21,598,156.79693239161872,156.79693239161872,156.79693239161872,0.03373036638274161,-2.7053523594045217,1.2077603414052027,-1.1267241137387602,0.021739130434782608
main__near_eye,Near-eye,22,598,166.02694815747296,166.02694815747296,166.02694815747296,2.1481012119189113,-2.6901910534407603,3.303541846895617,0.03784546638495316,0.005016722408026756
main__near_eye,Near-eye,23,598,171.66440960542613,171.66440960542613,171.66440960542613,-0.939226077280711,-2.9753560473211302,-0.41898673443134193,-2.154219804745417,0.015050167224080268
main__near_eye,Near-eye,24,598,230.97359068273775,230.97359068273775,230.97359068273775,-0.5064073731407568,-3.1872198027499556,0.031242420449559282,-2.095970086339015,0.04013377926421405
main__near_eye,Near-eye,25,598,295.8531869985289,295.8531869985289,295.8531869985289,0.6051349390075447,-3.4632954582887585,-1.21643696113005,-2.424890095986795,0.021739130434782608
main__near_eye,Near-eye,26,597,305.8228433039063,305.8228433039063,305.8228433039063,-0.5740018740774832,-3.4332791390909607,-1.0085352900053937,-2.5555488785342426,0.01507537688442211
main__near_eye,Near-eye,27,597,335.1523298204993,335.1523298204993,335.1523298204993,-1.027251265282379,-3.429762184208781,-0.6836562830635527,-2.548356172830466,0.02512562814070352
main__near_eye,Near-eye,28,597,495.0852080522915,495.0852080522915,495.0852080522915,0.2733193246405526,-3.8046703017810586,0.18802409153506208,-2.2603269036064564,0.02847571189279732
main__near_eye,Near-eye,29,597,1071.850210791066,1071.850210791066,1071.850210791066,-0.6224839919218352,-4.715725372912864,-1.736600445275933,-3.8477387735012996,0.02847571189279732
main__near_eye,Near-eye,30,597,1601.855507644741,1601.855507644741,1601.855507644741,0.3650386768875326,-5.136178563129122,-0.9663076257414217,-3.29127018312095,0.04522613065326633
main__chest,Chest,1,651,2.4283004320357273,2.4283004320357273,2.4283004320357273,0.06513669134155924,-1.2238269682232417,-1.2238062799901417,-1.7163695060408743,0.7450076804915514
main__chest,Chest,2,651,2.772259973198331,2.772259973198331,2.772259973198331,4.844924992891842,-1.2628294076116464,-1.2628294076116464,-1.8008391962834192,0.8003072196620584
main__chest,Chest,3,651,3.020507033784772,3.020507033784772,3.020507033784772,-0.6361479763725518,-1.289548881351746,-1.289548881351746,-2.4220764845578535,0.8771121351766513
main__chest,Chest,4,651,3.211613598647348,3.211613598647348,3.211613598647348,-0.9104649615842543,-1.3130640727142313,-1.289548881351746,-2.359850694116952,0.7987711213517665
main__chest,Chest,5,651,3.4160411523285,3.4160411523285,3.4160411523285,-1.1491723824010749,-1.3130640727142313,-1.3130640727142313,-2.4898890778929355,0.8079877112135176
main__chest,Chest,6,651,3.974032381287322,3.974032381287322,3.974032381287322,-0.6880017146255485,-1.3700707076933238,-1.3700707076933238,-2.4350989927470192,0.7619047619047619
main__chest,Chest,7,651,5.229264279351872,5.229264279351872,5.229264279351872,0.5755822068840233,-1.4676631330997365,-1.459065010849931,-2.156236494720905,0.7434715821812596
main__chest,Chest,8,651,6.045543315856774,6.045543315856774,6.045543315856774,-0.9121292090777853,-1.5517072259978462,-1.4676631330997365,-2.8232756191616772,0.8248847926267281
main__chest,Chest,9,651,15.503925655822606,15.503925655822606,15.503925655822606,-1.4887739651480454,-2.0020074098035296,-1.5517072259978462,-3.180621493508894,0.7081413210445469
main__chest,Chest,10,651,37.21853022420096,37.21853022420096,37.21853022420096,-0.4511852233382451,-2.2412414336145448,-1.2032355813808162,-2.3332793672927106,0.1935483870967742
main__chest,Chest,11,651,49.74842338738688,49.74842338738688,49.74842338738688,1.6896156887945961,-2.386823496255715,0.3209256485727742,-1.362630097892296,0.15207373271889402
main__chest,Chest,12,651,56.545037122562306,56.545037122562306,56.545037122562306,-0.4741649856106447,-2.491319685566272,-0.4014726521097164,-1.9982745509217472,0.1336405529953917
main__chest,Chest,13,650,64.17677083516338,64.17677083516338,64.17677083516338,-0.026719924604377093,-2.5854605228600165,-0.8338158439973382,-2.3639563403075723,0.14615384615384616
main__chest,Chest,14,650,69.41427437261609,69.41427437261609,69.41427437261609,1.1253682129061438,-2.5077143917951683,4.0365829552647705,-0.5532433065616197,0.052307692307692305
main__chest,Chest,15,650,72.82287146444271,72.82287146444271,72.82287146444271,0.49630717354774156,-2.553606334235628,0.4172505327923755,-1.3828421692971131,0.036923076923076927
main__chest,Chest,16,650,75.08704201230749,75.08704201230749,75.08704201230749,-0.6597150346519443,-2.484161119581722,-0.34955885243001295,-1.8712535554191805,0.036923076923076927
main__chest,Chest,17,650,78.51248426541694,78.51248426541694,78.51248426541694,-0.22556538134299495,-2.679034357897858,-0.9927140081057522,-2.175029164527518,0.03076923076923077
main__chest,Chest,18,650,103.60342492281121,103.60342492281121,103.60342492281121,-0.18365725003318276,-2.8146560562488445,-0.9543465271007423,-2.5043328699729654,0.06153846153846154
main__chest,Chest,19,650,123.82381424788305,123.82381424788305,123.82381424788305,0.32467688551091756,-2.9319452442452065,0.3543961002640873,-1.8175565660888207,0.04
main__chest,Chest,20,650,146.11595814430112,146.11595814430112,146.11595814430112,-0.070960914414662,-2.712783808180511,0.6591407896734466,-1.354277754651792,0.018461538461538463
main__chest,Chest,21,650,158.59703041899056,158.59703041899056,158.59703041899056,-1.3990961951682355,-3.182355834319395,-1.299301726688542,-3.3588461669067295,0.06
main__chest,Chest,22,650,182.42628642101286,182.42628642101286,182.42628642101286,-0.3086832924522814,-3.140974491820845,-0.6467230855655999,-2.3676265340031923,0.05076923076923077
main__chest,Chest,23,650,195.45369808348545,195.45369808348545,195.45369808348545,0.07105366467419673,-3.1027496233548364,0.5434215945428587,-1.6521822638075636,0.03230769230769231
main__chest,Chest,24,650,197.65024981096772,197.65024981096772,197.65024981096772,2.3844096703643634,-2.8953466055671977,2.8796815171166505,-0.1496981487982899,0.015384615384615385
main__chest,Chest,25,650,235.11365982969303,235.11365982969303,235.11365982969303,-0.03273113236955665,-3.3943817726316174,-1.1319981436160174,-2.5895442987485566,0.03230769230769231
main__chest,Chest,26,650,301.71083592204707,301.71083592204707,301.71083592204707,-0.6646563503095517,-3.4864786341482343,-1.3877859404730186,-2.88660061129613,0.016923076923076923
main__chest,Chest,27,650,359.57646050729727,359.57646050729727,359.57646050729727,-0.7308625211528695,-3.6704347527098062,-1.1896561967870096,-2.88743161193891,0.03538461538461538
main__chest,Chest,28,650,711.363793959144,711.363793959144,711.363793959144,-0.7287598627949774,-4.340962902565543,-1.2291015682236996,-3.462186980865732,0.027692307692307693
main__chest,Chest,29,650,1149.3088167106723,1149.3088167106723,1149.3088167106723,0.22027519091415168,-4.885733664894705,-0.9584952698111017,-3.456376042332851,0.04153846153846154
main__chest,Chest,30,650,1790.041525495382,1790.041525495382,1790.041525495382,0.32829560891169624,-5.2401616939868685,-0.8934840527649619,-3.5606322195725175,0.027692307692307693
