placement,observation_index,fitted_mean,pearson_residual,deviance_residual,observed_mel_edi_lx,observed_zero,source_model
Near-eye,31,352.00194112143015,-3.8464071264426525,-7.630160050071363,0.6099891306414654,FALSE,geo_medi_1h ~ site + light_source
Near-eye,32,352.00194112143015,-3.829462490336985,-7.307867300719421,2.157981467700867,FALSE,geo_medi_1h ~ site + light_source
Near-eye,33,352.00194112143015,-3.532173959915393,-5.569871985306475,29.3170401880216,FALSE,geo_medi_1h ~ site + light_source
Near-eye,34,352.00194112143015,-3.6380447827787896,-5.993387134326982,19.645116784727016,FALSE,geo_medi_1h ~ site + light_source
Near-eye,35,352.00194112143015,-3.6849073136989894,-6.216109904605228,15.363948495995354,FALSE,geo_medi_1h ~ site + light_source
Near-eye,36,352.00194112143015,-3.668482479068831,-6.134726654447627,16.864453905872573,FALSE,geo_medi_1h ~ site + light_source
Near-eye,37,352.00194112143015,-3.6508047483165282,-6.051272690719164,18.479418757906842,FALSE,geo_medi_1h ~ site + light_source
Near-eye,38,352.00194112143015,-3.5575697836145785,-5.663823425096036,26.996982074380423,FALSE,geo_medi_1h ~ site + light_source
Near-eye,39,1774.1535071365502,-5.081382965153377,-7.928673639723862,161.3793244640993,FALSE,geo_medi_1h ~ site + light_source
Near-eye,40,152.5583888330087,-0.7148060554469523,-0.7615515106798398,118.25432389704604,FALSE,geo_medi_1h ~ site + light_source
Near-eye,41,152.5583888330087,-1.17124974261149,-1.3092239241051662,96.34925780983723,FALSE,geo_medi_1h ~ site + light_source
Near-eye,42,140.04256566576518,-2.5457039511586568,-3.604927154054503,25.664902761479134,FALSE,geo_medi_1h ~ site + light_source
Near-eye,43,140.04256566576518,-3.0987968549321754,-5.925836811967577,0.8146158010620593,FALSE,geo_medi_1h ~ site + light_source
Near-eye,44,152.5583888330087,-3.1236160578138676,-5.653812338358457,2.6537716774329616,FALSE,geo_medi_1h ~ site + light_source
Near-eye,45,152.5583888330087,-3.0396347204107554,-5.125804993670348,6.684097427659011,FALSE,geo_medi_1h ~ site + light_source
Near-eye,46,152.5583888330087,-2.983234356222699,-4.865267152273489,9.390792118863406,FALSE,geo_medi_1h ~ site + light_source
Near-eye,47,91.21128260073866,-2.8167885816107816,-5.530535872562352,0.23833573732270283,FALSE,geo_medi_1h ~ site + light_source
Near-eye,48,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,49,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,50,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,51,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,52,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,53,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,54,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,55,91.21128260073866,-2.814128884120706,-5.475534417903538,0.3242351619430075,FALSE,geo_medi_1h ~ site + light_source
Near-eye,56,152.5583888330087,-2.312443355095635,-3.064667905292424,41.582542434596284,FALSE,geo_medi_1h ~ site + light_source
Near-eye,57,152.5583888330087,0.3960866348008491,0.3841621893225322,171.566875872167,FALSE,geo_medi_1h ~ site + light_source
Near-eye,58,152.5583888330087,1.5284927234851953,1.3753641193528032,225.9118715588889,FALSE,geo_medi_1h ~ site + light_source
Near-eye,59,152.5583888330087,-0.12885531624042587,-0.13022408856056736,146.37452804731393,FALSE,geo_medi_1h ~ site + light_source
Near-eye,60,152.5583888330087,0.6669743604967593,0.6344358108710282,184.56697577593366,FALSE,geo_medi_1h ~ site + light_source
Near-eye,61,152.5583888330087,7.809135828849245,5.418363011909932,527.3245236821247,FALSE,geo_medi_1h ~ site + light_source
Near-eye,62,352.00194112143015,-3.435110030132209,-5.24251940070039,38.18440202289688,FALSE,geo_medi_1h ~ site + light_source
Near-eye,63,152.5583888330087,7.761284514612367,5.392954707005042,525.0281041451824,FALSE,geo_medi_1h ~ site + light_source
Near-eye,64,152.5583888330087,-1.4110822276476684,-1.6229286130874494,84.83952159853715,FALSE,geo_medi_1h ~ site + light_source
Near-eye,65,152.5583888330087,-1.8496894877810484,-2.259654991843927,63.79043867828657,FALSE,geo_medi_1h ~ site + light_source
Near-eye,66,152.5583888330087,-1.5945207769628202,-1.8779972927071225,76.0361715716112,FALSE,geo_medi_1h ~ site + light_source
Near-eye,67,152.5583888330087,-2.7496371614121315,-4.0740114936558784,20.601292195880607,FALSE,geo_medi_1h ~ site + light_source
Near-eye,68,140.04256566576518,-3.0987999890766975,-5.925882925373225,0.8144749849528261,FALSE,geo_medi_1h ~ site + light_source
Near-eye,69,140.04256566576518,-3.114597902011302,-6.2776674107735,0.10467981831409709,FALSE,geo_medi_1h ~ site + light_source
Near-eye,70,140.04256566576518,-3.112432546208467,-6.199008505329302,0.201968560774443,FALSE,geo_medi_1h ~ site + light_source
Near-eye,71,140.04256566576518,-3.0519576644761943,-5.459192444339538,2.919085621382455,FALSE,geo_medi_1h ~ site + light_source
Near-eye,72,4.710910802557039,-1.3824976877601727,-2.3947551768870663,0.1512985558976814,FALSE,geo_medi_1h ~ site + light_source
Near-eye,73,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,74,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,75,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,76,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,77,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,78,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,79,352.00194112143015,-3.837921773995979,-7.4431555437825505,1.3851760678401863,FALSE,geo_medi_1h ~ site + light_source
Near-eye,80,352.00194112143015,-3.6173567483943327,-5.903235591045489,21.53509060867066,FALSE,geo_medi_1h ~ site + light_source
Near-eye,81,1774.1535071365502,-4.686324875719277,-6.764846964217516,286.76634836380043,FALSE,geo_medi_1h ~ site + light_source
Near-eye,82,152.5583888330087,4.024709403889311,3.1956025527236744,345.70713412878024,FALSE,geo_medi_1h ~ site + light_source
Near-eye,83,152.5583888330087,9.753533656667909,6.406924270960274,620.6375962821178,FALSE,geo_medi_1h ~ site + light_source
Near-eye,84,152.5583888330087,12.531667468242157,7.6960897193298115,753.9622679840758,FALSE,geo_medi_1h ~ site + light_source
Near-eye,85,1774.1535071365502,0.4254391842887397,0.4174346387903548,1909.1831511180083,FALSE,geo_medi_1h ~ site + light_source
Near-eye,86,152.5583888330087,24.793320613679807,12.330213969488291,1342.4079624743622,FALSE,geo_medi_1h ~ site + light_source
Near-eye,87,152.5583888330087,1.5296579173780058,1.376316834790581,225.9677900652549,FALSE,geo_medi_1h ~ site + light_source
Near-eye,88,152.5583888330087,-0.8555770000952063,-0.9244301428670685,111.49862339687185,FALSE,geo_medi_1h ~ site + light_source
Near-eye,89,152.5583888330087,-1.763069629290728,-2.1261673242907366,67.94738898355209,FALSE,geo_medi_1h ~ site + light_source
Near-eye,90,152.5583888330087,-3.0982805029812703,-5.465659188554721,3.8696434674706484,FALSE,geo_medi_1h ~ site + light_source
Near-eye,91,152.5583888330087,-2.9823581400681136,-4.8615548863500875,9.432842372405315,FALSE,geo_medi_1h ~ site + light_source
Near-eye,92,152.5583888330087,-2.9918086113724556,-4.902062832585817,8.979307348703124,FALSE,geo_medi_1h ~ site + light_source
Near-eye,93,91.21128260073866,-2.8095699176209155,-5.39701257524204,0.4714746884893608,FALSE,geo_medi_1h ~ site + light_source
Near-eye,94,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,95,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,96,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,97,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,98,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,99,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,100,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,101,352.00194112143015,-3.8413199464365557,-7.508842898629671,1.0747329951641775,FALSE,geo_medi_1h ~ site + light_source
Near-eye,102,352.00194112143015,-3.7617647577051962,-6.668895179368413,8.342568182741505,FALSE,geo_medi_1h ~ site + light_source
Near-eye,103,352.00194112143015,-3.5955432053677807,-5.8125599511012,23.527886277969507,FALSE,geo_medi_1h ~ site + light_source
Near-eye,104,352.00194112143015,-3.341165561718335,-4.9617465905427265,46.76678268347421,FALSE,geo_medi_1h ~ site + light_source
Near-eye,105,352.00194112143015,-3.4128630140068053,-5.17327855637977,40.2167980135694,FALSE,geo_medi_1h ~ site + light_source
Near-eye,106,352.00194112143015,-2.8289768055376094,-3.7659988386957433,93.55824310501649,FALSE,geo_medi_1h ~ site + light_source
Near-eye,107,352.00194112143015,1.4072843423339336,1.2952927330547106,480.56565676640923,FALSE,geo_medi_1h ~ site + light_source
Near-eye,108,352.00194112143015,2.2474876431844883,1.9843765226011674,557.3231783312243,FALSE,geo_medi_1h ~ site + light_source
Near-eye,109,352.00194112143015,-3.0161292607353363,-4.156010823590124,76.46076371972332,FALSE,geo_medi_1h ~ site + light_source
Near-eye,110,91.21128260073866,-2.5978573752065857,-4.115082686640831,7.309088983405174,FALSE,geo_medi_1h ~ site + light_source
Near-eye,111,152.5583888330087,-2.978433527690787,-4.845032795258244,9.621187388251757,FALSE,geo_medi_1h ~ site + light_source
Near-eye,112,152.5583888330087,-3.0002332887311605,-4.939086826898105,8.575000926037394,FALSE,geo_medi_1h ~ site + light_source
Near-eye,113,152.5583888330087,-2.9745852368685495,-4.828995555692017,9.805869676898512,FALSE,geo_medi_1h ~ site + light_source
Near-eye,114,91.21128260073866,-2.7690052290193647,-4.974661788270745,1.781579850364741,FALSE,geo_medi_1h ~ site + light_source
Near-eye,115,4.710910802557039,-1.3008300594272324,-2.0343004060644123,0.4206463613944065,FALSE,geo_medi_1h ~ site + light_source
Near-eye,116,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,117,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,118,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,119,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,120,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,121,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,122,352.00194112143015,-3.8111151047854186,-7.084834115751976,3.8341232308987987,FALSE,geo_medi_1h ~ site + light_source
Near-eye,123,352.00194112143015,-3.4795495708060797,-5.38683721640474,34.12458816814059,FALSE,geo_medi_1h ~ site + light_source
Near-eye,124,352.00194112143015,-3.3056106874511215,-4.862578253564924,50.01492991824137,FALSE,geo_medi_1h ~ site + light_source
Near-eye,125,352.00194112143015,-3.2067910325849383,-4.603359920956883,59.042687583249396,FALSE,geo_medi_1h ~ site + light_source
Near-eye,126,352.00194112143015,-3.0707518664878353,-4.278214669459957,71.47066687681702,FALSE,geo_medi_1h ~ site + light_source
Near-eye,127,352.00194112143015,-0.44251679033776425,-0.4563792197736831,311.5754252499039,FALSE,geo_medi_1h ~ site + light_source
Near-eye,128,352.00194112143015,-0.1238760679008673,-0.12491520891317402,340.68513250661067,FALSE,geo_medi_1h ~ site + light_source
Near-eye,129,352.00194112143015,1.312888219204891,1.2144516524575077,471.9420147866913,FALSE,geo_medi_1h ~ site + light_source
Near-eye,130,1774.1535071365502,10.228468658179201,7.574942385274599,5020.555184261041,FALSE,geo_medi_1h ~ site + light_source
Near-eye,131,1774.1535071365502,6.557622417273395,5.27380221383237,3855.469598999627,FALSE,geo_medi_1h ~ site + light_source
Near-eye,132,352.00194112143015,-1.8513844539196587,-2.161195286235726,182.86706388083476,FALSE,geo_medi_1h ~ site + light_source
Near-eye,133,352.00194112143015,-3.496693255333033,-5.444894331695625,32.55841158510897,FALSE,geo_medi_1h ~ site + light_source
Near-eye,134,152.5583888330087,-2.92721446433363,-4.643244324597824,12.07922766641431,FALSE,geo_medi_1h ~ site + light_source
Near-eye,135,152.5583888330087,-2.985211653420567,-4.873676466875463,9.295900181453955,FALSE,geo_medi_1h ~ site + light_source
Near-eye,136,152.5583888330087,-2.954625915841242,-4.748245252204727,10.763732078008651,FALSE,geo_medi_1h ~ site + light_source
Near-eye,137,152.5583888330087,-2.9122792399183304,-4.588544222467033,12.795979999822098,FALSE,geo_medi_1h ~ site + light_source
Near-eye,138,91.21128260073866,-2.7968336139832326,-5.230217998203413,0.8828151354194163,FALSE,geo_medi_1h ~ site + light_source
Near-eye,139,4.710910802557039,-1.421958726557997,-2.7453937740543632,0.021152200239057978,FALSE,geo_medi_1h ~ site + light_source
Near-eye,140,91.21128260073866,-2.8241681533035434,-5.888279275078986,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,141,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,142,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,143,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,144,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,145,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,146,68.55712107590799,-2.5921453432001855,-4.651962532136225,1.3608042173090427,FALSE,geo_medi_1h ~ site + light_source
Near-eye,147,352.00194112143015,-1.7429333705987609,-2.0113641675140146,192.77470927844792,FALSE,geo_medi_1h ~ site + light_source
Near-eye,148,352.00194112143015,-2.1733861267153776,-2.6325954367784794,153.4503140079131,FALSE,geo_medi_1h ~ site + light_source
Near-eye,149,352.00194112143015,-0.10026811314585837,-0.10094676469106412,342.841858259026,FALSE,geo_medi_1h ~ site + light_source
Near-eye,150,352.00194112143015,-1.7591179876767995,-2.0334678200881036,191.29614915719128,FALSE,geo_medi_1h ~ site + light_source
Near-eye,151,352.00194112143015,-1.619661301215162,-1.8457996905105907,204.03633907027609,FALSE,geo_medi_1h ~ site + light_source
Near-eye,152,352.00194112143015,-2.428711673401984,-3.0407434889504135,130.12482107542192,FALSE,geo_medi_1h ~ site + light_source
Near-eye,153,152.5583888330087,-1.6904877186214233,-2.0175264940214164,71.4306479148425,FALSE,geo_medi_1h ~ site + light_source
Near-eye,154,152.5583888330087,1.4394381181376172,1.30218833778081,221.63807597278455,FALSE,geo_medi_1h ~ site + light_source
Near-eye,155,152.5583888330087,4.2783806800615745,3.3610026372563993,357.8810040392145,FALSE,geo_medi_1h ~ site + light_source
Near-eye,156,152.5583888330087,-1.0049861976849268,-1.1029599127358178,104.3283668257477,FALSE,geo_medi_1h ~ site + light_source
Near-eye,157,1774.1535071365502,-5.327637170896615,-8.927182542521422,83.22099077408645,FALSE,geo_medi_1h ~ site + light_source
Near-eye,158,1774.1535071365502,-5.575225523514728,-10.946286951151285,4.63921377140716,FALSE,geo_medi_1h ~ site + light_source
Near-eye,159,152.5583888330087,-2.998005045781124,-4.929207000281872,8.68193593346872,FALSE,geo_medi_1h ~ site + light_source
Near-eye,160,152.5583888330087,-3.0455388425555743,-5.156071759832992,6.4007542915700215,FALSE,geo_medi_1h ~ site + light_source
Near-eye,161,152.5583888330087,-3.0670243350266784,-5.2726199107740275,5.369649807642509,FALSE,geo_medi_1h ~ site + light_source
Near-eye,162,152.5583888330087,-3.139893887802121,-5.800303019503666,1.8725867214878686,FALSE,geo_medi_1h ~ site + light_source
Near-eye,163,91.21128260073866,-2.7455811184593952,-4.809909998203576,2.5381010813888554,FALSE,geo_medi_1h ~ site + light_source
Near-eye,164,91.21128260073866,-2.8241681533035434,-5.888279275078986,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,165,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,166,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,167,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,168,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,169,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,170,4.710910802557039,-1.198432343311762,-1.7310228730552168,0.7583640187645793,FALSE,geo_medi_1h ~ site + light_source
Near-eye,171,352.00194112143015,-3.25767926730764,-4.734052794343374,54.39374753484804,FALSE,geo_medi_1h ~ site + light_source
Near-eye,172,352.00194112143015,-2.841690780378767,-3.791258078128198,92.39674659928173,FALSE,geo_medi_1h ~ site + light_source
Near-eye,173,352.00194112143015,-2.61100727073593,-3.3558724442901604,113.47104427001508,FALSE,geo_medi_1h ~ site + light_source
Near-eye,174,352.00194112143015,-1.0566557806198296,-1.1435843726596384,255.47021030651004,FALSE,geo_medi_1h ~ site + light_source
Near-eye,175,352.00194112143015,-1.8947091301067813,-2.222218084530976,178.90909946513295,FALSE,geo_medi_1h ~ site + light_source
Near-eye,176,152.5583888330087,-1.592840187726332,-1.875593252700421,76.1168242771386,FALSE,geo_medi_1h ~ site + light_source
Near-eye,177,152.5583888330087,8.767487573955133,5.915848312512403,573.3165242326087,FALSE,geo_medi_1h ~ site + light_source
Near-eye,178,352.00194112143015,-1.1294304303286433,-1.229971261888178,248.8218173059811,FALSE,geo_medi_1h ~ site + light_source
Near-eye,179,352.00194112143015,-1.7047562870858948,-1.9595686375658385,196.26241077647117,FALSE,geo_medi_1h ~ site + light_source
Near-eye,180,1774.1535071365502,-5.064289681039795,-7.870065365028204,166.80454187135282,FALSE,geo_medi_1h ~ site + light_source
Near-eye,181,152.5583888330087,-2.9732172476421415,-4.8233327656383915,9.871520479513853,FALSE,geo_medi_1h ~ site + light_source
Near-eye,182,152.5583888330087,-3.114478773914108,-5.581547322395784,3.092276608731693,FALSE,geo_medi_1h ~ site + light_source
Near-eye,183,152.5583888330087,-3.1528358947206923,-5.942184038609028,1.251490352265382,FALSE,geo_medi_1h ~ site + light_source
Near-eye,184,152.5583888330087,-3.052190861294782,-5.191027472007614,6.081519051400782,FALSE,geo_medi_1h ~ site + light_source
Near-eye,185,152.5583888330087,-3.026513197418203,-5.060863766043824,7.3138089044508146,FALSE,geo_medi_1h ~ site + light_source
Near-eye,186,91.21128260073866,-2.599561980166827,-4.121393998621561,7.254035885887137,FALSE,geo_medi_1h ~ site + light_source
Near-eye,187,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,188,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,189,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,190,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,191,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,192,4.710910802557039,-0.994560832048868,-1.2925234223671875,1.4307521520172843,FALSE,geo_medi_1h ~ site + light_source
Near-eye,193,352.00194112143015,0.09553852350383762,0.09493805581213537,360.7299481058026,FALSE,geo_medi_1h ~ site + light_source
Near-eye,194,352.00194112143015,0.2122707633912727,0.2093503728638795,371.3941259439502,FALSE,geo_medi_1h ~ site + light_source
Near-eye,195,152.5583888330087,3.2976976354031233,2.7043521016214696,310.81730810490143,FALSE,geo_medi_1h ~ site + light_source
Near-eye,196,152.5583888330087,3.7792479235068375,3.0326994062647477,333.9272583174976,FALSE,geo_medi_1h ~ site + light_source
Near-eye,197,152.5583888330087,3.8318279847639327,3.067838682106461,336.4506138794094,FALSE,geo_medi_1h ~ site + light_source
Near-eye,198,152.5583888330087,2.0364335539327465,1.7798200241353739,250.28832318310532,FALSE,geo_medi_1h ~ site + light_source
Near-eye,199,152.5583888330087,-0.8160519476797641,-0.8781970324330204,113.3954595446978,FALSE,geo_medi_1h ~ site + light_source
Near-eye,200,152.5583888330087,2.6948220058073513,2.275153268431584,281.884866097214,FALSE,geo_medi_1h ~ site + light_source
Near-eye,201,152.5583888330087,2.0842077703517976,1.816802398404356,252.58104273943187,FALSE,geo_medi_1h ~ site + light_source
Near-eye,202,352.00194112143015,-2.5020840647399063,-3.164916698554026,123.42182085549732,FALSE,geo_medi_1h ~ site + light_source
Near-eye,203,352.00194112143015,-3.6276156222029434,-5.947398720304132,20.597882046411932,FALSE,geo_medi_1h ~ site + light_source
Near-eye,204,152.5583888330087,-3.0135211823581685,-4.999392749594164,7.937305200924918,FALSE,geo_medi_1h ~ site + light_source
Near-eye,205,152.5583888330087,-3.106253094677908,-5.520991923888593,3.4870329660831443,FALSE,geo_medi_1h ~ site + light_source
Near-eye,206,152.5583888330087,-3.0000600803245505,-4.938316532046476,8.583313324040368,FALSE,geo_medi_1h ~ site + light_source
Near-eye,207,152.5583888330087,-3.069891081851842,-5.289031895064922,5.232072532665638,FALSE,geo_medi_1h ~ site + light_source
Near-eye,208,91.21128260073866,-2.6085363175218714,-4.155042058944444,6.964194496773014,FALSE,geo_medi_1h ~ site + light_source
Near-eye,209,91.21128260073866,-2.566717145969047,-4.0038818871119215,8.31481530530085,FALSE,geo_medi_1h ~ site + light_source
Near-eye,210,91.21128260073866,-2.8141947273676218,-5.476795046943307,0.3221086430263732,FALSE,geo_medi_1h ~ site + light_source
Near-eye,211,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,212,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,213,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,214,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,215,4.710910802557039,-1.428372181549255,-2.9780996941975832,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,216,4.710910802557039,-0.1775169741994597,-0.18356634608199027,4.125442503611008,FALSE,geo_medi_1h ~ site + light_source
Near-eye,217,152.5583888330087,11.369039246130688,7.171965761629227,698.1668900297624,FALSE,geo_medi_1h ~ site + light_source
Near-eye,218,352.00194112143015,-2.7024724898988874,-3.5230280302001282,105.11515763493034,FALSE,geo_medi_1h ~ site + light_source
Near-eye,219,152.5583888330087,-1.8075624796130867,-2.1941905364242733,65.81214458402064,FALSE,geo_medi_1h ~ site + light_source
