light_source,time_hour,participant_hours,participants,participant_days,sites,locally_sparse,category_order,category_code,short_label,figure_label,placement
Electric light source indoors,19.5,365,111,365,9,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Near-eye
Electric light source indoors,20.5,461,122,461,9,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Near-eye
Electric light source indoors,21.5,483,119,483,9,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Near-eye
Electric light source indoors,22.5,439,116,439,9,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Near-eye
Electric light source indoors,23.5,284,93,284,9,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Near-eye
Electric light source outdoors,0.5,7,5,7,3,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,1.5,5,2,5,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,2.5,3,2,3,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,3.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,4.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,5.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,6.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,7.5,4,3,4,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,8.5,5,3,5,3,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,9.5,4,3,4,3,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,10.5,4,3,4,3,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,11.5,4,3,4,3,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,12.5,2,2,2,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,13.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,14.5,3,2,3,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,15.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,16.5,2,2,2,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,17.5,6,6,6,4,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,18.5,31,20,31,6,FALSE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,19.5,40,26,40,7,FALSE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,20.5,27,22,27,7,FALSE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,21.5,22,20,22,7,FALSE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,22.5,17,14,17,7,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Electric light source outdoors,23.5,11,9,11,7,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Near-eye
Daylight indoors,0.5,3,2,3,2,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,1.5,3,2,3,2,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,2.5,1,1,1,1,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,3.5,1,1,1,1,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,4.5,4,3,4,3,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,5.5,14,10,14,6,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,6.5,91,38,91,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,7.5,150,66,150,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,8.5,267,102,267,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,9.5,361,120,361,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,10.5,423,129,423,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,11.5,434,129,434,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,12.5,403,132,403,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,13.5,423,131,423,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,14.5,404,127,404,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,15.5,414,130,414,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,16.5,377,123,377,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,17.5,337,113,337,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,18.5,276,89,276,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,19.5,194,71,194,9,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,20.5,109,48,109,7,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,21.5,69,34,69,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,22.5,31,21,31,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight indoors,23.5,15,10,15,7,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Near-eye
Daylight outdoors (including shade),0.5,3,3,3,2,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),1.5,1,1,1,1,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),2.5,1,1,1,1,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),3.5,1,1,1,1,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),4.5,1,1,1,1,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),5.5,1,1,1,1,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),6.5,9,7,9,6,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),7.5,45,23,45,7,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),8.5,85,48,85,9,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),9.5,91,56,91,9,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),10.5,81,57,81,9,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),11.5,83,60,83,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),12.5,135,74,135,9,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),13.5,127,79,127,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),14.5,141,77,141,9,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),15.5,134,76,134,9,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),16.5,142,83,142,9,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),17.5,157,87,157,9,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),18.5,124,69,124,9,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),19.5,88,53,88,7,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),20.5,57,33,57,7,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),21.5,32,19,32,4,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),22.5,14,10,14,4,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Daylight outdoors (including shade),23.5,4,4,4,3,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Near-eye
Emissive display light,0.5,43,19,43,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,1.5,18,13,18,5,TRUE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,2.5,6,4,6,3,TRUE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,3.5,7,5,7,3,TRUE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,4.5,5,5,5,3,TRUE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,5.5,4,3,4,3,TRUE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,6.5,1,1,1,1,TRUE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,7.5,4,4,4,4,TRUE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,8.5,9,9,9,7,TRUE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,9.5,24,19,24,7,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,10.5,32,25,32,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,11.5,34,23,34,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,12.5,27,20,27,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,13.5,32,22,32,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,14.5,29,21,29,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,15.5,25,20,25,7,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,16.5,29,22,29,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,17.5,29,24,29,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,18.5,26,22,26,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,19.5,35,26,35,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,20.5,51,31,51,8,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,21.5,64,42,64,9,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,22.5,70,41,70,9,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Emissive display light,23.5,60,33,60,9,FALSE,5,display,Emissive display,"Emissive
display",Near-eye
Darkness during sleep,0.5,498,116,498,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,1.5,602,122,602,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,2.5,646,123,646,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,3.5,651,124,651,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,4.5,640,122,640,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,5.5,599,118,599,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,6.5,471,108,471,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,7.5,287,81,287,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,8.5,169,61,169,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,9.5,79,38,79,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,10.5,22,17,22,6,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,11.5,7,5,7,3,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,12.5,1,1,1,1,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,13.5,0,0,0,0,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,14.5,0,0,0,0,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,15.5,0,0,0,0,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,16.5,0,0,0,0,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,17.5,1,1,1,1,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,18.5,6,5,6,3,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,19.5,9,5,9,4,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,20.5,16,8,16,4,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,21.5,57,25,57,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,22.5,143,49,143,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Darkness during sleep,23.5,321,89,321,9,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Near-eye
Light entering from outside during sleep,0.5,36,17,36,6,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,1.5,43,17,43,5,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,2.5,48,17,48,5,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,3.5,57,18,57,5,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,4.5,69,19,69,5,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,5.5,99,30,99,7,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,6.5,107,37,107,8,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,7.5,120,42,120,8,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,8.5,87,39,87,7,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,9.5,52,28,52,7,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,10.5,25,14,25,6,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,11.5,14,10,14,5,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,12.5,8,5,8,4,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,13.5,6,5,6,4,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,14.5,7,7,7,4,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,15.5,3,3,3,3,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,16.5,2,2,2,2,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,17.5,1,1,1,1,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,18.5,3,3,3,2,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,19.5,3,3,3,3,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,20.5,7,6,7,4,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,21.5,12,7,12,4,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,22.5,23,12,23,6,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Light entering from outside during sleep,23.5,21,14,21,6,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Near-eye
Electric light source indoors,0.5,122,50,122,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,1.5,58,34,58,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,2.5,27,20,27,6,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,3.5,18,13,18,5,TRUE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,4.5,24,16,24,4,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,5.5,44,26,44,7,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,6.5,80,40,80,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,7.5,150,63,150,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,8.5,166,75,166,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,9.5,199,87,199,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,10.5,231,96,231,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,11.5,249,98,249,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,12.5,237,98,237,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,13.5,239,96,239,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,14.5,246,98,246,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,15.5,245,99,245,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,16.5,253,102,253,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,17.5,288,107,288,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,18.5,387,120,387,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,19.5,463,127,463,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,20.5,540,135,540,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,21.5,530,129,530,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,22.5,430,124,430,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source indoors,23.5,242,90,242,8,FALSE,1,electric_indoor,Indoor electric,"Indoor
electric",Chest
Electric light source outdoors,0.5,7,5,7,3,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,1.5,6,3,6,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,2.5,3,2,3,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,3.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,4.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,5.5,2,2,2,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,6.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,7.5,3,2,3,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,8.5,5,3,5,3,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,9.5,3,2,3,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,10.5,3,2,3,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,11.5,3,2,3,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,12.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,13.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,14.5,4,3,4,3,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,15.5,1,1,1,1,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,16.5,3,3,3,2,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,17.5,8,8,8,4,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,18.5,42,28,42,6,FALSE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,19.5,45,28,45,6,FALSE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,20.5,28,22,28,6,FALSE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,21.5,20,18,20,7,FALSE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,22.5,16,13,16,7,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Electric light source outdoors,23.5,12,10,12,7,TRUE,2,electric_outdoor,Outdoor electric,"Outdoor
electric",Chest
Daylight indoors,0.5,4,3,4,2,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,1.5,1,1,1,1,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,2.5,0,0,0,0,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,3.5,1,1,1,1,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,4.5,4,3,4,3,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,5.5,34,19,34,6,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,6.5,145,60,145,7,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,7.5,223,81,223,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,8.5,321,113,321,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,9.5,399,131,399,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,10.5,447,136,447,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,11.5,436,136,436,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,12.5,418,137,418,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,13.5,427,135,427,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,14.5,400,134,400,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,15.5,402,135,402,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,16.5,373,126,373,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,17.5,324,115,324,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,18.5,241,84,241,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,19.5,169,66,169,8,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,20.5,99,44,99,7,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
