"path","role","expected_sha256","expected_bytes","source","current_sha256","current_bytes","status"
"artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv","protected H05 scientific or display artifact","63b86698a31437e8f90bb2aec45dc949d40670eebf7966a6c65fa40a9e0cd9e5",21320,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","63b86698a31437e8f90bb2aec45dc949d40670eebf7966a6c65fa40a9e0cd9e5",21320,"PASS"
"artifacts/08_diagnostics/H05/H05_mder_metric010_influence_refits.csv","protected H05 scientific or display artifact","c5e4d72bc0aaf0dfb481aececede40af7a6bc86ed421895967a26340eab83ded",19294,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","c5e4d72bc0aaf0dfb481aececede40af7a6bc86ed421895967a26340eab83ded",19294,"PASS"
"artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail_summary.csv","protected H05 scientific or display artifact","91eca42774e479b8983ff91b54501c0b8b4d73b74b381ccca23ea82fe1c1aadf",2878,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","91eca42774e479b8983ff91b54501c0b8b4d73b74b381ccca23ea82fe1c1aadf",2878,"PASS"
"artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail.csv","protected H05 scientific or display artifact","580bbdbf133f1aeceb37ec022277326abc1cd0e8af5211dc262f2db8dfb1a7fb",844935,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","580bbdbf133f1aeceb37ec022277326abc1cd0e8af5211dc262f2db8dfb1a7fb",844935,"PASS"
"artifacts/08_diagnostics/H05/H05_model_diagnostics.csv","protected H05 scientific or display artifact","918eda5b13c2d3ed055099197c830eb814087aa9c0a87638af6be946d12afdb2",333907,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","918eda5b13c2d3ed055099197c830eb814087aa9c0a87638af6be946d12afdb2",333907,"PASS"
"artifacts/08_diagnostics/H05/H05_participant_influence_screen.csv","protected H05 scientific or display artifact","bb4fbba67a31bc9fcfbd595d4432284bc06015700fecd39edc3d5348be8b05e6",574171,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","bb4fbba67a31bc9fcfbd595d4432284bc06015700fecd39edc3d5348be8b05e6",574171,"PASS"
"artifacts/08_diagnostics/H05/H05_site_stratified_spearman.csv","protected H05 scientific or display artifact","d4a0f7d9b97af63e1525c34f01290d81033cb1ff9cd7d6f8ebbff78ecf1ed4b1",438094,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","d4a0f7d9b97af63e1525c34f01290d81033cb1ff9cd7d6f8ebbff78ecf1ed4b1",438094,"PASS"
"artifacts/09_tables/H05/H05_descriptive_spearman.csv","protected H05 scientific or display artifact","b3172c73bafe3250b1e020a07e7a08166b7c4d7a73f3b1a7d9b944357164752e",216365,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","b3172c73bafe3250b1e020a07e7a08166b7c4d7a73f3b1a7d9b944357164752e",216365,"PASS"
"artifacts/09_tables/H05/H05_exactly_identified_longest_bout_sensitivity.csv","protected H05 scientific or display artifact","307cb5926592159593a992f7d62ecf28e1d7f837e0dfa20d8d3176a5c4bd59b6",6363,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","307cb5926592159593a992f7d62ecf28e1d7f837e0dfa20d8d3176a5c4bd59b6",6363,"PASS"
"artifacts/09_tables/H05/H05_family_audit.csv","protected H05 scientific or display artifact","093f30ea437b8c0442af6813cf34fb327ceacaf3853bd611d3d55f20b8b791f5",238,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","093f30ea437b8c0442af6813cf34fb327ceacaf3853bd611d3d55f20b8b791f5",238,"PASS"
"artifacts/09_tables/H05/H05_leave_one_site_out_refits.csv","protected H05 scientific or display artifact","4f3a5369afc79fcbd0cd895b0e5e20edd88034c395f871319ed682b153cd916b",243163,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","4f3a5369afc79fcbd0cd895b0e5e20edd88034c395f871319ed682b153cd916b",243163,"PASS"
"artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv","protected H05 scientific or display artifact","096e7fcf9aa4ded9115d7ce7b5858f6f389758347219f1b401bb9e8a9c0a6e70",15550,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","096e7fcf9aa4ded9115d7ce7b5858f6f389758347219f1b401bb9e8a9c0a6e70",15550,"PASS"
"artifacts/09_tables/H05/H05_manuscript_prepared_comparison.csv","protected H05 scientific or display artifact","995f0e4ea9349ea4aa5c523357900c4feb9a39bca039b936075582f58ca554ec",18079,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","995f0e4ea9349ea4aa5c523357900c4feb9a39bca039b936075582f58ca554ec",18079,"PASS"
"artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","protected H05 scientific or display artifact","67efeb7cc81e1d2e689280b9a20651c2f5d91d678528391b346b6c0d2aed7174",4445,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","67efeb7cc81e1d2e689280b9a20651c2f5d91d678528391b346b6c0d2aed7174",4445,"PASS"
"artifacts/09_tables/H05/H05_model_effects.csv","protected H05 scientific or display artifact","a85e88f8543939adeae1d30ebc722f36546c560a09d90a16d3e0ef08d8a79f0b",330305,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","a85e88f8543939adeae1d30ebc722f36546c560a09d90a16d3e0ef08d8a79f0b",330305,"PASS"
"artifacts/09_tables/H05/H05_model_results_master.csv","protected H05 scientific or display artifact","efdfd8d03b988d68c7d828f1258ad955d35dca8ab5b7b7683ebf4cdcd041097e",448088,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","efdfd8d03b988d68c7d828f1258ad955d35dca8ab5b7b7683ebf4cdcd041097e",448088,"PASS"
"artifacts/09_tables/H05/H05_model_tests.csv","protected H05 scientific or display artifact","fb9c19118e093a0d3378ad0043a4eb5e9bd0f2a4a848579a9dc48ad2dad4a5f6",191474,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","fb9c19118e093a0d3378ad0043a4eb5e9bd0f2a4a848579a9dc48ad2dad4a5f6",191474,"PASS"
"artifacts/09_tables/H05/H05_paired_placement_comparison.csv","protected H05 scientific or display artifact","de4bdacac6fd8f6b6157581d3d09c87be754f7a10cccef2d4835746122552cf0",36508,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","de4bdacac6fd8f6b6157581d3d09c87be754f7a10cccef2d4835746122552cf0",36508,"PASS"
"artifacts/09_tables/H05/H05_primary_bh_highlights.csv","protected H05 scientific or display artifact","48c073267e8a2309eff3ca41ba956917980be81a6982d5c3de44cdfb8dbebdbc",915,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","48c073267e8a2309eff3ca41ba956917980be81a6982d5c3de44cdfb8dbebdbc",915,"PASS"
"artifacts/09_tables/H05/H05_random_site_sensitivity.csv","protected H05 scientific or display artifact","82177666cd3ae9a0b8bea1e8cc9472d46048a391fe5c71e802e485b37ba8f108",109334,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","82177666cd3ae9a0b8bea1e8cc9472d46048a391fe5c71e802e485b37ba8f108",109334,"PASS"
"artifacts/09_tables/H05/H05_v0_reproduction.csv","protected H05 scientific or display artifact","4ccde869fdce5b8dce1e29e74ef51b3234669d8881314954a1dd6c3235c3febe",36632,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","4ccde869fdce5b8dce1e29e74ef51b3234669d8881314954a1dd6c3235c3febe",36632,"PASS"
"artifacts/09_tables/H05/H05_v0_to_new_comparison.csv","protected H05 scientific or display artifact","0a8b3c22263f0a1866e5bcf3c3959ab348839706f1a132251b87a6d53bed1aac",36415,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","0a8b3c22263f0a1866e5bcf3c3959ab348839706f1a132251b87a6d53bed1aac",36415,"PASS"
"artifacts/10_figures/H05/H05_paired_placement_effects.png","protected H05 scientific or display artifact","6591b1374c8514dfc17e5ed2cde79ae04d2db349162a0bf38489119ac10136f9",226073,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","6591b1374c8514dfc17e5ed2cde79ae04d2db349162a0bf38489119ac10136f9",226073,"PASS"
"artifacts/10_figures/H05/H05_primary_effect_overview.pdf","protected H05 scientific or display artifact","0247d89560a15b65d9f237306a2c7bd30b2913276ba3a4c59bb417ffc8be6a59",7907,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","0247d89560a15b65d9f237306a2c7bd30b2913276ba3a4c59bb417ffc8be6a59",7907,"PASS"
"artifacts/10_figures/H05/H05_primary_effect_overview.png","protected H05 scientific or display artifact","7dbbc779b152fc3af020c2f2e1ececb5db7f47ac1a870b031cb6d0d66fc7e5f1",410072,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","7dbbc779b152fc3af020c2f2e1ececb5db7f47ac1a870b031cb6d0d66fc7e5f1",410072,"PASS"
"artifacts/10_figures/H05/H05_primary_model_adequacy.png","protected H05 scientific or display artifact","1316cc9354b14e000749c1d77fe6968684cb7adbb2a677d8c5c41b811758f1b0",294817,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","1316cc9354b14e000749c1d77fe6968684cb7adbb2a677d8c5c41b811758f1b0",294817,"PASS"
"artifacts/10_figures/H05/H05_reader_chest_adequacy.png","protected H05 scientific or display artifact","54500d6e45ae02b9e291402aaa86f3c67e88cfb9e3a1031a9a221b5c1e564a53",306313,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","54500d6e45ae02b9e291402aaa86f3c67e88cfb9e3a1031a9a221b5c1e564a53",306313,"PASS"
"artifacts/10_figures/H05/H05_reader_chest_effects.pdf","protected H05 scientific or display artifact","3955b177e222374616a1f320f00fe8ebe8d0985235e01f6456fc735cbca35336",7584,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","3955b177e222374616a1f320f00fe8ebe8d0985235e01f6456fc735cbca35336",7584,"PASS"
"artifacts/10_figures/H05/H05_reader_chest_effects.png","protected H05 scientific or display artifact","0a9cf65cd4d916a0c600718bd968506ec9aff9f077b1d49b3c1f50ec60bf9a21",474485,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","0a9cf65cd4d916a0c600718bd968506ec9aff9f077b1d49b3c1f50ec60bf9a21",474485,"PASS"
"artifacts/10_figures/H05/H05_reader_near_eye_adequacy.png","protected H05 scientific or display artifact","a457fda5dfb9025f21b72daab52c3e5338ba1657f7183ad4726ddd9b57561edf",306686,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","a457fda5dfb9025f21b72daab52c3e5338ba1657f7183ad4726ddd9b57561edf",306686,"PASS"
"artifacts/10_figures/H05/H05_reader_near_eye_effects.pdf","protected H05 scientific or display artifact","81977488d595dd660202ea3e498f6db26bbf27bb79bf4955cd8d5796a8851337",7628,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","81977488d595dd660202ea3e498f6db26bbf27bb79bf4955cd8d5796a8851337",7628,"PASS"
"artifacts/10_figures/H05/H05_reader_near_eye_effects.png","protected H05 scientific or display artifact","70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5",487117,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5",487117,"PASS"
"artifacts/10_figures/H05/H05_reader_near_eye_residual_fitted.png","protected H05 scientific or display artifact","e5f76ab7c2338dc8479e045daa12888adeedd60dad7ac51d38d72d82b419a2c1",592913,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","e5f76ab7c2338dc8479e045daa12888adeedd60dad7ac51d38d72d82b419a2c1",592913,"PASS"
"artifacts/10_figures/H05/H05_reader_near_eye_residual_qq.png","protected H05 scientific or display artifact","0f8a9afca2bf9901ae9667ff8fdcc10b1c9eb1b2490d0822981106b5621a12a0",350309,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","0f8a9afca2bf9901ae9667ff8fdcc10b1c9eb1b2490d0822981106b5621a12a0",350309,"PASS"
"artifacts/10_figures/H05/H05_reader_paired_placement_effects.png","protected H05 scientific or display artifact","b30291d1c1f483202b6b3303045a760e03ef43b1fdf18a36a525543b1a387774",240045,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","b30291d1c1f483202b6b3303045a760e03ef43b1fdf18a36a525543b1a387774",240045,"PASS"
"artifacts/10_figures/H05/H05_v0_chest_corrected.pdf","protected H05 scientific or display artifact","99d6e77968df8ee78e18ceb634492d3e093c07626909716125a4448e44875a54",7952,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","99d6e77968df8ee78e18ceb634492d3e093c07626909716125a4448e44875a54",7952,"PASS"
"artifacts/10_figures/H05/H05_v0_chest_corrected.png","protected H05 scientific or display artifact","264be123f5de05e5d7e2d19b9bc2298e66b8c1f0e4e1903b0179c7234ec9be5e",377158,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","264be123f5de05e5d7e2d19b9bc2298e66b8c1f0e4e1903b0179c7234ec9be5e",377158,"PASS"
"artifacts/10_figures/H05/H05_v0_chest_faithful.pdf","protected H05 scientific or display artifact","dce33e46d1c55cbdf490e4c41346119f5b5c38db7d54b4d3910a961f3c07138b",5915,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","dce33e46d1c55cbdf490e4c41346119f5b5c38db7d54b4d3910a961f3c07138b",5915,"PASS"
"artifacts/10_figures/H05/H05_v0_chest_faithful.png","protected H05 scientific or display artifact","8b891669de68c3b4813c9a75a83356e0ae04129da9f4dbee2aa72b501407148d",221765,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","8b891669de68c3b4813c9a75a83356e0ae04129da9f4dbee2aa72b501407148d",221765,"PASS"
"artifacts/10_figures/H05/H05_v0_near_eye_corrected.pdf","protected H05 scientific or display artifact","b1a0e5a0763417d0c635f1abb4353ae411bd204e41097267f37a86931a239698",8108,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","b1a0e5a0763417d0c635f1abb4353ae411bd204e41097267f37a86931a239698",8108,"PASS"
"artifacts/10_figures/H05/H05_v0_near_eye_corrected.png","protected H05 scientific or display artifact","d3c9cb13cccf181b875abbe0f89b3ec7d5ed058987754eaad3395d96098c650d",371358,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","d3c9cb13cccf181b875abbe0f89b3ec7d5ed058987754eaad3395d96098c650d",371358,"PASS"
"artifacts/10_figures/H05/H05_v0_near_eye_faithful.pdf","protected H05 scientific or display artifact","364c1224a563d289522ae32f3d613d5313c684fd79cf78401e82388499897370",5961,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","364c1224a563d289522ae32f3d613d5313c684fd79cf78401e82388499897370",5961,"PASS"
"artifacts/10_figures/H05/H05_v0_near_eye_faithful.png","protected H05 scientific or display artifact","831ba583fbd0c1147c7e7343943f8610666e1c77cc914870c3c2554e4b68f378",226606,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","831ba583fbd0c1147c7e7343943f8610666e1c77cc914870c3c2554e4b68f378",226606,"PASS"
"artifacts/11_source_data/H05/H05_gap_timing_unaware_dataset.csv","protected H05 scientific or display artifact","4a99d36a206716ebec1610254670a2f1dcd8e2bd8c667c63cd60a4cf6c66c6c1",18064,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","4a99d36a206716ebec1610254670a2f1dcd8e2bd8c667c63cd60a4cf6c66c6c1",18064,"PASS"
"artifacts/11_source_data/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","protected H05 scientific or display artifact","67efeb7cc81e1d2e689280b9a20651c2f5d91d678528391b346b6c0d2aed7174",4445,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","67efeb7cc81e1d2e689280b9a20651c2f5d91d678528391b346b6c0d2aed7174",4445,"PASS"
"artifacts/11_source_data/H05/H05_paired_effect_comparison_data.csv","protected H05 scientific or display artifact","fd1a9c8ed252a795d88a68990bd023137b48a1d0956768a850fde65f572afa01",58014,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","fd1a9c8ed252a795d88a68990bd023137b48a1d0956768a850fde65f572afa01",58014,"PASS"
"artifacts/11_source_data/H05/H05_preparation_leba_score_distribution.csv","protected H05 scientific or display artifact","8ec237c34f7126e9abe4163e524a4a48920c05a5b185d21316ccf6580feef941",4570,"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","8ec237c34f7126e9abe4163e524a4a48920c05a5b185d21316ccf6580feef941",4570,"PASS"
"artifacts/11_source_data/H05/H05_preparation_sample_support.csv","protected H05 scientific or display artifact","5e318fbee3dad5bb0ab7122c256b9c0396480d66097133f18d09fcb95b2e6699",3644,"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","5e318fbee3dad5bb0ab7122c256b9c0396480d66097133f18d09fcb95b2e6699",3644,"PASS"
"artifacts/11_source_data/H05/H05_preparation_site_support_summary.csv","protected H05 scientific or display artifact","ef860b86321a2e49d1d89f6a105d5ad3b261a32686618f02ca45d0a57204a903",1373,"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","ef860b86321a2e49d1d89f6a105d5ad3b261a32686618f02ca45d0a57204a903",1373,"PASS"
"artifacts/11_source_data/H05/H05_preparation_site_support.csv","protected H05 scientific or display artifact","619a9df4eb628f4bdc8274dc40cf937b04c093d7dffdba35b506e2074e5e9c40",219168,"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","619a9df4eb628f4bdc8274dc40cf937b04c093d7dffdba35b506e2074e5e9c40",219168,"PASS"
"artifacts/11_source_data/H05/H05_primary_adequacy_overview_data.csv","protected H05 scientific or display artifact","b0d3318530ac1681296eb1f8a30ee9a2ddcd29391c626ea264173c8a16de142a",62687,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","b0d3318530ac1681296eb1f8a30ee9a2ddcd29391c626ea264173c8a16de142a",62687,"PASS"
"artifacts/11_source_data/H05/H05_primary_diagnostic_plot_data.csv","protected H05 scientific or display artifact","5bec7ebdec85b724a876ffbecb9cff0fe589d38ea69759708b2c2d3493a4755a",33507974,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","5bec7ebdec85b724a876ffbecb9cff0fe589d38ea69759708b2c2d3493a4755a",33507974,"PASS"
"artifacts/11_source_data/H05/H05_primary_effect_overview_data.csv","protected H05 scientific or display artifact","b0d3318530ac1681296eb1f8a30ee9a2ddcd29391c626ea264173c8a16de142a",62687,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","b0d3318530ac1681296eb1f8a30ee9a2ddcd29391c626ea264173c8a16de142a",62687,"PASS"
"artifacts/11_source_data/H05/H05_reader_chest_adequacy_figure_data.csv","protected H05 scientific or display artifact","6b61cc5a18b5af3a2c83083c8f21ac954835b89b8d2dbf1c6ad5b573a9f12983",20525,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","6b61cc5a18b5af3a2c83083c8f21ac954835b89b8d2dbf1c6ad5b573a9f12983",20525,"PASS"
"artifacts/11_source_data/H05/H05_reader_chest_effect_figure_data.csv","protected H05 scientific or display artifact","c7b976fff6d43af5adb64fbb67c6fa348d357ad43e856ba7664c2edbeac719eb",68557,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","c7b976fff6d43af5adb64fbb67c6fa348d357ad43e856ba7664c2edbeac719eb",68557,"PASS"
"artifacts/11_source_data/H05/H05_reader_chest_results.csv","protected H05 scientific or display artifact","12a7cfa7db973e089a011cb7aa3363854571906814772e1cecdd9219d169611a",49372,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","12a7cfa7db973e089a011cb7aa3363854571906814772e1cecdd9219d169611a",49372,"PASS"
"artifacts/11_source_data/H05/H05_reader_chest_samples.csv","protected H05 scientific or display artifact","0881de59ee83ef2ed9aa3d7fb29b3b22908e51784a011b16074b6ac2c3679dba",1622,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","0881de59ee83ef2ed9aa3d7fb29b3b22908e51784a011b16074b6ac2c3679dba",1622,"PASS"
"artifacts/11_source_data/H05/H05_reader_near_eye_adequacy_figure_data.csv","protected H05 scientific or display artifact","9207da349b49b16988d253fcaf2dea57f7aa2c4584043b27ab66df10895d0332",20328,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","9207da349b49b16988d253fcaf2dea57f7aa2c4584043b27ab66df10895d0332",20328,"PASS"
"artifacts/11_source_data/H05/H05_reader_near_eye_effect_figure_data.csv","protected H05 scientific or display artifact","e563514cfac059a284d0c38ad733bef708f92ba13fec6686e0aa07804e835ec1",66722,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","e563514cfac059a284d0c38ad733bef708f92ba13fec6686e0aa07804e835ec1",66722,"PASS"
"artifacts/11_source_data/H05/H05_reader_near_eye_results.csv","protected H05 scientific or display artifact","501e3d15df42902063a411f2bf7f823c96ff46ca130d09768024ba5cd60210da",48531,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","501e3d15df42902063a411f2bf7f823c96ff46ca130d09768024ba5cd60210da",48531,"PASS"
"artifacts/11_source_data/H05/H05_reader_near_eye_samples.csv","protected H05 scientific or display artifact","5cd4b570980d6a48deb18ae777abadf7aa092c739db84532e2840aa8f583837d",1622,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","5cd4b570980d6a48deb18ae777abadf7aa092c739db84532e2840aa8f583837d",1622,"PASS"
"artifacts/11_source_data/H05/H05_reader_near_eye_selected_diagnostics.csv","protected H05 scientific or display artifact","2c3c0326d8531855856386acd23b8d5c7a9eba7e628066cd2f56f6861ea6f6ea",2058238,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","2c3c0326d8531855856386acd23b8d5c7a9eba7e628066cd2f56f6861ea6f6ea",2058238,"PASS"
"artifacts/11_source_data/H05/H05_v0_correlation_figure_data.csv","protected H05 scientific or display artifact","4ccde869fdce5b8dce1e29e74ef51b3234669d8881314954a1dd6c3235c3febe",36632,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","4ccde869fdce5b8dce1e29e74ef51b3234669d8881314954a1dd6c3235c3febe",36632,"PASS"
"artifacts/12_manifests/H05/H05_execution_environment.csv","protected H05 scientific or display artifact","b9d1d8f43754680ac5238826d629e49ce5b4080eddfe5e88c45dc2f6ad7e0845",196,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","b9d1d8f43754680ac5238826d629e49ce5b4080eddfe5e88c45dc2f6ad7e0845",196,"PASS"
