"path","sha256","bytes","role","r_version"
"artifacts/08_diagnostics/H05/H05_participant_influence_screen.csv","bb4fbba67a31bc9fcfbd595d4432284bc06015700fecd39edc3d5348be8b05e6",574171,"protected H05 scientific or display artifact","4.6.1"
"artifacts/08_diagnostics/H05/H05_site_stratified_spearman.csv","d4a0f7d9b97af63e1525c34f01290d81033cb1ff9cd7d6f8ebbff78ecf1ed4b1",438094,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_descriptive_spearman.csv","b3172c73bafe3250b1e020a07e7a08166b7c4d7a73f3b1a7d9b944357164752e",216365,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_exactly_identified_longest_bout_sensitivity.csv","307cb5926592159593a992f7d62ecf28e1d7f837e0dfa20d8d3176a5c4bd59b6",6363,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_family_audit.csv","093f30ea437b8c0442af6813cf34fb327ceacaf3853bd611d3d55f20b8b791f5",238,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_leave_one_site_out_refits.csv","4f3a5369afc79fcbd0cd895b0e5e20edd88034c395f871319ed682b153cd916b",243163,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv","096e7fcf9aa4ded9115d7ce7b5858f6f389758347219f1b401bb9e8a9c0a6e70",15550,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_manuscript_prepared_comparison.csv","995f0e4ea9349ea4aa5c523357900c4feb9a39bca039b936075582f58ca554ec",18079,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","67efeb7cc81e1d2e689280b9a20651c2f5d91d678528391b346b6c0d2aed7174",4445,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_model_effects.csv","a85e88f8543939adeae1d30ebc722f36546c560a09d90a16d3e0ef08d8a79f0b",330305,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_model_results_master.csv","efdfd8d03b988d68c7d828f1258ad955d35dca8ab5b7b7683ebf4cdcd041097e",448088,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_model_tests.csv","fb9c19118e093a0d3378ad0043a4eb5e9bd0f2a4a848579a9dc48ad2dad4a5f6",191474,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_paired_placement_comparison.csv","de4bdacac6fd8f6b6157581d3d09c87be754f7a10cccef2d4835746122552cf0",36508,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_primary_bh_highlights.csv","48c073267e8a2309eff3ca41ba956917980be81a6982d5c3de44cdfb8dbebdbc",915,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_random_site_sensitivity.csv","82177666cd3ae9a0b8bea1e8cc9472d46048a391fe5c71e802e485b37ba8f108",109334,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_v0_reproduction.csv","4ccde869fdce5b8dce1e29e74ef51b3234669d8881314954a1dd6c3235c3febe",36632,"protected H05 scientific or display artifact","4.6.1"
"artifacts/09_tables/H05/H05_v0_to_new_comparison.csv","0a8b3c22263f0a1866e5bcf3c3959ab348839706f1a132251b87a6d53bed1aac",36415,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_paired_placement_effects.png","6591b1374c8514dfc17e5ed2cde79ae04d2db349162a0bf38489119ac10136f9",226073,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_primary_effect_overview.pdf","0247d89560a15b65d9f237306a2c7bd30b2913276ba3a4c59bb417ffc8be6a59",7907,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_primary_effect_overview.png","7dbbc779b152fc3af020c2f2e1ececb5db7f47ac1a870b031cb6d0d66fc7e5f1",410072,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_primary_model_adequacy.png","1316cc9354b14e000749c1d77fe6968684cb7adbb2a677d8c5c41b811758f1b0",294817,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_reader_chest_adequacy.png","54500d6e45ae02b9e291402aaa86f3c67e88cfb9e3a1031a9a221b5c1e564a53",306313,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_reader_chest_effects.pdf","3955b177e222374616a1f320f00fe8ebe8d0985235e01f6456fc735cbca35336",7584,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_reader_chest_effects.png","0a9cf65cd4d916a0c600718bd968506ec9aff9f077b1d49b3c1f50ec60bf9a21",474485,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_reader_near_eye_adequacy.png","a457fda5dfb9025f21b72daab52c3e5338ba1657f7183ad4726ddd9b57561edf",306686,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_reader_near_eye_effects.pdf","81977488d595dd660202ea3e498f6db26bbf27bb79bf4955cd8d5796a8851337",7628,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_reader_near_eye_effects.png","70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5",487117,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_reader_near_eye_residual_fitted.png","e5f76ab7c2338dc8479e045daa12888adeedd60dad7ac51d38d72d82b419a2c1",592913,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_reader_near_eye_residual_qq.png","0f8a9afca2bf9901ae9667ff8fdcc10b1c9eb1b2490d0822981106b5621a12a0",350309,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_reader_paired_placement_effects.png","b30291d1c1f483202b6b3303045a760e03ef43b1fdf18a36a525543b1a387774",240045,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_v0_chest_corrected.pdf","99d6e77968df8ee78e18ceb634492d3e093c07626909716125a4448e44875a54",7952,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_v0_chest_corrected.png","264be123f5de05e5d7e2d19b9bc2298e66b8c1f0e4e1903b0179c7234ec9be5e",377158,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_v0_chest_faithful.pdf","dce33e46d1c55cbdf490e4c41346119f5b5c38db7d54b4d3910a961f3c07138b",5915,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_v0_chest_faithful.png","8b891669de68c3b4813c9a75a83356e0ae04129da9f4dbee2aa72b501407148d",221765,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_v0_near_eye_corrected.pdf","b1a0e5a0763417d0c635f1abb4353ae411bd204e41097267f37a86931a239698",8108,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_v0_near_eye_corrected.png","d3c9cb13cccf181b875abbe0f89b3ec7d5ed058987754eaad3395d96098c650d",371358,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_v0_near_eye_faithful.pdf","364c1224a563d289522ae32f3d613d5313c684fd79cf78401e82388499897370",5961,"protected H05 scientific or display artifact","4.6.1"
"artifacts/10_figures/H05/H05_v0_near_eye_faithful.png","831ba583fbd0c1147c7e7343943f8610666e1c77cc914870c3c2554e4b68f378",226606,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_gap_timing_unaware_dataset.csv","4a99d36a206716ebec1610254670a2f1dcd8e2bd8c667c63cd60a4cf6c66c6c1",18064,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","67efeb7cc81e1d2e689280b9a20651c2f5d91d678528391b346b6c0d2aed7174",4445,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_paired_effect_comparison_data.csv","fd1a9c8ed252a795d88a68990bd023137b48a1d0956768a850fde65f572afa01",58014,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_preparation_leba_score_distribution.csv","8ec237c34f7126e9abe4163e524a4a48920c05a5b185d21316ccf6580feef941",4570,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_preparation_sample_support.csv","5e318fbee3dad5bb0ab7122c256b9c0396480d66097133f18d09fcb95b2e6699",3644,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_preparation_site_support_summary.csv","ef860b86321a2e49d1d89f6a105d5ad3b261a32686618f02ca45d0a57204a903",1373,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_preparation_site_support.csv","619a9df4eb628f4bdc8274dc40cf937b04c093d7dffdba35b506e2074e5e9c40",219168,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_primary_adequacy_overview_data.csv","b0d3318530ac1681296eb1f8a30ee9a2ddcd29391c626ea264173c8a16de142a",62687,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_primary_diagnostic_plot_data.csv","5bec7ebdec85b724a876ffbecb9cff0fe589d38ea69759708b2c2d3493a4755a",33507974,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_primary_effect_overview_data.csv","b0d3318530ac1681296eb1f8a30ee9a2ddcd29391c626ea264173c8a16de142a",62687,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_reader_chest_adequacy_figure_data.csv","6b61cc5a18b5af3a2c83083c8f21ac954835b89b8d2dbf1c6ad5b573a9f12983",20525,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_reader_chest_effect_figure_data.csv","c7b976fff6d43af5adb64fbb67c6fa348d357ad43e856ba7664c2edbeac719eb",68557,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_reader_chest_results.csv","12a7cfa7db973e089a011cb7aa3363854571906814772e1cecdd9219d169611a",49372,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_reader_chest_samples.csv","0881de59ee83ef2ed9aa3d7fb29b3b22908e51784a011b16074b6ac2c3679dba",1622,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_reader_near_eye_adequacy_figure_data.csv","9207da349b49b16988d253fcaf2dea57f7aa2c4584043b27ab66df10895d0332",20328,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_reader_near_eye_effect_figure_data.csv","e563514cfac059a284d0c38ad733bef708f92ba13fec6686e0aa07804e835ec1",66722,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_reader_near_eye_results.csv","501e3d15df42902063a411f2bf7f823c96ff46ca130d09768024ba5cd60210da",48531,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_reader_near_eye_samples.csv","5cd4b570980d6a48deb18ae777abadf7aa092c739db84532e2840aa8f583837d",1622,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_reader_near_eye_selected_diagnostics.csv","2c3c0326d8531855856386acd23b8d5c7a9eba7e628066cd2f56f6861ea6f6ea",2058238,"protected H05 scientific or display artifact","4.6.1"
"artifacts/11_source_data/H05/H05_v0_correlation_figure_data.csv","4ccde869fdce5b8dce1e29e74ef51b3234669d8881314954a1dd6c3235c3febe",36632,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_execution_environment.csv","b9d1d8f43754680ac5238826d629e49ce5b4080eddfe5e88c45dc2f6ad7e0845",196,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_figure_A4_proofs.pdf","dd60825ab366be759ddd93efc2dbfd498a019ddcb9fe71dba2a87b5f9cdb4bac",2729660,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_figure_readability_qa.csv","24997c8e299c8fe8f98e4a296c14d898d8b396e5c34a343dff978848cd63189e",11558,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_metric010_gap_reseal_reconciliation.csv","0211e9524837c860007f02824084bc6564972a952e09507cbfa5f0dcb01976ca",5212,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_metric010_reconciliation.csv","3cccc74a2dbd62a3bc70bca21b833c319bfc6467862785ff11b55b608ce9f223",12157,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_metric011_artifact_update_manifest.csv","37974044361e8301c2750361c7080b8b12630c4ceb6a0208518b100e99aa690f",6454,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_metric011_bh_change_audit.csv","3a9f43924d7c72e881b846b10e8073bcf05a7653c6a0b3dc3abceb871061ab50",44840,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_metric011_execution_environment.csv","f63fee00ba31c36c662d40844c5bdc9dcaf4b81546d6a56c4483cfdb6e14ad6f",467,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_metric011_input_cell_audit.csv","4f8bb97b5087c23546c0067dc09a1af3ed5d115b2bbebd68dc92edaf3635839d",1652,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_metric011_l10_result_change_audit.csv","b147ef7048a05a0fafea259ba4f3696669d4703f83c6564cd80fe04a20e572f0",9509,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_metric011_package_versions.csv","2b5fbfdaadca646f4cf1896c8bd25088b3612085fb1ab2e9e076743854084a2b",163,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_metric011_primary_l10_frame_audit.csv","2cfb644d93e5ad587fcba2d23bdc723848136fef11b1efaa4d578a0ad2f6dc0e",613,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_metric011_reconciliation.csv","fc55f42f90b5b1269b88ee7fbfdd5409afa6f13876c3c2e271e757edc42536f9",7696,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","bd4ae8ac8516e961d1c4a37b1c18d3262376cd27ba0ed9611b7b60d167059c36",34048,"historical companion render manifest","4.6.1"
"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","09363abf0557646870d0752f08b00f42013deec471a1ea97067c2333a1a811cc",15631,"protected H05 scientific or display artifact","4.6.1"
"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","9dabc70a0ab6554a0b4d9dbc175cd4009b1f57a57c975cb4677b45ead2620100",42166,"protected H05 scientific or display artifact","4.6.1"
"audit/handoffs/H05_stage4_handoff.md","71a8d4664504da7b6e621d5b24aa699df793ee120373ae28aeb75d1c980246da",19132,"final H05 Stage 4 handoff","4.6.1"
"audit/hypotheses/H05/H05_analysis_preparation.qmd","0a5296442b46c8b9e43773d97eb979ffbbf3512faabe6f4399da2214d38cb81c",75630,"final H05 analysis-preparation QMD","4.6.1"
"audit/hypotheses/H05/report017_order36/bounded_audit.md","6f7a173ba85545d592d9faf0d41be80d20f0ef7c18db30ef6f1659b4b93549ba",3572,"bounded source audit","4.6.1"
"audit/hypotheses/H05/report017_order36/companion_source_exact.diff","56504ff32b040e36d2d03c6924518fa243aeb9b71c06679541252af9531346c5",17397,"exact companion-source diff","4.6.1"
"audit/hypotheses/H05/report017_order36/defect_list.csv","5dfb6af40e9f9348de1cd12c7fffb4dc6fa4314aaa0dc9056959550989b656c5",42,"combined defect list","4.6.1"
"audit/hypotheses/H05/report017_order36/execution_record.md","f786d755f650029cba15115ae4dc39dda8e6db034b8d13a2534d56abb66ded6c",1002,"one-shot execution record","4.6.1"
"audit/hypotheses/H05/report017_order36/handoff_exact.diff","c956a84f1f8eb15ed5beaffe53d0a6d51d5cae44079003f53ec33ceb8a6ce467",4839,"exact handoff diff","4.6.1"
"audit/hypotheses/H05/report017_order36/package_versions.csv","d2d9cbf4bfb11177051b934a21a64493c43af8c3406861a1cb97bc594b364641",160,"source-only package versions","4.6.1"
"audit/hypotheses/H05/report017_order36/protected_inventory.csv","3872b7b8aa23fd61359ff7b53887fd4837a4592349def715a84a514029dd55fe",37691,"protected identity inventory","4.6.1"
"audit/hypotheses/H05/report017_order36/result_source_exact.diff","c283c5129bb6ea2db476b40bbc227f0975079225c6dc5f5e72505471c02dcf54",36746,"exact result-source diff","4.6.1"
"audit/hypotheses/H05/report017_order36/reverse_proof.csv","010f0bf1d5d77c04a3c7d093a6ea946f9b068e0684b1c0fa51b319d4f6cc9f47",618,"reverse-substitution proof","4.6.1"
"audit/hypotheses/H05/report017_order36/stored_figure_inventory.csv","a0908b0fdcb86256097ebbab4876cecc1ea5a19d7fffe3911031020eb44208b6",989,"stored-figure identity and geometry inventory","4.6.1"
"audit/report_harmonization/owner_orders/36_h05_consolidated_reader_and_companion_rewrite.md","8b6f6cd056106ac0836edab81e5f1db49674642c22608e5ef7d965c764bcc560",19645,"consolidated H05 owner order","4.6.1"
"audit/report_harmonization/phase2_main_supplement_output_catalog.csv","43110e4f20a4e9d6257351fad4905c08587f85a28aa27d2a932b0d33b88b6894",165132,"provisional output-role catalog","4.6.1"
"audit/report_harmonization/report017_consolidated_document_pass_protocol.md","13b5bb6708e0b044117a48f9577026e57896a935aed58f6b512948a828fe6923",3839,"consolidated-pass protocol","4.6.1"
"audit/report_harmonization/report017_h05_consolidated_audit_manifest.csv","b3e29a03f349e6ffa4cf1ab0adf5f39e8d6262fe4f2f38efdd51ccc63a59f452",4271,"controlling order-package identity","4.6.1"
"audit/report_harmonization/report017_h05_consolidated_change_matrix.csv","5edf51a846e2d187bb76a534e4fe533b7e551c929f9fbf659fb8362b88f625b7",11780,"complete H05 change matrix","4.6.1"
"audit/report_harmonization/report017_h05_consolidated_full_document_audit.md","c27b15a29fc56142419dda2f2d5ecb860ad18775a67096fdffe857eb00e7932d",15772,"complete read-only H05 audit","4.6.1"
"config/site_display_registry.csv","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,"country-coded site registry","4.6.1"
"notebooks/hypotheses/H05.qmd","7c20e16629729de433d1ab400038e9d32c73aeb25c95ecd44d581b876755d5e0",74309,"final H05 result QMD","4.6.1"
"notebooks/preregistration_deviations.qmd","b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d",94061,"central deviation page","4.6.1"
"scripts/hypotheses/H05/build_h05_figure_readability_qa.R","fe3af63034ee9bf9b7dae35b2c6391e008b6a9d64431ccc7c3d7fee281de54bb",10858,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/build_h05_metric011_displays.R","661471ac93cb9d7e0c3b0fd02ebc52e4d0335130836ee46e2a1d21e4b887f7b9",10292,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/build_h05_preparation_artifacts.R","ed7fb94f86f9df393ae5f5ccfb8ff8d7c58ae33d759b022537c4764269829820",8059,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/build_h05_preparation_report_manifest.R","722659aaf622c6f841c52de1cb08720da1cf8177b9906c0afcddb1d903ea0b96",8729,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/build_h05_reader_artifacts.R","7cecc2ec14b23085c50da300f04a1506f161df755e21ff636ed92ac1a84a6177",23678,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/build_h05_stage3_manifest.R","71bd64cf2423aa8a5c5394a0e6ba35971afcd5b289712cb1e66ec6c37153e694",8173,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/finalize_h05_metric010_reconciliation.R","eda88051aece4340c57714c52b35abf7976ab43c9a5fae0146ba9e76d10b921a",8276,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/h05_contract.R","4d5ba296ed3724f626f5859d8be76116a11c44049630e4a14c688f3032fdb59e",16836,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/h05_modeling.R","3fa06017d8ec778baea668047d51f5722965c31fb397ded87debaa190c4cb907",33939,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/refresh_h05_mder_metric010.R","09ec7d30c6527a70cbdb39f9b3001bbb778bb0abed81f4d3565f16f1c01909cc",65398,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/refresh_h05_stage2_reporting_manifest.R","a26e69ffdc1b2596b5a4c0468a64c989f96ecc82f0e7a3972f119d55285f4d57",3782,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/reseal_h05_gap_mder_metric010.R","9e360f56a87c58bccf66b9cdf16f527e6edf69f21113ac284ca2afb84826734c",46164,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/reseal_h05_l10_metric011.R","3875af8e5418a4763e0fd6be53a8c5504dd2e280945fc9abf86798b6500ce293",55673,"protected H05 scientific or display artifact","4.6.1"
"scripts/hypotheses/H05/run_h05_stage2.R","f024b55f9b05e656d928bbedd9cdb0087387e9e533152c624cb76728d9e4b27b",46018,"protected H05 scientific or display artifact","4.6.1"
"tests/hypotheses/H05/test_h05_preparation_report.R","ec738f56fb8b3cf94755fd5055d128d1a22bcc31a435554568aaa15acf78890e",15264,"accepted render-coupled companion test","4.6.1"
"tests/hypotheses/H05/test_h05_report017_source_harmonization.R","ba09ce33344d6c1ab959c1395d7ab7cd52abc3d7312586e705924a018b1cf179",60101,"order-36 source-only test","4.6.1"
"tests/hypotheses/H05/test_h05_stage2.R","76008cadabc573005f4833c21494a61f034ff376ea6ef92612691e2694bbb1b7",17076,"accepted Stage 2 scientific test","4.6.1"
"tests/hypotheses/H05/test_h05_stage3_reader_report.R","982162ccbd55def924beff3fbb0e98d31a94884aeb8cc683f817189e1171d4f4",30898,"accepted render-coupled result test","4.6.1"
