run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,participants,participant_days,observations,sites,derivation_support_hours,derivation_support_status,derivation_support_unavailability_reason,sample_status,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,run_order,run_label,data_label,placement_label,sample_label,site_statistic,photoperiod_statistic,latitude_statistic,adequacy_statistic,site_df,photoperiod_df,latitude_df,adequacy_df,site_p_raw,photoperiod_p_raw.x,latitude_p_raw.x,adequacy_p_raw,site_p_adjusted,photoperiod_p_adjusted,latitude_p_adjusted,adequacy_p_adjusted,site_comparison_status,photoperiod_comparison_status,latitude_comparison_status,adequacy_comparison_status,site_family_status,photoperiod_family_status,latitude_family_status,adequacy_family_status,photoperiod_effect_type,latitude_effect_type,photoperiod_estimate_practical,latitude_estimate_practical,photoperiod_conf_low_practical,latitude_conf_low_practical,photoperiod_conf_high_practical,latitude_conf_high_practical,photoperiod_p_raw.y,latitude_p_raw.y,photoperiod_interval_method,latitude_interval_method,photoperiod_status,latitude_status,assessment,residual_assessment,bound_assessment
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,141,816,816,9,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,30.014177658395056,1.223488818422993,8.33236176692344,21.681815891471615,8,1,1,7,2.1016218055283872e-4,0.268677055122246,0.00389449936376008,0.00288179845398265,6.351897361923244e-4,0.3045006624718788,0.01254039781048859,0.00979811474354101,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,difference,difference,0.05405822664738321,0.1892128118298263,-0.04521267146039336,0.06113689557148338,0.15332912475515978,0.3172887280881692,0.285834806783677,0.0037849399990762,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Gaussian residual-shape warning,Prediction bounds passed
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,141,816,816,9,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,1,Main near-eye,Main,Near eye,All available,19.961357970126755,9.209144471012223,3.72300437134254,16.238353598784215,8,1,1,7,0.01048323895117011,0.0024080920339096,0.05366772346333798,0.02302573981770433,0.01980167357443243,0.00372159677967847,0.1140439123595932,0.04349306410010818,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,difference,difference,-0.14792390352681692,0.1207300976334594,-0.2454035907991508,-0.00242423838803768,-0.05044421625448304,0.2438844336549565,0.00293739424334931,0.05468344464018926,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Gaussian residual-shape warning,Prediction bounds passed
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,141,742,742,9,17209.633333333335,available,,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,62.55607868184461,6.856169471305293,26.06736481972075,36.48871386212386,8,1,1,7,1.4654289837618577e-10,0.00883357194820749,3.2971009656464506e-7,5.861230965606709e-6,2.491229272395158e-9,0.01251422692662727,5.605071641598966e-6,4.9820463207657026e-5,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,difference,difference,0.12071438510714996,0.3346859522950629,0.02828759127597008,0.21022346897867927,0.21314117893832984,0.4591484356114466,0.01047267430046623,1.360949532424674e-7,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Gaussian residual-shape warning,Prediction bounds passed
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,140,727,727,9,16832.5,available,,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,13.856773331900968,1.740051556562321,0.04411293694420237,13.812660394956763,8,1,1,7,0.08557579978976156,0.18713229431713513,0.8336436342214476,0.05461547309675133,0.1119068151096882,0.22723207167080692,0.903424133842843,0.07737192022039771,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,difference,difference,-0.09676310882595408,0.02023248275570811,-0.24659174848466853,-0.17044984958481751,0.05306553083276037,0.21091481509623372,0.2055868073911994,0.8352575804674676,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Gaussian residual-shape warning,Prediction bounds passed
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,141,687,687,9,15995.05,available,,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,51.99354105185603,21.365219482313933,23.013912526013883,28.979628525842145,8,1,1,7,1.687944442839234e-8,3.795953136555825e-6,1.6083327046396371e-6,1.4592968575327566e-4,1.434752776413349e-7,1.1501183997499532e-5,1.3670827989436916e-5,8.269348859352288e-4,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,difference,difference,0.32331983533007336,0.4554610928731168,0.18622022801640603,0.2748987156573365,0.4604194426437407,0.6360234700888971,3.797794541916438e-6,7.656410803814749e-7,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Gaussian residual-shape warning,Prediction bounds passed
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,141,761,761,9,17678.816666666666,available,,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,11.564580512952489,29.237386501427636,0.08446441216074163,11.480116100791747,8,1,1,7,0.17171391351288753,6.403169958281933e-8,0.7713361355086169,0.1190045056197146,0.208509752122792,5.442694464539643e-7,0.903424133842843,0.1556212765796268,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,ratio,ratio,1.275147026749612,1.0158855289575428,1.1693508600321354,0.9127555439370711,1.390515024535656,1.130667915194277,3.7924847221231736e-8,0.7729136471265502,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Gaussian residual-shape warning,No verified upper bound available
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,137,702,702,9,10949.916666666666,available,,FITTED,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,1,Main near-eye,Main,Near eye,All available,29.855413455594544,39.50137676584177,7.821198852515408,22.034214603079135,8,1,1,7,2.2418461277376155e-4,3.278282130294566e-10,0.00516369321608354,0.00250613877692115,6.351897361923244e-4,5.573079621500762e-9,0.01254039781048859,0.00979811474354101,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,difference,difference,0.02363184064420446,-0.013949166725686961,0.01656607017841964,-0.02371745622197117,0.03069761110998928,-0.00418087722940275,5.5566404198196126e-11,0.00512867871110839,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Gaussian residual-shape warning,No verified upper bound available
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,153,900,153,8,20845.366666666665,available,,FITTED,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,2,Main chest,Main,Chest,All available,2.587433357808834,0.4368057829518932,0.23216812437473777,2.355265233434096,7,1,1,6,0.920370620707043,0.5086682107978651,0.6299208363442141,0.8843011392141539,0.920370620707043,0.5086682107978651,0.6692908886157275,0.8843011392141539,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,odds_ratio,odds_ratio,0.9868105365288652,0.9910228791833652,0.9475892272559144,0.9549946441118652,1.027655240260973,1.0284103194926857,0.5211085524616492,0.6331684241948796,wald_normal,wald_normal,PASS,PASS,Acceptable,No flagged residual issue,Prediction bounds passed
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,153,900,153,8,20845.366666666665,available,,FITTED,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,2,Main chest,Main,Chest,All available,10.495493953520054,3.4488724712653607,1.3419794722125855,9.153514481307468,7,1,1,6,0.1621892939303914,0.06329493442771594,0.2466851857820944,0.16512681965104997,0.17922015264964822,0.08277029886701316,0.3494706798579671,0.18714372893785663,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,difference,difference,-0.03437957340837018,0.02036381804536993,-0.0715692541430693,-0.01435631985934381,0.00281010732632894,0.05508395595008367,0.07000687241675613,0.25033145252339595,wald_normal,wald_normal,PASS,PASS,Acceptable,No flagged residual issue,No verified upper bound available
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,154,902,902,8,20891.75,available,,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,2,Main chest,Main,Chest,All available,25.29940193686275,17.250130620602135,0.6657852274729521,24.6336167093898,7,1,1,6,6.714083588936603e-4,3.276750222763545e-5,0.414524939331311,3.991080566654012e-4,0.00160278171668945,1.3926188446745065e-4,0.5033517120451634,0.00102216097662019,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,ratio,ratio,1.1384577887507177,0.9752633970870282,1.0707991359702582,0.917825867170773,1.2103914667364588,1.0362953668212092,3.3509765050505525e-5,0.4186444289178031,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Gaussian residual-shape warning,No verified upper bound available
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,154,902,902,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,2,Main chest,Main,Chest,All available,21.941238794744777,12.992066490458228,0.9795649151758424,20.961673879568934,7,1,1,6,0.00260034681112962,3.128135434515495e-4,0.3223062452026196,0.00186393120614234,0.0040187177990185,7.596900340966201e-4,0.4214773975726564,0.00396085381305247,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,ratio,ratio,1.1776652754635408,1.044971305723649,1.0767170137632278,0.9571337235233836,1.288078003137785,1.1408698731939624,3.4816117814025796e-4,0.32611932757598355,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Gaussian residual-shape warning,No verified upper bound available
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,154,902,902,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,2,Main chest,Main,Chest,All available,36.83528987709192,7.69460032198927,11.19012471698673,25.645165160105194,7,1,1,6,5.039922399957354e-6,0.00553862734188392,8.223381766445124e-4,2.5920217341363706e-4,1.4279780133212504e-5,0.01176958310150332,0.00232995816715945,8.81287389606366e-4,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,ratio,ratio,1.0700728571202962,0.9202602840392616,1.0192902927601288,0.8768345968780478,1.123385484663947,0.9658366508293792,0.00632988741921059,7.533271186417086e-4,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Strong Gaussian residual-shape warning,No verified upper bound available
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,154,902,902,8,20891.75,available,,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,2,Main chest,Main,Chest,All available,22.67720976270175,21.791346052605604,5.798804839601871,16.87840492309988,7,1,1,6,0.0019397616029931,3.0396808139186784e-6,0.01603707188574703,0.00974066734924532,0.00329759472508827,2.5837286918308767e-5,0.03029224689529994,0.01839903832635227,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,ratio,ratio,1.1676715536711018,0.926177002212306,1.0972394740855735,0.8706345673417184,1.2426246862736812,0.9852627860229348,1.0426791199650163e-6,0.01507801408565732,wald_normal,wald_normal,PASS,PASS,Acceptable,No flagged residual issue,Prediction bounds passed
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,154,818,818,8,10297.716666666667,available,,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,2,Main chest,Main,Chest,All available,24.521365468980093,16.47880850467527,0.01273605339110872,24.508629415588985,7,1,1,6,9.221650183310842e-4,4.919689224284537e-5,0.9101462073298738,4.2088981390243186e-4,0.0017418672568476,1.6726943362567427e-4,0.9101462073298738,0.00102216097662019,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,ratio,ratio,1.1129299975917553,1.002959451064446,1.0585098744713908,0.9527724074742738,1.170147968773683,1.0557900843771617,2.8773834906425392e-5,0.9101683891836932,wald_normal,wald_normal,PASS,PASS,Acceptable,No flagged residual issue,Prediction bounds passed
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,153,743,743,8,2180.1,available,,FITTED,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian selected by the H01 candidate assessment,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,2,Main chest,Main,Chest,All available,10.367666062141096,6.617874577663542,0.28899727634939154,10.078668785791706,7,1,1,6,0.16867779072908068,0.01009602478507273,0.5908638167636066,0.12137796087309652,0.17922015264964822,0.01716324213462364,0.6692908886157275,0.1587250257571262,PASS,PASS,PASS,PASS,COMPLETE,COMPLETE,COMPLETE,COMPLETE,difference,difference,-0.0800881440000471,0.01579044266174952,-0.14228727688887835,-0.04246557962233166,-0.01788901111121586,0.07404646494583071,0.01161379962997247,0.5952433236911274,wald_normal,wald_normal,PASS,PASS,Acceptable with limitations,Gaussian residual-shape warning,Prediction bounds passed
