owner,reference,kind,target,status
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/preparation/06_model_ready_datasets.html,a@href,notebooks/preparation/06_model_ready_datasets.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/preparation/07_example_days.html,a@href,notebooks/preparation/07_example_days.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/placement_decision.html,a@href,notebooks/placement_decision.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/descriptives.html,a@href,notebooks/descriptives.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/hypotheses/H02.html,a@href,notebooks/hypotheses/H02.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../audit/hypotheses/H02/H02_analysis_preparation.html,a@href,audit/hypotheses/H02/H02_analysis_preparation.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/hypotheses/H03.html,a@href,notebooks/hypotheses/H03.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/hypotheses/H04.html,a@href,notebooks/hypotheses/H04.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/hypotheses/H05.html,a@href,notebooks/hypotheses/H05.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/hypotheses/H06.html,a@href,notebooks/hypotheses/H06.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/hypotheses/H07.html,a@href,notebooks/hypotheses/H07.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/hypotheses/H08.html,a@href,notebooks/hypotheses/H08.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/hypotheses/H09.html,a@href,notebooks/hypotheses/H09.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/hypotheses/H10.html,a@href,notebooks/hypotheses/H10.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/hypotheses/H11.html,a@href,notebooks/hypotheses/H11.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../audit/hypotheses/implementation_result_comparison_contract.html,a@href,audit/hypotheses/implementation_result_comparison_contract.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../audit/hypotheses/H03-H11_gated_workflow.html,a@href,audit/hypotheses/H03-H11_gated_workflow.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../notebooks/assemble_artifacts.html,a@href,notebooks/assemble_artifacts.html,MISSING
audit/H01/02_implementation_and_v0_comparison.html,#result-in-brief,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#response-family-decision,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#gate-a-and-gate-b-outcome-checks,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#reconstructed-table-s2,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#model-wide-tests-audited-analysis-versus-v0,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#effect-estimates-and-exact-primary-samples,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#hierarchical-site-follow-ups,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#reconstructed-table-s3-variation-represented,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#exact-fitted-samples,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#sensitivity-and-complementary-analyses,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#figure-s10-photoperiod-and-latitude,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#bootstrap-execution-record,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#claim-consequences-and-unresolved-items,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#reproducibility-and-source-data,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../artifacts/10_figures/H01/response_family_candidates/H01_response_family_diagnostic_status.png,img@src,artifacts/10_figures/H01/response_family_candidates/H01_response_family_diagnostic_status.png,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../artifacts/10_figures/H01/gates/H01_l10_midpoint_primary_16h_conversion_histogram.png,img@src,artifacts/10_figures/H01/gates/H01_l10_midpoint_primary_16h_conversion_histogram.png,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../artifacts/10_figures/H01/gates/H01_l10_midpoint_noon_conversion_sensitivity_histogram.png,img@src,artifacts/10_figures/H01/gates/H01_l10_midpoint_noon_conversion_sensitivity_histogram.png,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../manuscript/R0_NatMed/Supplements/TableS2.png,img@src,manuscript/R0_NatMed/Supplements/TableS2.png,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../manuscript/R0_NatMed/Supplements/TableS3.png,img@src,manuscript/R0_NatMed/Supplements/TableS3.png,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../manuscript/R0_NatMed/Supplements/FigureS10.png,img@src,manuscript/R0_NatMed/Supplements/FigureS10.png,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,../../artifacts/10_figures/H01/reporting/H01_figure_s10_photoperiod_latitude.png,img@src,artifacts/10_figures/H01/reporting/H01_figure_s10_photoperiod_latitude.png,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-1,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-2,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-3,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-4,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-5,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-6,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-7,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-8,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-9,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-10,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-11,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-12,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-13,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-14,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-15,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-16,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-19,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-20,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-21,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-22,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-23,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-24,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-25,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-26,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-27,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-28,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-29,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-30,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-31,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-32,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-33,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-34,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-35,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-36,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-37,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-38,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-39,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-40,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-41,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-42,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-43,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-44,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-45,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-46,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-47,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-48,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-49,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-50,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-51,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-52,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-53,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-54,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-55,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-56,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-57,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-58,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-59,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-60,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-61,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-62,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-63,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-64,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-65,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-66,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-67,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-68,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-69,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-70,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-71,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-72,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-73,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-74,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-75,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-76,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-77,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-78,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-79,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-80,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-81,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-82,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-83,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-84,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-85,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-86,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-87,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-88,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-89,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-90,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-91,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-92,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-93,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-94,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-95,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-96,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-97,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-98,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-99,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-100,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-101,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-102,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-103,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-104,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-105,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-106,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-107,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-108,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-109,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-110,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-111,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-112,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-113,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-114,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-115,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-116,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-117,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-118,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-119,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-120,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-121,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-122,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-123,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-124,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-125,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-126,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-127,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-128,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-129,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-130,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-131,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-132,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-133,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-134,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-135,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-136,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-137,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-138,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-139,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-140,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-141,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-142,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
audit/H01/02_implementation_and_v0_comparison.html,#cb1-143,a@href,audit/H01/02_implementation_and_v0_comparison.html,EXISTS
