target,backup,bytes,sha256
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,preimages/_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,769879,8eaf3fa9ee561f90a18ab5980c12447e33a0955d17eb6a7ebc3183c5d089517c
_build/nathealth/audit/hypotheses/implementation_result_comparison_contract.html,preimages/_build/nathealth/audit/hypotheses/implementation_result_comparison_contract.html,52485,f866ce43ee767c92cde2fb39f88fa2f89925b34dff3936666f377841dbac8e7d
_build/nathealth/index.html,preimages/_build/nathealth/index.html,25367739,af87852a1a5e2e5739eb87870fafcf0166e6c79e262c6e1f1f0eb9f3eed7e651
_build/nathealth/notebooks/descriptives 2.html,preimages/_build/nathealth/notebooks/descriptives 2.html,2070226,676d74983b992db194845f4ffd98c461212c0f26174131fc0c93d64eabeab66d
_build/nathealth/notebooks/descriptives.html,preimages/_build/nathealth/notebooks/descriptives.html,2261513,75ce099e8b94c4d6e67d2186ffdb62337c05071c769998ffe67c3e5d8419c2af
_build/nathealth/notebooks/hypotheses/H01 2.html,preimages/_build/nathealth/notebooks/hypotheses/H01 2.html,1642479,eab336d8cde80608968679d68cfc4ed67828c4f60969d51f90d3738b59e63839
_build/nathealth/notebooks/hypotheses/H01 3.html,preimages/_build/nathealth/notebooks/hypotheses/H01 3.html,4577844,4b3ee0d424f5f5eb3c49664d1e2954e89ef1d5c0146978073c2bdaf1c33ab6ef
_build/nathealth/notebooks/hypotheses/H01.html,preimages/_build/nathealth/notebooks/hypotheses/H01.html,4581370,421ac96ce2739b238d6e8d2e20430a7468a8c0a96aa065b3661615f4245cae41
_build/nathealth/notebooks/hypotheses/H02.html,preimages/_build/nathealth/notebooks/hypotheses/H02.html,295148,2f8ea6ded87b5ff9f43aec445c096369b47315c474752c06f856e68e725c7143
_build/nathealth/notebooks/hypotheses/H03.html,preimages/_build/nathealth/notebooks/hypotheses/H03.html,334228,8751090b4d38794c8ff24606a3c92ec2895880c97108074595dfcaf78edf551c
_build/nathealth/notebooks/hypotheses/H04.html,preimages/_build/nathealth/notebooks/hypotheses/H04.html,386671,9f56f3c5bda2058c7e97f524e12f4b9734c9a61b0fafee3e5a810f2444229543
_build/nathealth/notebooks/hypotheses/H05.html,preimages/_build/nathealth/notebooks/hypotheses/H05.html,639578,d643cf7e51a357c64e46d52e72a1607491d70ad9626bc45f06d497fd46663dda
_build/nathealth/notebooks/hypotheses/H06.html,preimages/_build/nathealth/notebooks/hypotheses/H06.html,4898816,4883b77a2e225c8bad8628f1a04274f5d19d81aeb7cc493949707cdc6cd98e2f
_build/nathealth/notebooks/hypotheses/H06_daily.html,preimages/_build/nathealth/notebooks/hypotheses/H06_daily.html,10476929,e10dbaa356c63c808465a3a0b28963a0c84d97b03f1798f22315ee258f9cb180
_build/nathealth/notebooks/hypotheses/H07.html,preimages/_build/nathealth/notebooks/hypotheses/H07.html,264449,851a301c400e771cee6e9d6dff4360f2842f3fa3055190405342853563a2b284
_build/nathealth/notebooks/hypotheses/H08.html,preimages/_build/nathealth/notebooks/hypotheses/H08.html,338769,4943ccbb186ddc292a169513f3752da15bc29765acb5f3c33ef0f585f7d96a20
_build/nathealth/notebooks/hypotheses/H09.html,preimages/_build/nathealth/notebooks/hypotheses/H09.html,242853,37c06994b2eb992d924b266a6ac930090170a68642f956b9690dada379300ced
_build/nathealth/notebooks/hypotheses/H10.html,preimages/_build/nathealth/notebooks/hypotheses/H10.html,358429,9eccd8f7b2156aca725c884298b17111b3945ff14b8070cf131d8c7ea2fc6cb8
_build/nathealth/notebooks/hypotheses/H11.html,preimages/_build/nathealth/notebooks/hypotheses/H11.html,304992,5e18bb94d0ad84d0e6916a12c1eb819b224b87c9030eb2bd8dba49422d1c4d53
_build/nathealth/notebooks/placement_decision.html,preimages/_build/nathealth/notebooks/placement_decision.html,47749,5a2cf8da79f913ac8cb90153aa648fa367eb9e7d9073d4351951c03cd76b5e3d
_build/nathealth/notebooks/preparation/01_import_state_alignment.html,preimages/_build/nathealth/notebooks/preparation/01_import_state_alignment.html,370501,c484d5bbe2f05cc4d8893b9daf379a00563ab73cd53b533a7544aa9f01020589
_build/nathealth/notebooks/preparation/02_coverage_sample_flow.html,preimages/_build/nathealth/notebooks/preparation/02_coverage_sample_flow.html,313099,c0f79f9191135222d69c4361922f49030a2458332daa3d73cc90ccb2618d0541
_build/nathealth/notebooks/preparation/03_reference_profiles.html,preimages/_build/nathealth/notebooks/preparation/03_reference_profiles.html,357446,8746cb53e2cc596533e719caa3a1bbdd69a80693d470628b55eeb85d30a77353
_build/nathealth/notebooks/preparation/04_metric_derivation.html,preimages/_build/nathealth/notebooks/preparation/04_metric_derivation.html,556902,008ffdb7044c5d45e5aa7c9343c2e0162616fa35bf4d37febd1703fed37978f8
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,preimages/_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,285970,0c93060ba00e7be8ea4137410d8749c12898d7faf9c988e10b9132ebe4d632d8
_build/nathealth/notebooks/preparation/06_model_ready_datasets.html,preimages/_build/nathealth/notebooks/preparation/06_model_ready_datasets.html,664400,9888891089f5a59f02f01a7d72bb8e5fc86d8a84d8d767cf4b2107159a6ce87f
_build/nathealth/notebooks/preparation/07_example_days.html,preimages/_build/nathealth/notebooks/preparation/07_example_days.html,295772,ffa14bf01a9d583180b5ec92a541ce252b167f256b254688023ce1c088a4967a
_build/nathealth/notebooks/preregistration_deviations.html,preimages/_build/nathealth/notebooks/preregistration_deviations.html,160062,623cbd4f769b547afe8d846e7c0f7145467e4610197182a651fed48db94bf636
_build/nathealth/search.json,preimages/_build/nathealth/search.json,2350116,aef05e5b12417168a526ee35250cfc894fd3fb069769e4687b8a26bf477ef0cd
_build/nathealth/sitemap.xml,preimages/_build/nathealth/sitemap.xml,6809,a45815103a7aafca2de8782f6b84a5a48651c38585647482dc1f782ef7ebe74b
_build/nathealth/supplementary_information.html,preimages/_build/nathealth/supplementary_information.html,15674831,0a1da925d6bb63d2be7139ddcf0c511fb2c5ba10eacf2d340cfed6e61ee8b286
_build/nathealth/notebooks/sensitivity_battery.html,preimages/_build/nathealth/notebooks/sensitivity_battery.html,53303,977bc8dab6ee4b28ec506c0e1b4d4f1bd27339311ce78972cd6fefe08a2fc219
_build/nathealth/manuscript_changes.csv,preimages/_build/nathealth/manuscript_changes.csv,39396,abaa25cc7f25ecfc8a54895d6e375030ed08dbbd63fac8b7eccf68bd23b298d8
_build/nathealth/manuscript_changes.md,preimages/_build/nathealth/manuscript_changes.md,38124,341a8d7a92843c5d8188a433a628bc943eeae7572c54af248f5ce8559e58ff24
_build/nathealth/notebooks/sensitivity_battery_files/libs/bootstrap/bootstrap-81c0645bc19072abdb8a90de0bee1110.min.css,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/bootstrap/bootstrap-81c0645bc19072abdb8a90de0bee1110.min.css,420753,a8ba243ed1f123a9f7a6b30867e44cf72cf3f616b19ee090cf7bf39c0dae4352
_build/nathealth/notebooks/sensitivity_battery_files/libs/bootstrap/bootstrap-icons.css,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/bootstrap/bootstrap-icons.css,99464,01253947f506e030589e4f33fc7ec7ccdfb9505e2e596dedf16445f12e243c0a
_build/nathealth/notebooks/sensitivity_battery_files/libs/bootstrap/bootstrap-icons.woff,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/bootstrap/bootstrap-icons.woff,180288,f55513b7b591cb84a3b87ff0e34ea24d4831d6fedc22e54b911ca64b5b544a15
_build/nathealth/notebooks/sensitivity_battery_files/libs/bootstrap/bootstrap.min.js,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/bootstrap/bootstrap.min.js,80668,d2ea6c1e0cabca20d18e924b25a1cd0187c38ba7c33f60ab06e1b0402b9bcdb5
_build/nathealth/notebooks/sensitivity_battery_files/libs/clipboard/clipboard.min.js,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/clipboard/clipboard.min.js,9160,e17a1d816e13c0826e0ed7febfabc3277f45571234bde0bf9120829a7169edc9
_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/anchor.min.js,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/anchor.min.js,5888,69098e105d990f834cff1b7886d873444228ff63c590e5ff834d568f1115ed8b
_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/popper.min.js,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/popper.min.js,20084,4d50586b184724d39ddfe0f6582861664eddd5e806e5a79e0dbaa832361414d0
_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/quarto-syntax-highlighting-7f8f88aac4f3542376d5c11b86a4c14d.css,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/quarto-syntax-highlighting-7f8f88aac4f3542376d5c11b86a4c14d.css,3678,96d688dbd4c2de66404fd9b0e75d5b62573cbece9ee7011ca24d8bce1bbe044c
_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/quarto.js,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/quarto.js,26830,4ecb60f215d96b2af0fe9d985c71e32863b1c993a64725a416ac18b5991c59c6
_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/tabsets/tabsets.js,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/tabsets/tabsets.js,2882,a9c226bf70e82eaf5476f619cecfb70b4446b87ce4d1634d6404b0b2ba006d15
_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/tippy.css,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/tippy.css,1409,5969f497d9158d7682f8219c6f13fa67269cdf5bf50a3931d95327151dee5678
_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/tippy.umd.min.js,preimages/_build/nathealth/notebooks/sensitivity_battery_files/libs/quarto-html/tippy.umd.min.js,24033,41181eeec6d7ba64cb9165f0e95563e34e026bde79e7c13aeec83270429b6fae
_quarto-nathealth.yml,preimages/_quarto-nathealth.yml,10042,e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7
audit/report_harmonization/phase4_corpus_manifest.csv,preimages/audit/report_harmonization/phase4_corpus_manifest.csv,11479,642161dfc1ec18572b8b8c124546060c8f889683ebf7ceb8e5e43dc785f77669
