route,baseline_page_sha256,location,attribute,token,target_count,occurrences,exact_candidate_state
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_8,5,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Level,4,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_9,5,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_10,5,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_11,5,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Spectrum,4,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_12,5,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Timing,4,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_13,5,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_14,5,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_15,5,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_16,5,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_17,5,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Participants,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Participant-days,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Observations,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Support-hours,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Participant-associated,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Model-R²,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Fixed-effects-R²,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Site-part-R²,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Photoperiod-part-R²,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Latitude-part-R²,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,Grand average,2,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,document,id,stub_1_18,3,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[1]/td[2],headers,V0,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[1]/td[2],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[1]/td[3],headers,Audited,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[1]/td[3],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[1]/td[4],headers,Newly,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[1]/td[4],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[1]/td[5],headers,No,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[1]/td[5],headers,longer,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[1]/td[5],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[2],headers,V0,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[2],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[3],headers,Audited,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[3],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4],headers,Newly,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5],headers,No,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5],headers,longer,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2],headers,V0,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[3],headers,Audited,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[3],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4],headers,Newly,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5],headers,No,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5],headers,longer,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table1:/html/body/div[2]/main/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5],headers,supported,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[1]/td[2],headers,Selected,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[1]/td[2],headers,family,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[1]/td[3],headers,Current,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[1]/td[3],headers,retained,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[1]/td[4],headers,Common,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[1]/td[4],headers,diagnostic,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[1]/td[4],headers,screen,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[2]/td[2],headers,Selected,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[2]/td[2],headers,family,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[2]/td[3],headers,Current,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[2]/td[3],headers,retained,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[2]/td[4],headers,Common,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[2]/td[4],headers,diagnostic,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[2]/td[4],headers,screen,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[3]/td[2],headers,Selected,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[3]/td[2],headers,family,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[3]/td[3],headers,Current,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[3]/td[3],headers,retained,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[3]/td[4],headers,Common,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[3]/td[4],headers,diagnostic,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table2:/html/body/div[2]/main/section[2]/div[1]/div/figure/div/div/div/table/tbody/tr[3]/td[4],headers,screen,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[1],headers,Site:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[1],headers,audited,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[2],headers,Site:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[2],headers,V0,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[2],headers,q,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[3],headers,Photoperiod:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[3],headers,audited,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4],headers,Photoperiod:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4],headers,V0,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4],headers,q,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5],headers,Latitude:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5],headers,audited,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[6],headers,Latitude:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[6],headers,V0,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[6],headers,q,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[7],headers,Site,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[7],headers,vs,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[7],headers,latitude,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[2]/td[7],headers,adequacy,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[1],headers,Site:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[1],headers,audited,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2],headers,Site:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2],headers,V0,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2],headers,q,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[3],headers,Photoperiod:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[3],headers,audited,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4],headers,Photoperiod:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4],headers,V0,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4],headers,q,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5],headers,Latitude:,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5],headers,audited,0,1,True
audit/H01/02_implementation_and_v0_comparison.html,4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e,table3:/html/body/div[2]/main/section[4]/section[1]/div/div/figure/div/div/div/table/tbody/tr[3]/td[6],headers,Latitude:,0,1,True
