category,path,baseline_sha256,expected_sha256,actual_sha256,bytes,authorized_transition,retired,exact
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/candidate_build/search.json,aef05e5b12417168a526ee35250cfc894fd3fb069769e4687b8a26bf477ef0cd,aef05e5b12417168a526ee35250cfc894fd3fb069769e4687b8a26bf477ef0cd,aef05e5b12417168a526ee35250cfc894fd3fb069769e4687b8a26bf477ef0cd,2350116,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/candidate_build/supplementary_information.html,0a1da925d6bb63d2be7139ddcf0c511fb2c5ba10eacf2d340cfed6e61ee8b286,0a1da925d6bb63d2be7139ddcf0c511fb2c5ba10eacf2d340cfed6e61ee8b286,0a1da925d6bb63d2be7139ddcf0c511fb2c5ba10eacf2d340cfed6e61ee8b286,15674831,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/candidate_build/ZaunerEtAl2026_NatHealth_phase3_brown.docx,6f0ce7a50b608f91d24c31ae0b9b0edefe15828ed4f966732ea616c6e395a570,6f0ce7a50b608f91d24c31ae0b9b0edefe15828ed4f966732ea616c6e395a570,6f0ce7a50b608f91d24c31ae0b9b0edefe15828ed4f966732ea616c6e395a570,14377373,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/failure_manifest.csv,02a4f39eae1a29971598f3f84f03b6c854a5f6dc53774bd282e6f4e56f54161d,02a4f39eae1a29971598f3f84f03b6c854a5f6dc53774bd282e6f4e56f54161d,02a4f39eae1a29971598f3f84f03b6c854a5f6dc53774bd282e6f4e56f54161d,147127,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/failure_seal.json,ff359836235d441f79e7add87471b6f092211154a7b95ab1642d53a4f8054c3f,ff359836235d441f79e7add87471b6f092211154a7b95ab1642d53a4f8054c3f,ff359836235d441f79e7add87471b6f092211154a7b95ab1642d53a4f8054c3f,765,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/preimages/_build/nathealth/editable_tables/Table_S4.docx,449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e,449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e,449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e,57161,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/preimages/_build/nathealth/editable_tables/Table_S7.docx,9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a,9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a,9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a,58866,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/preimages/_build/nathealth/index.html,588bf4f60c7e1ca9cf409e86696632b8a14cc9d79e8aecf2aa105c8190b7cdd2,588bf4f60c7e1ca9cf409e86696632b8a14cc9d79e8aecf2aa105c8190b7cdd2,588bf4f60c7e1ca9cf409e86696632b8a14cc9d79e8aecf2aa105c8190b7cdd2,25367535,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/preimages/_build/nathealth/search.json,7469b089dddcedf93b7acd7e414ca1f200180d134a9edffdbf7224db7925c686,7469b089dddcedf93b7acd7e414ca1f200180d134a9edffdbf7224db7925c686,7469b089dddcedf93b7acd7e414ca1f200180d134a9edffdbf7224db7925c686,2350000,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/preimages/_build/nathealth/supplementary_information.html,649bbc1796cad3bbd2ff1b372a46599a297cef98e3a338b4985824bb5764c53e,649bbc1796cad3bbd2ff1b372a46599a297cef98e3a338b4985824bb5764c53e,649bbc1796cad3bbd2ff1b372a46599a297cef98e3a338b4985824bb5764c53e,15674678,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/preimages/_build/nathealth/ZaunerEtAl2026_NatHealth_phase3_brown.docx,325c3a8e3a76ea225970f80e177ceed0bbdd592b72e79196d154597f3581250b,325c3a8e3a76ea225970f80e177ceed0bbdd592b72e79196d154597f3581250b,325c3a8e3a76ea225970f80e177ceed0bbdd592b72e79196d154597f3581250b,14372157,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/preimages/audit/report_harmonization/phase4_corpus_manifest.csv,b5b4b009db76e6f869f324a360e6eeafdf63438539382f1b8d85058f277eb93f,b5b4b009db76e6f869f324a360e6eeafdf63438539382f1b8d85058f277eb93f,b5b4b009db76e6f869f324a360e6eeafdf63438539382f1b8d85058f277eb93f,11479,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/candidate_return.md,d0853b4349a1d762a97affd1c8a47bf65036ea2ccdd24ab51a5235a73dc6625c,d0853b4349a1d762a97affd1c8a47bf65036ea2ccdd24ab51a5235a73dc6625c,d0853b4349a1d762a97affd1c8a47bf65036ea2ccdd24ab51a5235a73dc6625c,9527,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/evidence/candidate_inventory.csv,371e5fcb17cf4d7e3cd98f672bd6c27e6811a530c3e1f9d4b662164f7316f979,371e5fcb17cf4d7e3cd98f672bd6c27e6811a530c3e1f9d4b662164f7316f979,371e5fcb17cf4d7e3cd98f672bd6c27e6811a530c3e1f9d4b662164f7316f979,127663,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/evidence/candidate_static_summary.json,539dcd7b9e354422b6bf358041383205dfdfc106470263317d5f0f7e2668d011,539dcd7b9e354422b6bf358041383205dfdfc106470263317d5f0f7e2668d011,539dcd7b9e354422b6bf358041383205dfdfc106470263317d5f0f7e2668d011,331,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/evidence/http_download_summary.json,bee45e5cdaa955c6ea53633328cfa6684db8016401affb92314d533a20f2b606,bee45e5cdaa955c6ea53633328cfa6684db8016401affb92314d533a20f2b606,bee45e5cdaa955c6ea53633328cfa6684db8016401affb92314d533a20f2b606,142,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/evidence/phase4_corpus_manifest.prospective.csv,642161dfc1ec18572b8b8c124546060c8f889683ebf7ceb8e5e43dc785f77669,642161dfc1ec18572b8b8c124546060c8f889683ebf7ceb8e5e43dc785f77669,642161dfc1ec18572b8b8c124546060c8f889683ebf7ceb8e5e43dc785f77669,11479,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/evidence/post_live_inventory.csv,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,127663,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/evidence/post_protected_checks.csv,579a4ad63f4245ffc8421c9cccecd6d71daec58ae2a29dd6e38cf3c6d51158e4,579a4ad63f4245ffc8421c9cccecd6d71daec58ae2a29dd6e38cf3c6d51158e4,579a4ad63f4245ffc8421c9cccecd6d71daec58ae2a29dd6e38cf3c6d51158e4,1191691,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/evidence/prospective_corpus_reverse.csv,facfb82c8ef06cf53b6154808d56f39807b739459e55810f58c00ed1cbbb1fa4,facfb82c8ef06cf53b6154808d56f39807b739459e55810f58c00ed1cbbb1fa4,facfb82c8ef06cf53b6154808d56f39807b739459e55810f58c00ed1cbbb1fa4,334,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/evidence/seven_backup_manifest.csv,1f21d5315d19f97890d3cf259734634ae0dee406748e20b1b14a7dc6fca7310d,1f21d5315d19f97890d3cf259734634ae0dee406748e20b1b14a7dc6fca7310d,1f21d5315d19f97890d3cf259734634ae0dee406748e20b1b14a7dc6fca7310d,1650,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/evidence/website_promotion_manifest.csv,c64b71fd844b1ccdfdbaa9a33d240d7a11bbf89b23603d9b04dac417bcaf50fc,c64b71fd844b1ccdfdbaa9a33d240d7a11bbf89b23603d9b04dac417bcaf50fc,c64b71fd844b1ccdfdbaa9a33d240d7a11bbf89b23603d9b04dac417bcaf50fc,1805,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/check_closure.py,8909049cbda144c006cbbb5d981d299317ccbdcf9645201dd629ed3837f86537,8909049cbda144c006cbbb5d981d299317ccbdcf9645201dd629ed3837f86537,8909049cbda144c006cbbb5d981d299317ccbdcf9645201dd629ed3837f86537,4018,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/common.py,dbcef1b00d5b4355914e3e430195834d39c5d9f4731f8bc56cb7d7872f42e458,dbcef1b00d5b4355914e3e430195834d39c5d9f4731f8bc56cb7d7872f42e458,dbcef1b00d5b4355914e3e430195834d39c5d9f4731f8bc56cb7d7872f42e458,2828,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/finalize.py,38639f4c95832f94ec3027b686585742f79dc25c0262e15bc66f59f952c1576e,38639f4c95832f94ec3027b686585742f79dc25c0262e15bc66f59f952c1576e,38639f4c95832f94ec3027b686585742f79dc25c0262e15bc66f59f952c1576e,3228,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/preflight_recovery.py,91fa6e4970815f80c3aa41e949e9257389f0efe1bfce49bf69be6dc76aa97170,91fa6e4970815f80c3aa41e949e9257389f0efe1bfce49bf69be6dc76aa97170,91fa6e4970815f80c3aa41e949e9257389f0efe1bfce49bf69be6dc76aa97170,5142,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/recovery_guards.py,b030f96773226c276eeda720aa015372f028bef21ddef066a2ea3ad1755a688b,b030f96773226c276eeda720aa015372f028bef21ddef066a2ea3ad1755a688b,b030f96773226c276eeda720aa015372f028bef21ddef066a2ea3ad1755a688b,3828,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/serve_candidate.py,8279f772538fa11126dbe847acf3424acaac5bee0b937aaa17ba7e82d252ec21,8279f772538fa11126dbe847acf3424acaac5bee0b937aaa17ba7e82d252ec21,8279f772538fa11126dbe847acf3424acaac5bee0b937aaa17ba7e82d252ec21,1826,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/transform.py,f6a711bd228076fdb2c57df231f101c795bc321d4e6c27d3543b226c24b8c4b6,f6a711bd228076fdb2c57df231f101c795bc321d4e6c27d3543b226c24b8c4b6,f6a711bd228076fdb2c57df231f101c795bc321d4e6c27d3543b226c24b8c4b6,6229,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/verify_content.R,34dbcbd96b3996f322cfccd782eb4acb5c56212d63e2d4c119cc0dd34a390382,34dbcbd96b3996f322cfccd782eb4acb5c56212d63e2d4c119cc0dd34a390382,34dbcbd96b3996f322cfccd782eb4acb5c56212d63e2d4c119cc0dd34a390382,6299,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/verify_http_downloads.py,4535fc8736d299aa59b9152d9e5e9be2c731b02db59de420787f090bbb270e12,4535fc8736d299aa59b9152d9e5e9be2c731b02db59de420787f090bbb270e12,4535fc8736d299aa59b9152d9e5e9be2c731b02db59de420787f090bbb270e12,1387,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/verify_static.py,dff7e68dfde5bd5bdb4e46fbede32efbbf2333eff78628bd8876e7738dae2d08,dff7e68dfde5bd5bdb4e46fbede32efbbf2333eff78628bd8876e7738dae2d08,dff7e68dfde5bd5bdb4e46fbede32efbbf2333eff78628bd8876e7738dae2d08,10779,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/helpers/verify_targeted.R,60f3f90cacb63d1fa403bcfdc710bf7be5d82908468441f11afd56f78b33d4c9,60f3f90cacb63d1fa403bcfdc710bf7be5d82908468441f11afd56f78b33d4c9,60f3f90cacb63d1fa403bcfdc710bf7be5d82908468441f11afd56f78b33d4c9,3716,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/pending_manifest.csv,15a93b1551ccd4ca40acc3b9460fb76ef0cd4114c9249271d273a8f7bbf56ca4,15a93b1551ccd4ca40acc3b9460fb76ef0cd4114c9249271d273a8f7bbf56ca4,15a93b1551ccd4ca40acc3b9460fb76ef0cd4114c9249271d273a8f7bbf56ca4,38194,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_a4_delta_2026_09_14/verification_recovery_015a/pending_seal.json,abe0e7caf5543b1d6fca1c6973605c34ceeb62acfdba0cf5d691d8c0f6d23af3,abe0e7caf5543b1d6fca1c6973605c34ceeb62acfdba0cf5d691d8c0f6d23af3,abe0e7caf5543b1d6fca1c6973605c34ceeb62acfdba0cf5d691d8c0f6d23af3,4322,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/final_site_promotion_2026_09_14/helpers/transaction.py,cd1e782dbea5082d64d35fd77f5aa72c1b6bef993d02743c2c5c4a0a7b79cc8e,cd1e782dbea5082d64d35fd77f5aa72c1b6bef993d02743c2c5c4a0a7b79cc8e,cd1e782dbea5082d64d35fd77f5aa72c1b6bef993d02743c2c5c4a0a7b79cc8e,7783,False,False,True
accepted016:site_a4_delta_promotion_order_016_dispatch_manifest.csv,audit/report_harmonization/phase4_corpus_manifest.csv,642161dfc1ec18572b8b8c124546060c8f889683ebf7ceb8e5e43dc785f77669,31acf761e8a8d27f2d515d4fb0b1dddfab0586fef3d470927080674b8dbda95a,31acf761e8a8d27f2d515d4fb0b1dddfab0586fef3d470927080674b8dbda95a,11215,True,False,True
accepted016:site015a_candidate_independent_acceptance_manifest.csv,audit/report_harmonization/final_documents_2026_09_13/seal_site015a_acceptance_and_order016.R,a24820f59c945497de8664a7159a82c6153af24c64c31cffcdb192d666c3d7c1,a24820f59c945497de8664a7159a82c6153af24c64c31cffcdb192d666c3d7c1,a24820f59c945497de8664a7159a82c6153af24c64c31cffcdb192d666c3d7c1,9799,False,False,True
accepted016:site015a_candidate_independent_acceptance_manifest.csv,audit/report_harmonization/final_documents_2026_09_13/site015a_candidate_independent_acceptance.md,8f04a34880a5d8e280a2171e08cad97fa6a11e785e31e16f7a97f108cc38daa9,8f04a34880a5d8e280a2171e08cad97fa6a11e785e31e16f7a97f108cc38daa9,8f04a34880a5d8e280a2171e08cad97fa6a11e785e31e16f7a97f108cc38daa9,7336,False,False,True
