owner,reference,kind
notebooks/preparation/04_metric_derivation.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href
notebooks/preparation/04_metric_derivation.html,https://github.com/MeLiDosProject,a@href
notebooks/preparation/04_metric_derivation.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/04_metric_derivation.qmd,a@href
notebooks/preparation/05_model_input_acquisition.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href
notebooks/preparation/05_model_input_acquisition.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href
notebooks/preparation/05_model_input_acquisition.html,https://github.com/MeLiDosProject,a@href
notebooks/preparation/05_model_input_acquisition.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/05_model_input_acquisition.qmd,a@href
notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.18925834,a@href
notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.17979893,a@href
notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.18111232,a@href
notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.16895188,a@href
notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.16893901,a@href
notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.16834951,a@href
notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.16568109,a@href
notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.17289456,a@href
notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.15576731,a@href
notebooks/preparation/06_model_ready_datasets.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href
notebooks/preparation/06_model_ready_datasets.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href
notebooks/preparation/06_model_ready_datasets.html,https://github.com/MeLiDosProject,a@href
notebooks/preparation/06_model_ready_datasets.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/06_model_ready_datasets.qmd,a@href
notebooks/preparation/07_example_days.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href
notebooks/preparation/07_example_days.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href
notebooks/preparation/07_example_days.html,https://github.com/MeLiDosProject,a@href
notebooks/preparation/07_example_days.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/07_example_days.qmd,a@href
notebooks/preregistration_deviations.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href
notebooks/preregistration_deviations.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href
notebooks/preregistration_deviations.html,https://github.com/MeLiDosProject,a@href
notebooks/preregistration_deviations.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preregistration_deviations.qmd,a@href
supplementary_information.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href
supplementary_information.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href
supplementary_information.html,https://github.com/MeLiDosProject,a@href
supplementary_information.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/supplementary_information.qmd,a@href
