capture_id	utc_time_2026_09_14	viewport_width_css_px	route	label	image_bytes	status
35	11:58:51.210	1440	SI	S9-table-desktop	227415	CAPTURE
36	11:59:13.034	1440	SI	S10-table-desktop	223016	CAPTURE
37	11:59:13.990	1440	SI	S13-figure-desktop	175222	CAPTURE
38	11:59:14.953	1440	SI	S11a-table-desktop-upper	229658	CAPTURE
39	11:59:44.086	1440	SI	S14-figure-desktop	152042	CAPTURE
40	11:59:45.044	1440	SI	S12-table-desktop	157575	CAPTURE
41	11:59:45.996	1440	SI	S15-figure-desktop-upper	145042	CAPTURE
42	12:00:17.004	1440	SI	S15-figure-desktop-lower-caption	211355	CAPTURE
43	12:00:17.955	1440	SI	S13-table-desktop	167853	CAPTURE
44	12:00:18.910	1440	SI	S16-figure-desktop	139425	CAPTURE
45	12:00:38.794	1440	SI	S14-table-desktop-upper	164337	CAPTURE
46	12:00:39.895	1440	SI	S14-table-desktop-lower	169390	CAPTURE
47	12:00:40.842	1440	SI	S17-figure-desktop	148234	CAPTURE
48	12:01:04.565	1440	SI	revision-table-desktop-upper	228364	CAPTURE
49	12:01:20.679	1440	SI	revision-table-desktop-scroll-1	241733	CAPTURE
50	12:01:21.779	1440	SI	revision-table-desktop-scroll-2	246362	CAPTURE
51	12:01:22.882	1440	SI	revision-table-desktop-scroll-3	239122	CAPTURE
52	12:01:23.981	1440	SI	revision-table-desktop-scroll-4	231781	CAPTURE
53	12:01:46.086	1440	SI	revision-table-desktop-scroll-5	213063	CAPTURE
54	12:01:47.180	1440	SI	revision-table-desktop-scroll-6	184127	CAPTURE
55	12:01:48.282	1440	SI	revision-table-desktop-scroll-7	208909	CAPTURE
56	12:01:49.378	1440	SI	revision-table-desktop-scroll-8	246562	CAPTURE
57	12:02:17.619	1440	SI	revision-table-desktop-last-footer	200116	CAPTURE
58	12:02:18.968	708	SI	SI-708-header-downloads	94892	CAPTURE
59	12:02:57.801	708	SI	fig-s1-708	140359	CAPTURE
60	12:02:58.751	708	SI	fig-s2-708	104670	CAPTURE
61	12:02:59.702	708	SI	fig-s3-708	87128	CAPTURE
62	12:03:00.652	708	SI	fig-s4-708	81647	CAPTURE
63	12:03:20.479	708	SI	fig-s5-708-upper	70786	CAPTURE
64	12:03:21.575	708	SI	fig-s5-708-lower	104259	CAPTURE
65	12:03:22.667	708	SI	fig-s5-708-caption-S4-table	145360	CAPTURE
66	12:03:23.588	708	SI	fig-s6-708	121625	CAPTURE
67	12:03:47.200	708	SI	fig-s7-708-upper	107041	CAPTURE
68	12:03:48.276	708	SI	fig-s7-708-middle	109848	CAPTURE
69	12:03:49.337	708	SI	fig-s7-708-caption-S7-table	99653	CAPTURE
70	12:03:50.284	708	SI	fig-s8-708	151363	CAPTURE
71	12:04:14.584	708	SI	fig-s9-708	95261	CAPTURE
72	12:04:15.551	708	SI	fig-s10-708	115443	CAPTURE
73	12:04:16.509	708	SI	fig-s11-708	115027	CAPTURE
74	12:04:17.468	708	SI	fig-s12-708	124140	CAPTURE
75	12:04:38.087	708	SI	fig-s13-708	125722	CAPTURE
76	12:04:39.056	708	SI	fig-s14-708	104347	CAPTURE
77	12:04:40.013	708	SI	fig-s15-708	116917	CAPTURE
78	12:04:40.968	708	SI	fig-s16-708	108519	CAPTURE
79	12:05:24.539	708	SI	fig-s17-708	106983	CAPTURE
80	12:05:25.888	390	SI	SI-390-header-downloads	66200	CAPTURE
81	12:05:54.748	390	SI	fig-s1-390	75378	CAPTURE
82	12:05:55.640	390	SI	fig-s2-390	73797	CAPTURE
83	12:05:56.539	390	SI	fig-s3-390	67103	CAPTURE
84	12:05:57.445	390	SI	fig-s4-390	57976	CAPTURE
85	12:05:58.358	390	SI	fig-s5-390	62061	CAPTURE
86	12:06:22.242	390	SI	fig-s6-390	73720	CAPTURE
87	12:06:23.136	390	SI	fig-s7-390	74842	CAPTURE
88	12:06:24.048	390	SI	fig-s8-390	81126	CAPTURE
89	12:06:24.993	390	SI	fig-s9-390	66000	CAPTURE
90	12:06:46.840	390	SI	fig-s10-390	72336	CAPTURE
91	12:06:47.748	390	SI	fig-s11-390	75355	CAPTURE
92	12:06:48.662	390	SI	fig-s12-390	74691	CAPTURE
93	12:06:49.576	390	SI	fig-s13-390	68047	CAPTURE
94	12:06:50.469	390	SI	fig-s14-390	63857	CAPTURE
95	12:07:14.397	390	SI	fig-s15-390	71713	CAPTURE
96	12:07:15.355	390	SI	fig-s16-390	66287	CAPTURE
97	12:07:16.317	390	SI	fig-s17-390	73062	CAPTURE
98	12:07:17.270	390	SI	S2-390-left-upper	69366	CAPTURE
99	12:07:42.462	390	SI	S2-390-right-upper	60571	CAPTURE
100	12:07:43.502	390	SI	S2-390-right-lower	66685	CAPTURE
101	12:07:44.591	390	SI	S2-390-left-lower	81311	CAPTURE
102	12:08:24.354	390	SI	S2-390-right-first-rows	64009	CAPTURE
103	12:08:25.304	390	SI	revision-table-390-left	73535	CAPTURE
104	12:08:27.248	390	SI	revision-table-390-right	88259	CAPTURE
105	12:09:03.392	390	SI	S1-390-left	71345	CAPTURE
106	12:09:04.497	390	SI	S1-390-right	58441	CAPTURE
107	12:09:05.456	390	SI	S3-390-left	80542	CAPTURE
108	12:09:06.560	390	SI	S3-390-right	87227	CAPTURE
109	12:09:30.391	390	SI	S4-390-left	78232	CAPTURE
110	12:09:31.484	390	SI	S4-390-right	85821	CAPTURE
111	12:09:32.436	390	SI	S5-390-left	86182	CAPTURE
112	12:09:33.533	390	SI	S5-390-right	79566	CAPTURE
113	12:10:00.249	390	SI	S6-390-left	74207	CAPTURE
114	12:10:01.332	390	SI	S6-390-right	67622	CAPTURE
115	12:10:02.267	390	SI	S7-390-upper-left	67462	CAPTURE
116	12:10:03.350	390	SI	S7-390-upper-right	56700	CAPTURE
117	12:10:04.434	390	SI	S7-390-right-lower	52046	CAPTURE
118	12:10:33.675	390	SI	S8-390-left	77111	CAPTURE
119	12:10:34.772	390	SI	S8-390-right	79627	CAPTURE
120	12:10:35.748	390	SI	S9-390-left	76114	CAPTURE
121	12:10:36.836	390	SI	S9-390-right	76114	LIMITED
122	12:10:37.801	390	SI	S10-390-left	90341	CAPTURE
123	12:10:38.891	390	SI	S10-390-right	83303	CAPTURE
124	12:11:18.296	390	SI	S9-390-corrected-left	70095	CAPTURE
125	12:11:19.390	390	SI	S9-390-corrected-right	68751	CAPTURE
126	12:11:20.354	390	SI	S11a-390-left	71486	CAPTURE
127	12:11:21.460	390	SI	S11a-390-right	80941	CAPTURE
128	12:11:22.421	390	SI	S11b-390-left	65401	CAPTURE
129	12:11:23.526	390	SI	S11b-390-right	69884	CAPTURE
130	12:11:50.193	390	SI	S12-390-left	68730	CAPTURE
131	12:11:51.291	390	SI	S12-390-right	61635	CAPTURE
132	12:11:52.252	390	SI	S13-390-left	74861	CAPTURE
133	12:11:53.364	390	SI	S13-390-right	67749	CAPTURE
134	12:11:54.295	390	SI	S14-390-left	71643	CAPTURE
135	12:11:55.393	390	SI	S14-390-right	73073	CAPTURE
136	12:11:56.349	390	SI	S15-390-left	78988	CAPTURE
137	12:11:57.462	390	SI	S15-390-right	76609	CAPTURE
138	12:19:53.531	390	SI	S3-390-outer-and-inner-right	80057	CAPTURE
139	12:19:54.578	708	SI	S1-708-left	109456	CAPTURE
140	12:19:55.663	708	SI	S1-708-right	109456	CAPTURE
141	12:20:19.077	708	SI	S2-708-upper-left	129743	CAPTURE
142	12:20:20.176	708	SI	S2-708-upper-right	122848	CAPTURE
143	12:20:21.272	708	SI	S2-708-right-middle	121388	CAPTURE
144	12:20:22.375	708	SI	S2-708-right-lower	127098	CAPTURE
145	12:20:36.435	708	SI	S3-708-left	152212	CAPTURE
146	12:20:37.524	708	SI	S3-708-right	149440	CAPTURE
147	12:20:38.668	708	SI	S4-708-left	139224	CAPTURE
148	12:20:39.749	708	SI	S4-708-right	140475	CAPTURE
149	12:20:40.873	708	SI	S5-708-left	151796	CAPTURE
150	12:20:41.974	708	SI	S5-708-right	147449	CAPTURE
151	12:20:57.655	708	SI	S6-708-left	125885	CAPTURE
152	12:20:58.715	708	SI	S6-708-right	121481	CAPTURE
153	12:20:59.822	708	SI	S7-708-left	98298	CAPTURE
154	12:21:00.921	708	SI	S7-708-right	96965	CAPTURE
155	12:21:02.048	708	SI	S8-708-left	142296	CAPTURE
156	12:21:03.141	708	SI	S8-708-right	136692	CAPTURE
157	12:21:28.542	708	SI	S9-708-left	141010	CAPTURE
158	12:21:29.644	708	SI	S9-708-right	138461	CAPTURE
159	12:21:30.762	708	SI	S10-708-left	156083	CAPTURE
160	12:21:31.850	708	SI	S10-708-right	153131	CAPTURE
161	12:21:32.981	708	SI	S11a-708-left	159009	CAPTURE
162	12:21:34.035	708	SI	S11a-708-right	162955	CAPTURE
163	12:21:35.147	708	SI	S11b-708-left	115607	CAPTURE
164	12:21:36.246	708	SI	S11b-708-right	117585	CAPTURE
165	12:21:54.795	708	SI	S12-708-left	103581	CAPTURE
166	12:21:55.898	708	SI	S12-708-right	101391	CAPTURE
167	12:21:57.045	708	SI	S13-708-left	122228	CAPTURE
168	12:21:58.149	708	SI	S13-708-right	114314	CAPTURE
169	12:21:59.234	708	SI	S14-708-left	116897	CAPTURE
170	12:22:00.331	708	SI	S14-708-right	115071	CAPTURE
171	12:22:01.419	708	SI	S15-708-left	145927	CAPTURE
172	12:22:02.513	708	SI	S15-708-right	145293	CAPTURE
173	12:22:33.006	708	index	index-708-title-downloads	119352	CAPTURE
174	12:22:34.471	708	index	F1-708-full	141978	CAPTURE
175	12:22:35.930	708	index	F2-708-full	147209	CAPTURE
176	12:22:37.388	708	index	F3-708-full	150046	CAPTURE
177	12:23:02.943	708	index	F3-708-caption-following-prose	188262	CAPTURE
178	12:23:04.572	708	index	T1-708-left	134327	CAPTURE
179	12:23:06.154	708	index	T1-708-right	134025	CAPTURE
180	12:23:07.727	708	index	T1-708-lower-right	178579	CAPTURE
181	12:23:09.363	708	index	T2-708-left	161032	CAPTURE
182	12:23:10.949	708	index	T2-708-right	144460	CAPTURE
183	12:23:40.479	708	index	T3-708-upper-left	145202	CAPTURE
184	12:23:42.060	708	index	T3-708-upper-right	174195	CAPTURE
185	12:23:43.666	708	index	T3-708-right-middle	174886	CAPTURE
186	12:23:45.246	708	index	T3-708-right-lower	189153	CAPTURE
187	12:23:46.932	708	index	T3-708-left-lower	189153	LIMITED
188	12:24:12.462	708	index	T3-708-left-tail	146264	CAPTURE
189	12:24:14.830	390	index	F1-390-full	80774	CAPTURE
190	12:24:16.418	390	index	F2-390-full	93071	CAPTURE
191	12:24:18.013	390	index	F3-390-full	90181	CAPTURE
192	12:24:41.460	390	index	T1-390-left	66565	CAPTURE
193	12:24:43.170	390	index	T1-390-right	73596	CAPTURE
194	12:24:44.943	390	index	T2-390-left	86271	CAPTURE
195	12:24:46.642	390	index	T2-390-right	76393	CAPTURE
196	12:24:48.352	390	index	T3-390-upper-left	72731	CAPTURE
197	12:24:50.080	390	index	T3-390-upper-right	88906	CAPTURE
198	12:24:51.776	390	index	T3-390-right-tail	87281	CAPTURE
199	12:24:53.496	390	index	T3-390-left-tail	73128	CAPTURE
200	12:26:02.862	390	index	T1-390-complete-right	66938	LIMITED
201	12:27:28.473	708	SI	S7-708-outer-right	105800	CAPTURE
202	12:27:59.741	1440	index	index-1440-discussion	294705	CAPTURE
203	12:28:01.298	1440	index	index-1440-methods	282497	CAPTURE
204	12:28:02.857	1440	index	index-1440-references	295407	CAPTURE
205	12:29:07.993	708	index	index-708-discussion	193027	CAPTURE
206	12:29:09.535	708	index	index-708-methods	192603	CAPTURE
207	12:29:11.047	708	index	index-708-references	191626	CAPTURE
208	12:29:12.833	390	index	index-390-discussion-tail-after-resize	105778	CAPTURE
209	12:30:01.184	390	index	index-390-methods	94463	CAPTURE
210	12:30:02.779	390	index	index-390-references-positioned	91807	CAPTURE
211	12:30:04.569	1440	index	index-S1-1440	224563	CAPTURE
212	12:30:06.129	1440	index	index-S2-1440	172107	CAPTURE
213	12:30:07.591	1440	index	index-S3-1440	140587	CAPTURE
214	12:30:35.618	1440	index	index-S4-1440	133820	CAPTURE
215	12:30:37.158	1440	index	index-S5-1440-upper	127330	CAPTURE
216	12:30:38.835	1440	index	index-S5-1440-middle	138607	CAPTURE
217	12:30:40.509	1440	index	index-S5-1440-lower	232710	CAPTURE
218	12:30:42.067	1440	index	index-S6-1440	187539	CAPTURE
219	12:31:13.622	1440	index	index-S7-1440-upper	170323	CAPTURE
220	12:31:15.326	1440	index	index-S7-1440-middle	172951	CAPTURE
221	12:31:17.016	1440	index	index-S7-1440-lower	175264	CAPTURE
222	12:31:18.576	1440	index	index-S8-1440-upper	232394	CAPTURE
223	12:31:20.271	1440	index	index-S8-1440-lower	168142	CAPTURE
224	12:31:44.460	1440	index	index-fig-s9-1440	137338	CAPTURE
225	12:31:46.022	1440	index	index-fig-s10-1440	193647	CAPTURE
226	12:31:47.571	1440	index	index-fig-s11-1440	190462	CAPTURE
227	12:31:49.028	1440	index	index-fig-s12-1440	197701	CAPTURE
228	12:32:16.220	1440	index	index-fig-s13-1440	197082	CAPTURE
229	12:32:17.769	1440	index	index-fig-s14-1440	174982	CAPTURE
230	12:32:19.250	1440	index	index-fig-s15-1440	171397	CAPTURE
231	12:32:20.942	1440	index	index-fig-s15-1440-lower	240175	CAPTURE
232	12:32:22.485	1440	index	index-fig-s16-1440	163515	CAPTURE
233	12:32:24.170	1440	index	index-fig-s16-1440-caption-table	197028	CAPTURE
234	12:32:25.730	1440	index	index-fig-s17-1440	176430	CAPTURE
235	12:37:28.696	1440	index	S1-index-desktop-left	204073	CAPTURE
236	12:37:30.383	1440	index	S1-index-desktop-right	204073	CAPTURE
237	12:37:32.123	1440	index	S3-index-desktop-left	265481	CAPTURE
238	12:37:33.825	1440	index	S3-index-desktop-right	264908	CAPTURE
239	12:37:55.870	1440	index	S3-index-desktop-outer-right	256148	CAPTURE
240	12:37:57.446	1440	index	S5-S6-index-desktop	231489	CAPTURE
241	12:37:59.034	1440	index	S6-index-desktop-lower	233026	LIMITED
242	12:38:02.197	1440	index	S7-index-desktop-upper	184899	CAPTURE
243	12:38:27.242	1440	index	S7-index-desktop-lower-right	227423	CAPTURE
244	12:38:28.799	1440	index	S8-index-desktop	219363	CAPTURE
245	12:38:30.370	1440	index	S10-index-desktop	247127	CAPTURE
246	12:38:31.935	1440	index	S11a-index-desktop	254737	CAPTURE
247	12:38:33.618	1440	index	S11ab-index-desktop-lower	193344	CAPTURE
248	12:38:56.106	1440	index	S2-index-desktop-upper-left	247577	CAPTURE
249	12:38:57.753	1440	index	S2-index-desktop-upper-right	239593	CAPTURE
250	12:38:59.435	1440	index	S2-index-desktop-middle-right	237403	CAPTURE
251	12:39:01.061	1440	index	S2-index-desktop-lower-right	246507	CAPTURE
252	12:39:04.599	390	index	T1-390-full-right-confirmed	66938	CAPTURE
253	12:39:49.090	1440	SI	SI-desktop-navbar-open	145467	CAPTURE
254	12:40:13.869	1440	P01	Preparation01-desktop-smoke	131974	CAPTURE
255	12:40:14.345	1440	P01	Preparation01-desktop-content	148603	CAPTURE
256	12:40:14.853	390	P01	Preparation01-390-smoke	63483	CAPTURE
257	12:40:33.872	390	P01	Preparation01-390-top	68290	CAPTURE
258	12:40:34.535	1440	H06	H06-hourly-desktop-smoke	209207	CAPTURE
259	12:40:35.062	1440	H06	H06-hourly-desktop-content	197657	CAPTURE
260	12:40:35.574	390	H06	H06-hourly-390-smoke	81875	CAPTURE
261	12:41:26.402	708	SI	SI-708-TOC-expanded	91150	CAPTURE
262	12:41:56.576	708	SI	SI-708-TOC-fragment-navigation	128880	CAPTURE
263	12:42:00.987	390	index	index-390-navbar-expanded	62345	CAPTURE
264	12:42:43.836	390	index	index-390-search-results	87366	CAPTURE
265	12:43:10.252	390	index	index-390-search-fragment-navigation	72994	LIMITED
266	12:44:03.717	390	SI	SI-390-revision-keyboard-scroll	88052	CAPTURE
267	12:44:27.053	390	SI	S2-390-keyboard-scroll	65586	CAPTURE
